roll_no,attendance_percentage,study_hours_daily,self_learning_hours,study_hours_per_week,last_sync_time
S101728,65.33,5.28,0.13,10.26,24/03/2024
S101729,51.39,3.41,0.39,10.36,2024-05-23
S101730,100.0,1.95,3.08,18.02,2024-04-22
S101731,65.51,3.68,6.29,19.26,2024-02-22
S101732,83.99,3.93,0.01,15.12,02/05/2024
S101733,80.22,2.78,6.22,11.63,2024-04-04
S101734,73.14,3.02,1.31,14.05,24/01/2024
S101735,100.0,2.76,0.6,14.63,2024-04-25
S101736,51.91,2.51,0.4,16.93,2024-03-13
S101737,85.44,2.15,1.39,13.44,05/04/2024
S101738,0.8622,2.96,0.84,23.16,2024-02-27
S101739,72.59,0.62,0.11,14.23,2024-05-03
S101740,81.22,4.39,3.82,10.5,04-18-2024
S101741,73.9%,3.16,0.53,14.43,12/02/2024
S101742,85.94,4.53,3.01,7.29,2024-01-13
S101743,99.27,3.2,0.38,29.09,2024-02-25
S101744,72.83,1.6,0.77,19.59,2024-03-13
S101745,62.46,3.56,6.15,14.91,2024-03-30
S101746,84.85,1.47,5.12,24.92,2024-05-02
S101747,47.94,4.07,0.6,13.56,04-26-2024
S101748,0.8679,4.98,5.31,14.77,2024-04-21
S101749,63.79,4.01,0.17,10.07,2024-04-12
S101750,63.92,4.64,1.39,8.42,2024-03-15
S101751,0.7872,1.58,0.68,16.48,2024-03-24
S101752,89.21,1.41,7.22,22.45,2024-01-26
S101753,93.29,1.09,0.09,8.85,2024-01-17
S101754,73.08,7.82,0.65,13.33,2024-03-02
S101755,40.8%,3.81,3.06,13.58,25/02/2024
S101756,71.45,4.06,1.48,20.4,16/05/2024
S101757,87.76,4.39,0.97,11.98,2024/05/21 23:12:22
S101758,72.39,1.29,1.09,20.27,26/02/2024
S101759,84.66,5.83,1.18,20.01,2024/05/23 19:53:34
S101760,65.44,3.06,0.03,10.37,2024-03-27
S101761,91.7,1.98,0.09,12.95,2024-02-22
S101762,65.42,0.0,0.47,15.56,2024-05-21
S101763,89.11,1.54,0.14,11.94,2024-01-16
S101764,64.67,4.23,0.0,8.74,23/01/2024
S101765,69.32,3.16,2.7,25.38,2024-02-12
S101766,81.3%,1.94,1.11,2.52,2024-02-25
S101767,97.2,4.45,0.25,16.63,2024-01-28
S101768,73.47,1.41,6.17,24.55,2024-02-12
S101769,62.2,2.01,2.79,9.36,2024-05-15
S101770,60.52,4.18,0.27,15.18,2024-04-04
S101771,69.76,0.58,0.25,21.32,2024-05-05
S101772,73.73,2.15,1.18,0.0,02-29-2024
S101773,88.86,4.98,0.05,14.65,2024-05-05
S101774,75.88,2.43,1.28,3.99,2024-05-09
S101775,63.16,3.71,0.31,21.74,2024-01-26
S101776,78.74,1.33,0.94,9.45,2024-03-06
S101777,90.03,3.95,0.72,27.49,2024-03-18
S101778,100.0,2.7,2.48,8.32,24/04/2024
S101779,82.37,2.51,1.95,18.15,2024/03/31 21:07:44
S101780,74.82,7.82,0.8,8.87,16/01/2024
S101781,73.31,0.63,2.68,13.34,01-27-2024
S101782,59.32,2.8,0.1,14.97,02/05/2024
S101783,72.45,6.24,6.38,15.18,2024-01-20
S101784,85.2,2.03,2.61,26.58,20/01/2024
S101785,62.68,3.13,2.08,24.99,13/02/2024
S101786,79.98,2.47,1.92,9.75,2024-05-02
S101787,54.65,0.22,2.14,15.3,03-22-2024
S101788,74.74,2.45,0.01,6.85,2024/04/09 07:13:55
S101789,59.2,3.22,7.58,5.26,2024-02-27
S101790,73.59,1.52,0.4,10.33,2024-05-22
S101791,60%,3.03,1.07,26.78,2024-01-23
S101792,83.8,3.88,,3.19,2024-05-24
S101793,51.03,3.68,0.89,19.03,2024-02-14
S101794,88.9,3.42,1.44,18.22,2024-01-20
S101795,89.71,1.97,4.86,9.8,2024-05-06
S101796,71.6%,2.6,5.76,19.51,11/01/2024
S101797,89.61,5.24,0.81,19.48,12/04/2024
S101798,93.0,4.99,1.4,14.74,2024-04-27
S101799,100.0,3.24,2.53,13.95,2024-05-03
S101800,73.83,3.06,0.31,13.28,01-25-2024
S101801,66.09,0.99,1.96,9.09,2024-03-20
S101802,70.37,4.46,0.95,16.16,2024-02-25
S101803,68.33,2.32,0.36,11.46,2024-02-05
S101804,46.64,3.37,1.24,16.13,2024-05-10
S101805,94%,4.66,1.24,10.73,01-11-2024
S101806,89.16,2.75,0.18,10.4,06/04/2024
S101807,68.75,3.2,0.21,11.19,2024-02-26
S101808,86.78,6.29,0.9,23.88,17/02/2024
S101809,97.1%,4.71,0.82,5.36,2024-05-18
S101810,83.86,4.02,0.47,27.41,2024-04-25
S101811,64.35,4.07,0.03,20.38,2024-03-20
S101812,0.7763,4.89,1.22,4.06,2024-05-13
S101813,89.97,1.98,0.98,10.95,2024-03-13
S101814,70.78,3.19,2.89,3.64,2024-04-18
S101815,49.64,4.41,0.67,19.53,2024-02-10
S101816,0.8296,3.34,0.27,23.94,2024-01-23
S101817,58.08,3.32,0.03,16.6,2024-01-22
S101818,84.22,1.6,4.94,23.53,2024-02-13
S101819,57.43,3.84,1.6,16.29,2024-04-25
S101820,56.38,3.73,2.2,21.8,05-14-2024
S101821,70%,1.65,0.11,17.04,2024-04-15
S101822,69.8,1.58,2.0,15.1,2024-04-28
S101823,58.02,0.51,1.81,20.42,2024-02-27
S101824,0.8188,3.23,,13.91,2024/01/18 18:59:55
S101825,91.09,2.36,0.04,25.2,2024-02-23
S101826,69.92,2.86,1.34,12.79,2024-04-23
S101827,65.37,0.85,2.49,18.97,2024-04-07
S101828,77.91,1.59,5.12,10.05,01-27-2024
S101829,92.99,3.79,2.89,3.99,2024-01-30
S101830,64.54,3.43,0.75,17.51,27/02/2024
S101831,74.75,0.8,3.09,2.37,19/04/2024
S101832,55.13,2.95,2.6,30.04,2024-03-19
S101833,89.37,2.15,0.6,12.52,07/02/2024
S101834,72.28,3.88,3.27,14.46,2024-01-27
S101835,79.76,1.36,0.4,12.83,04-07-2024
S101836,84.0%,4.31,0.47,15.99,14/04/2024
S101837,84.04,1.39,0.28,17.38,01-28-2024
S101838,69.34,2.73,0.73,9.12,2024-03-24
S101839,78.27,0.0,2.52,0.0,2024-05-02
S101840,97.6%,3.32,0.27,7.29,2024-04-12
S101841,0.8479,3.03,0.89,11.6,2024-01-27
S101842,82%,3.4,0.48,16.96,2024-05-05
S101843,73.81,4.44,0.23,16.28,05-07-2024
S101844,47.5%,2.81,0.24,20.27,01/03/2024
S101845,64.65,3.23,2.07,3.5,02/04/2024
S101846,58.72,4.09,2.44,8.75,2024-04-05
S101847,62.61,4.92,2.56,11.91,25/03/2024
S101848,68.39,0.14,1.23,25.67,2024-01-10
S101849,83.0%,0.12,0.85,34.04,03-07-2024
S101850,55.97,2.16,,5.56,22/02/2024
S101851,66.16,1.7,3.1,22.64,2024-01-19
S101852,0.8541,1.81,0.96,15.61,03-12-2024
S101853,52%,2.82,1.48,18.89,05-04-2024
S101854,75.6,1.72,1.39,5.73,2024-05-16
S101855,67%,5.34,0.19,24.49,05-28-2024
S101856,69.8%,2.5,1.12,0.0,2024-04-30
S101857,62.09,1.91,2.45,5.8,2024-05-21
S101858,85.06,2.19,0.67,13.11,2024-02-02
S101859,100.0,2.03,1.44,10.85,01-29-2024
S101860,90.21,4.64,0.29,15.18,2024-02-24
S101861,78.91,3.24,0.46,10.21,05-18-2024
S101862,76.46,0.67,0.17,12.5,24/05/2024
S101863,59.41,2.67,2.25,13.71,03-22-2024
S101864,63%,4.31,0.45,13.44,04-27-2024
S101865,82.33,4.18,3.63,16.04,02-17-2024
S101866,82.78,2.39,1.9,21.27,2024-02-15
S101867,78.94,2.63,0.92,9.73,2024-03-23
S101868,87.34,2.36,1.2,24.43,05/05/2024
S101869,0.8749,2.93,3.64,15.34,2024-04-06
S101870,87.51,1.24,0.95,23.83,02-07-2024
S101871,60.1,3.47,0.13,12.6,03-08-2024
S101872,83.28,6.08,0.07,8.94,2024-04-24
S101873,47.97,4.03,6.0,15.56,2024-03-24
S101874,45%,2.69,1.07,32.95,02/03/2024
S101875,0.5635,0.69,0.05,5.44,28/01/2024
S101876,83.36,2.71,0.34,19.74,2024-04-01
S101877,93.41,2.24,3.98,16.24,2024-03-02
S101878,84.22,2.23,1.42,17.83,2024-03-10
S101879,82.62,2.86,1.26,6.56,09/03/2024
S101880,90.93,2.12,1.85,18.2,22/03/2024
S101881,100.0,3.97,1.65,17.07,2024-04-13
S101882,64.49,4.74,,4.62,2024-03-22
S101883,92.3%,1.92,0.41,15.92,2024-03-15
S101884,83.11,3.2,0.31,13.3,2024-03-17
S101885,76.8,4.39,2.12,12.52,13/04/2024
S101886,93.5,3.57,2.43,14.68,2024-04-01
S101887,63.92,2.79,0.31,22.61,2024/02/07 21:12:12
S101888,62%,2.96,4.63,18.21,2024-05-28
S101889,64.05,2.73,0.41,7.7,12/02/2024
S101890,75.54,1.73,0.06,18.48,21/03/2024
S101891,79.02,0.28,1.46,14.69,17/04/2024
S101892,65.22,2.41,0.21,10.69,2024-02-18
S101893,77.79,2.97,1.24,6.32,2024-05-02
S101894,87.82,3.39,2.42,20.65,25/05/2024
S101895,91.33,0.13,2.22,11.01,26/02/2024
S101896,76.34,2.4,0.78,21.36,2024-05-11
S101897,65.46,2.74,1.7,7.46,2024-01-10
S101898,77%,3.62,1.25,28.96,02-26-2024
S101899,99.44,1.43,2.79,33.44,10/03/2024
S101900,85%,1.19,2.01,18.8,2024-05-26
S101901,0.7417,4.16,1.21,24.07,03-09-2024
S101902,84.58,2.09,1.63,11.83,13/01/2024
S101903,0.8664,0.57,0.12,11.13,2024-01-21
S101904,97.55,1.72,0.09,23.36,2024-05-08
S101905,93.1%,3.28,0.32,16.06,05/04/2024
S101906,69.82,3.36,0.54,5.4,02-16-2024
S101907,78.62,4.0,4.03,15.54,2024-02-08
S101908,72.31,3.36,0.64,6.45,2024-04-24
S101909,62.5%,2.79,1.69,13.7,03-15-2024
S101910,58.62,0.91,1.24,22.34,2024/05/03 10:29:43
S101911,68%,4.82,2.75,25.22,2024-02-10
S101912,76.1%,4.88,3.03,16.93,15/01/2024
S101913,79.5%,2.43,0.75,24.37,2024-04-18
S101914,90.06,3.17,3.0,11.78,2024-03-26
S101915,72.7,2.31,0.36,26.9,22/04/2024
S101916,92.29,1.99,3.73,9.94,2024-01-22
S101917,72.54,3.35,0.62,9.34,2024-01-11
S101918,72.16,2.82,0.11,11.77,2024-04-30
S101919,73.63,3.22,2.59,9.77,2024-02-26
S101920,0.6491,4.19,3.64,18.62,2024-02-16
S101921,55.39,4.98,0.04,23.77,2024-03-21
S101922,61.2%,1.41,0.85,15.11,2024/05/26 07:56:22
S101923,60.3,2.93,2.71,17.18,23/03/2024
S101924,60.26,1.74,0.24,5.32,2024-02-21
S101925,74.51,1.99,3.63,15.67,05-20-2024
S101926,0.7871,2.71,0.7,27.4,2024-05-26
S101927,84.66,1.53,0.26,24.89,2024-03-09
S101928,100.0,3.95,,7.34,11/01/2024
S101929,49.0%,3.91,3.44,11.93,2024-05-26
S101930,76.23,2.4,1.99,38.85,30/03/2024
S101931,83.35,3.85,1.45,17.93,15/01/2024
S101932,0.5799,1.53,2.11,25.61,30/01/2024
S101933,100.0,5.52,2.86,26.16,2024-02-20
S101934,56%,5.9,0.74,7.19,2024-02-05
S101935,65.45,3.64,0.2,20.07,02-18-2024
S101936,80.2%,2.49,5.33,16.31,2024-05-09
S101937,76.0%,2.26,4.24,27.19,2024-03-01
S101938,80.78,2.21,1.09,28.74,2024-03-21
S101939,82.45,5.21,0.93,9.18,2024-04-06
S101940,75.04,3.32,2.57,39.09,2024-05-04
S101941,89.4,4.39,0.37,16.18,2024-03-29
S101942,67.01,4.3,1.24,19.43,2024/03/16 13:59:48
S101943,73.7%,1.6,6.03,0.0,2024/04/02 04:23:19
S101944,85.36,5.24,0.88,22.06,2024-03-28
S101945,54.83,5.9,2.63,0.0,2024-02-10
S101946,59.73,4.89,2.17,13.99,2024-05-09
S101947,56.27,5.29,6.13,11.13,06/04/2024
S101948,75.71,2.0,0.65,18.26,2024-02-05
S101949,66.56,4.47,0.79,16.26,2024-02-29
S101950,80.53,3.77,1.15,19.11,2024-04-27
S101951,84.49,2.3,2.99,23.72,2024-05-29
S101952,100%,4.17,0.45,7.97,2024-02-29
S101953,75.35,1.02,1.46,13.57,2024-03-31
S101954,88.06,4.13,2.66,9.08,2024/05/12 19:42:04
S101955,82.84,3.18,0.02,8.56,23/05/2024
S101956,61.95,2.76,0.02,28.53,2024-05-14
S101957,95.74,2.35,5.05,6.12,2024-03-19
S101958,86.42,2.1,0.58,9.25,2024-04-24
S101959,61.59,3.14,0.03,30.36,03/02/2024
S101960,84.65,1.38,0.44,14.11,23/04/2024
S101961,79.01,4.91,0.42,14.55,05-12-2024
S101962,74.48,3.46,5.5,17.8,2024-05-09
S101963,86.22,1.99,1.58,6.57,2024-02-29
S101964,53.54,0.0,5.25,8.55,2024-02-24
S101965,64%,3.69,0.27,10.68,04-10-2024
S101966,95%,2.26,1.14,22.3,2024-02-12
S101967,88.82,1.94,4.81,19.7,26/03/2024
S101968,82.83,3.22,0.7,10.59,2024-02-12
S101969,59%,2.72,0.26,14.07,19/03/2024
S101970,66.88,2.33,1.65,20.46,06/05/2024
S101971,75.41,2.14,3.82,0.0,2024-04-08
S101972,65.64,1.81,1.54,17.12,2024-04-30
S101973,84.35,3.32,0.43,20.31,30/01/2024
S101974,76%,3.2,0.58,8.57,2024-02-27
S101975,71.89,4.84,0.15,19.55,2024-01-19
S101976,89.71,1.35,0.24,15.11,2024-02-01
S101977,91%,0.24,0.52,27.67,2024/04/16 11:15:29
S101978,97.87,2.59,0.24,11.34,2024-05-03
S101979,83.0,1.49,0.53,19.14,2024-04-20
S101980,79.13,2.97,0.61,4.71,2024-02-11
S101981,73.12,2.91,7.74,15.53,2024-05-28
S101982,89.09,3.01,0.07,20.71,2024-05-18
S101983,58.28,0.11,3.77,11.32,03-09-2024
S101984,75.86,1.81,0.56,22.84,2024-01-17
S101985,67.78,1.9,0.28,21.44,2024-05-01
S101986,59.09,2.04,0.78,16.01,2024-04-04
S101987,65.28,2.97,6.15,13.1,2024-02-09
S101988,69.3%,5.21,2.61,0.0,2024-05-27
S101989,85.98,4.11,,10.46,03-10-2024
S101990,97%,2.63,2.62,22.71,2024-03-05
S101991,87%,0.86,7.93,13.09,02-26-2024
S101992,71.8%,4.78,1.06,18.16,2024-01-25
S101993,75.75,1.75,3.09,11.75,26/04/2024
S101994,68.5%,2.62,0.35,5.01,23/03/2024
S101995,68.26,2.45,1.49,20.24,2024-02-28
S101996,68.76,3.53,0.29,6.4,05/05/2024
S101997,82.53,5.26,1.58,13.16,01-17-2024
S101998,58%,1.77,0.52,17.55,2024-01-23
S101999,87.37,4.71,1.69,10.25,2024-03-13
S102000,100.0,4.38,4.92,25.99,01/02/2024
S102001,56.62,3.54,0.46,28.81,2024-03-18
S102002,75.19,4.81,,9.33,2024-02-17
S102003,76.54,3.91,0.8,9.61,2024-03-04
S102004,69.62,3.03,2.74,11.93,28/03/2024
S102005,79.42,0.83,0.83,23.07,06/03/2024
S102006,89.19,2.17,4.3,18.4,2024-04-26
S102007,76%,2.01,1.94,20.26,04-02-2024
S102008,81.72,4.13,4.06,24.21,2024-03-10
S102009,81.7%,3.73,0.65,8.66,06/04/2024
S102010,79.8%,1.37,0.58,18.52,2024-02-21
S102011,68.59,3.1,0.72,15.36,03/02/2024
S102012,51.23,5.1,0.02,18.01,2024-01-16
S102013,84.57,2.88,3.76,23.04,2024-05-27
S102014,93.62,2.94,2.79,13.94,25/02/2024
S102015,89.08,2.89,3.02,10.12,2024-04-12
S102016,82%,2.28,2.23,7.64,2024-01-29
S102017,80.84,1.88,0.41,27.28,2024-05-25
S102018,82.3,1.49,7.92,14.71,09/04/2024
S102019,76.58,1.86,0.66,5.43,25/05/2024
S102020,100.0,3.88,0.61,24.68,03-10-2024
S102021,62.15,3.83,0.78,3.03,04-28-2024
S102022,62%,4.38,0.45,4.15,13/03/2024
S102023,90%,1.9,0.39,12.79,2024-02-10
S102024,71.57,0.66,1.07,11.17,2024-01-27
S102025,67.7,3.83,0.59,17.18,2024-04-20
S102026,43.23,5.97,1.71,1.52,2024-03-04
S102027,94.53,2.47,,17.28,02-02-2024
S102028,86%,3.58,0.23,23.95,06/03/2024
S102029,78%,3.09,0.34,8.13,2024-03-21
S102030,0.6535,3.25,3.78,12.35,02-06-2024
S102031,82%,2.6,0.26,9.39,29/02/2024
S102032,74.58,2.47,5.37,17.24,02-05-2024
S102033,66.91,1.39,1.85,7.47,2024-05-08
S102034,79.18,1.69,2.86,6.59,2024-04-15
S102035,75.98,4.45,1.4,13.94,2024-04-19
S102036,70.83,2.57,2.09,17.36,2024-05-03
S102037,69.63,1.79,0.22,16.05,2024-03-12
S102038,63.52,3.23,3.25,11.92,2024-03-17
S102039,0.5255,1.27,1.8,19.68,01-11-2024
S102040,75.83,3.14,,16.61,2024-01-15
S102041,0.7475,3.92,0.6,6.82,2024-03-25
S102042,87%,4.05,0.35,0.0,04-12-2024
S102043,76.6%,3.41,0.07,18.65,09/05/2024
S102044,0.767,3.53,0.79,13.2,17/01/2024
S102045,99%,3.27,0.21,7.23,29/05/2024
S102046,77.24,4.33,0.42,26.38,2024-02-23
S102047,75.37,0.89,1.23,26.3,2024-02-04
S102048,68.64,1.51,0.06,23.91,2024-02-18
S102049,97.43,3.93,5.91,16.58,2024-02-24
S102050,75.36,0.41,1.15,0.0,18/02/2024
S102051,67.75,2.67,3.0,23.23,2024-05-27
S102052,69.8,3.67,2.05,8.56,2024-01-14
S102053,79.76,5.84,0.48,11.09,15/03/2024
S102054,80%,0.0,0.16,21.29,26/04/2024
S102055,96.03,2.39,2.91,29.22,2024-01-22
S102056,65.64,1.4,1.54,25.79,2024-01-29
S102057,75.7%,3.25,3.85,16.21,2024-01-28
S102058,77.8%,3.0,0.49,20.17,2024-05-13
S102059,81.34,4.92,2.78,7.26,2024-01-23
S102060,94%,3.68,0.2,3.64,2024-05-12
S102061,83.59,0.86,1.58,22.56,2024-03-01
S102062,86.56,4.71,1.25,17.26,2024-02-25
S102063,54.2,2.1,2.17,4.86,2024-05-16
S102064,59%,1.16,0.49,14.66,2024-04-17
S102065,83.15,4.5,2.59,19.32,05-12-2024
S102066,76.0,3.69,0.86,21.35,03/02/2024
S102067,89.81,1.14,0.36,19.4,2024-05-20
S102068,64.29,2.65,2.65,12.46,2024-02-05
S102069,97.5%,1.54,0.1,9.06,2024-03-03
S102070,97.6,2.32,0.95,15.82,2024-03-08
S102071,65.98,0.38,0.78,20.61,2024-05-20
S102072,74%,3.93,0.43,21.34,08/04/2024
S102073,96.0,1.93,0.32,26.06,25/04/2024
S102074,75.89,0.84,0.11,15.25,04-16-2024
S102075,92.62,0.65,0.08,7.23,13/03/2024
S102076,58.05,1.93,0.53,22.61,02-08-2024
S102077,75.1,2.32,0.6,15.58,2024/05/05 03:45:41
S102078,89.6%,1.15,1.43,6.02,2024/01/15 00:57:23
S102079,45.36,3.72,2.12,19.37,2024-01-28
S102080,61.81,2.83,0.31,24.88,2024-01-21
S102081,83.25,3.91,3.47,17.68,2024-01-27
S102082,84.5,0.11,0.25,24.97,2024/02/22 07:49:57
S102083,74.26,6.24,1.35,11.61,2024-01-24
S102084,93.77,4.07,1.04,9.91,2024-04-17
S102085,79.35,1.48,1.48,20.98,2024-05-25
S102086,0.8161,3.8,7.01,12.53,22/03/2024
S102087,84.67,2.32,1.15,23.44,02-26-2024
S102088,75.92,0.0,4.78,16.2,2024-03-23
S102089,0.7803,3.38,0.17,23.53,2024-02-22
S102090,89.57,4.14,1.68,19.42,21/02/2024
S102091,83.24,3.95,1.54,8.7,2024-04-23
S102092,96.2,3.72,2.66,1.06,2024-01-20
S102093,76.94,0.06,0.63,20.47,01-18-2024
S102094,66.72,1.32,0.9,18.96,04/03/2024
S102095,77%,3.71,1.3,7.87,2024-02-08
S102096,78.8,5.09,0.61,20.59,2024-02-11
S102097,78.74,1.35,1.04,24.73,2024-02-06
S102098,72.32,3.79,7.78,10.05,29/04/2024
S102099,70.58,1.05,1.4,1.47,2024-04-30
S102100,67.0%,2.74,1.45,21.79,2024-03-03
S102101,81.78,2.69,0.27,23.91,2024-05-25
S102102,79.73,4.39,0.95,9.86,2024-05-03
S102103,82.2,2.72,4.02,20.42,2024-04-21
S102104,62.66,1.92,0.65,17.32,30/03/2024
S102105,48.44,1.23,3.61,14.23,2024-02-29
S102106,0.6478,1.78,2.73,19.06,01-24-2024
S102107,54.66,0.79,0.12,11.49,12/03/2024
S102108,43.43,4.15,,7.29,2024-05-25
S102109,68%,3.71,0.12,17.84,2024-04-13
S102110,70.17,1.62,0.03,16.88,2024-04-03
S102111,65.19,0.0,0.37,0.0,22/02/2024
S102112,65.42,2.39,0.07,6.73,05/05/2024
S102113,65%,0.4,0.18,10.29,29/01/2024
S102114,94.3,5.0,0.35,18.67,2024-04-28
S102115,78.85,3.22,0.25,4.34,2024-05-23
S102116,69.5%,0.15,0.34,12.76,08/05/2024
S102117,54.1,1.61,4.15,28.56,10/01/2024
S102118,64.35,2.79,0.53,15.47,13/05/2024
S102119,47.0%,0.49,1.5,15.9,2024-04-06
S102120,71.85,2.27,0.12,14.57,2024/04/22 01:00:36
S102121,63.14,2.3,3.25,21.87,2024-03-30
S102122,60.19,5.19,0.64,15.29,2024-05-26
S102123,88%,1.66,4.12,13.46,2024-04-05
S102124,72.08,4.24,2.08,16.07,2024-05-01
S102125,72.43,3.38,0.35,24.28,12/02/2024
S102126,75.33,2.61,0.57,17.81,2024-03-11
S102127,74.51,2.12,,15.4,2024-02-26
S102128,81.4,4.87,2.37,23.24,2024-02-07
S102129,76.77,0.83,6.85,11.34,2024-05-14
S102130,82.98,1.36,0.27,0.0,05-28-2024
S102131,62%,2.95,4.98,18.13,18/04/2024
S102132,78.6%,6.03,0.4,18.05,2024-05-02
S102133,68.34,3.2,1.09,10.64,2024-02-28
S102134,85.44,4.55,1.58,13.12,02-05-2024
S102135,57.77,0.53,0.08,23.81,22/03/2024
S102136,98.46,3.82,4.74,18.18,12/04/2024
S102137,78.22,2.49,0.44,25.32,2024-04-01
S102138,0.7096,1.19,3.33,16.88,30/01/2024
S102139,79.23,1.65,3.99,13.92,2024-01-17
S102140,68.2%,6.55,5.03,19.95,2024-02-15
S102141,83.03,1.55,1.6,17.58,2024-02-05
S102142,56.77,3.04,0.62,18.07,03-08-2024
S102143,83.54,3.19,1.55,13.39,2024-02-13
S102144,0.8745,2.96,0.73,11.0,2024-04-06
S102145,59.3,3.28,1.04,11.26,2024-02-24
S102146,84.63,4.1,0.96,18.64,2024-05-29
S102147,51.38,3.65,1.47,19.55,14/01/2024
S102148,52.8%,1.88,4.09,0.0,2024-05-08
S102149,70.83,5.43,0.31,9.87,31/03/2024
S102150,100.0,2.57,1.18,3.87,18/02/2024
S102151,95.07,2.59,0.18,11.51,2024-01-18
S102152,91%,1.92,1.92,10.78,2024-01-19
S102153,71.76,5.53,,16.04,05-13-2024
S102154,65.78,2.33,1.79,16.3,2024-03-12
S102155,65.73,3.45,1.41,29.91,30/01/2024
S102156,62.27,1.99,1.23,17.61,04-23-2024
S102157,100.0,1.46,4.91,19.47,2024-02-08
S102158,64.79,2.23,4.5,5.05,2024-03-21
S102159,83.12,0.0,0.21,12.66,2024-04-26
S102160,83.17,3.14,0.2,7.42,2024-05-01
S102161,97.5,2.52,6.04,19.19,15/01/2024
S102162,100.0,2.12,0.13,15.36,2024-03-21
S102163,57.01,0.0,3.96,12.61,2024-05-24
S102164,81.72,3.55,0.61,21.7,2024-04-13
S102165,55.84,2.13,3.88,13.11,2024/04/12 05:10:31
S102166,57.37,2.67,0.85,24.34,28/02/2024
S102167,61.05,1.45,3.34,24.24,14/01/2024
S102168,91.83,6.17,,10.55,2024-03-26
S102169,83.75,1.12,2.96,22.79,2024-01-30
S102170,61.42,1.88,2.16,15.79,30/03/2024
S102171,81.11,1.72,0.34,12.24,2024-03-27
S102172,0.8248,2.81,0.25,17.76,2024-02-15
S102173,98.08,6.77,0.13,3.89,2024-05-03
S102174,59.92,1.94,2.69,11.23,2024-02-15
S102175,76%,0.0,1.17,17.92,2024-02-09
S102176,90.02,2.9,1.7,12.94,2024-05-04
S102177,59.64,4.27,2.81,22.55,2024-03-09
S102178,79.6%,0.94,0.38,12.21,10/05/2024
S102179,71.22,2.91,4.44,15.85,17/02/2024
S102180,78.49,2.62,1.88,14.16,03-13-2024
S102181,59.15,4.09,2.39,4.3,2024-04-10
S102182,77.67,3.28,0.49,17.75,2024-01-27
S102183,67.37,0.0,2.06,17.22,24/05/2024
S102184,66.2%,4.66,1.46,1.47,2024-04-24
S102185,74.31,4.84,3.12,0.0,2024-01-20
S102186,77.22,3.86,0.41,11.83,2024-02-19
S102187,62.18,2.63,,23.61,2024-05-24
S102188,82.91,3.98,2.5,34.03,28/05/2024
S102189,82.25,1.07,3.13,2.25,2024-01-18
S102190,59.06,2.75,0.43,26.38,04-26-2024
S102191,60.0%,2.21,0.64,23.13,03/05/2024
S102192,66.85,1.27,4.43,10.92,23/02/2024
S102193,79%,5.97,4.86,28.18,02-16-2024
S102194,65.69,0.0,1.43,18.27,2024-04-30
S102195,72.05,5.1,2.36,13.41,03/03/2024
S102196,62.78,2.57,1.04,2.54,2024-05-03
S102197,67.38,3.52,3.47,15.71,2024-04-29
S102198,60.12,3.66,0.23,15.29,03/03/2024
S102199,100.0,2.81,1.55,30.67,2024-03-07
S102200,92.69,3.67,3.27,8.38,08/05/2024
S102201,90.9%,3.1,0.81,8.8,2024-03-30
S102202,78.6%,3.63,2.2,11.43,2024/03/30 10:50:07
S102203,89.67,1.83,3.57,33.59,2024-04-29
S102204,67.33,1.4,0.75,6.95,2024-01-25
S102205,72.14,5.19,0.33,24.16,2024-01-18
S102206,82.48,2.79,0.83,4.1,12/05/2024
S102207,73.5%,2.33,1.14,18.02,04-02-2024
S102208,80%,0.76,2.87,15.69,2024-03-08
S102209,65.51,3.24,0.77,10.1,2024-04-24
S102210,83%,3.35,3.92,20.02,02-14-2024
S102211,76.36,5.51,1.82,9.4,2024/02/19 21:39:51
S102212,75.0%,3.87,1.97,3.69,2024-01-26
S102213,93%,0.0,0.73,12.82,2024-02-08
S102214,80.98,3.32,0.13,8.58,2024-02-22
S102215,83.7%,2.45,1.79,16.81,2024-03-14
S102216,86.7,2.6,1.43,13.0,2024-05-29
S102217,74.17,2.97,2.44,25.95,2024-03-14
S102218,0.4355,3.1,0.07,12.77,2024-01-19
S102219,79.8,0.54,1.6,16.93,2024-01-26
S102220,42.84,3.53,0.91,6.86,2024-02-25
S102221,71.71,3.37,0.64,12.01,2024-04-24
S102222,53.11,3.44,1.54,8.62,2024-01-24
S102223,80.12,3.05,0.06,23.29,2024-01-13
S102224,99%,1.68,2.26,9.7,2024-02-20
S102225,86.13,4.17,0.93,10.45,15/04/2024
S102226,0.7209,1.73,1.37,17.09,2024-01-27
S102227,77.91,2.86,0.9,10.0,11/02/2024
S102228,96.21,1.97,5.7,24.87,2024-01-17
S102229,74%,2.57,0.5,28.7,2024-05-06
S102230,100.0,4.46,,8.72,31/03/2024
S102231,83.46,3.11,1.55,20.92,2024-03-10
S102232,63.88,2.97,0.1,9.09,2024-03-12
S102233,82.5,4.26,0.86,12.5,2024-01-24
S102234,86.01,1.69,0.17,19.83,2024-03-28
S102235,80.59,3.26,4.38,15.98,2024-02-24
S102236,67.38,1.93,0.02,16.16,2024-04-27
S102237,60.69,4.41,1.84,22.69,02-05-2024
S102238,80.24,5.13,1.27,22.64,2024-04-11
S102239,93.6,0.93,0.22,15.36,2024-01-27
S102240,72.3,2.94,3.42,10.56,2024-02-24
