STUDENT_ID,resume_score,communication_skills,aptitude_score,mock_interview_score,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill
S101528,52.93,61.85,76.18,70.66,3,0,3,10.0,38.16
S101529,60.8,69.53,86.84,28.81,0,2,2,4.2,76.94
S101530,45.05,45.77,67.49,33.97,3,1,4,2.0,56.68
S101531,73.0,49.24,63.44,61.02,1,2,2,6.91,94.43
S101532,37.53,54.81,47.38,69.01,3,0,1,2.2,69.27
S101533,66.9,74.47,57.14,71.68,2,0,4,7.04,45.46
S101534,43.35,51.42,68.61,30.11,1,0,3,5.04,53.93
S101535,39.08,44.59,63.97,28.52,4,0,7,6.28,61.37
S101536,30.77,17.61,35.12,69.55,4,1,3,10.0,74.65
S101537,68.81,69.46,62.64,52.14,3,2,7,5.23,46.86
S101538,67.77,87.52,58.09,59.74,2,0,4,0.85,46.04
S101539,73.79,55.42,56.99,72.53,7,0,2,7.02,21.56
S101540,65.18,100.0,52.33,22.56,1,1,3,0.0,92.72
S101541,44.6,61.24,58.81,56.07,1,0,3,4.22,37.5
S101542,20.69,54.16,63.47,63.81,1,0,4,8.69,32.01
S101543,66.13,60.53,88.89,41.6,1,1,3,5.0,86.08
S101544,50.19,73.69,62.27,50.23,1,1,4,3.62,64.35
S101545,39.92,87.15,46.13,57.01,1,1,0,4.31,35.23
S101546,53.63,43.9,51.84,50.46,5,0,2,7.32,38.53
S101547,44.18,42.69,56.97,63.1,5,0,4,7.87,64.34
S101548,76.74,35.81,51.07,87.47,2,1,3,7.8,30.52
S101549,75.81,51.85,64.98,72.45,2,2,9,9.08,49.19
S101550,51.4,44.88,59.19,45.78,2,1,4,3.05,50.6
S101551,60.4,25.31,71.13,67.59,3,2,5,8.04,47.93
S101552,44.7,73.96,70.32,58.76,2,1,6,7.24,39.88
S101553,38.29,67.5,58.23,89.68,5,0,3,9.6,44.37
S101554,57.97,53.44,88.42,64.24,0,2,8,5.41,9.59
S101555,49.12,66.09,56.36,60.0,7,2,8,4.61,53.42
S101556,61.77,79.99,45.22,64.43,2,2,4,4.3,85.31
S101557,64.89,42.58,30.48,95.82,1,0,6,7.18,42.15
S101558,82.11,49.13,75.28,,2,1,4,0.9,34.34
S101559,70.74,67.18,46.4,54.52,1,0,3,3.51,77.93
S101560,65.44,42.45,51.57,41.02,2,0,4,8.26,74.98
S101561,46.51,79.8,17.34,36.22,2,0,3,4.8,54.29
S101562,37.4,33.93,73.72,40.27,1,2,5,3.35,20.38
S101563,40.0,66.01,64.97,44.01,3,0,7,9.39,51.2
S101564,59.93,58.0,12.45,34.58,8,0,3,9.2,42.52
S101565,53.57,69.43,62.37,65.93,3,0,4,8.07,44.93
S101566,48.89,37.14,66.95,29.75,1,1,2,7.51,50.3
S101567,53.59,5.69,39.33,61.71,3,3,2,6.68,41.57
S101568,56.98,56.81,56.82,57.41,4,2,3,4.01,61.91
S101569,78.04,77.74,54.34,58.72,1,2,8,5.68,43.31
S101570,,46.79,51.28,,1,1,4,7.81,36.4
S101571,30.91,65.78,74.32,46.84,1,0,2,6.63,80.13
S101572,60.73,59.25,47.2,63.47,4,2,0,3.06,77.78
S101573,57.28,84.23,51.4,56.1,4,0,1,6.73,73.25
S101574,2.56,64.37,65.61,59.22,3,0,2,4.66,42.18
S101575,53.27,55.69,60.58,69.35,5,2,4,7.7,34.36
S101576,61.08,74.82,54.19,70.77,4,0,7,2.07,63.52
S101577,54.1,4.35,48.51,35.54,4,0,1,5.91,64.25
S101578,32.56,58.17,54.9,51.52,2,1,6,3.92,87.17
S101579,21.57,50.91,28.07,30.46,5,1,3,4.34,55.97
S101580,61.97,58.68,24.4,79.14,2,0,2,7.56,51.9
S101581,53.58,50.62,82.18,60.76,2,0,3,8.14,76.05
S101582,89.9 ,54.33,77.31,45.65,1,0,3,6.93,30.01
S101583,55.51,65.94,78.47,14.66,5,2,4,9.12,53.4
S101584,69.74,49.55,57.95,64.75,1,1,1,2.82,77.52
S101585,51.72,42.12,58.18,41.17,2,1,3,2.91,54.53
S101586,85.93,72.9,62.61,64.37,3,2,4,6.39,28.67
S101587,39.97,58.02,56.39,65.5,6,0,3,6.72,55.74
S101588,78.72,62.23,55.15,44.68,2,1,4,8.25,56.73
S101589,,40.89,74.68,64.24,1,0,10,4.08,46.09
S101590,44.34,69.39,81.77,54.14,2,0,0,2.57,43.11
S101591,85.79,79.06,75.61,71.77,3,0,2,8.59,63.99
S101592,35.71,42.32,49.99,50.24,4,0,4,4.68,58.76
S101593,10.24,20.75,63.91,70.7,5,0,4,8.56,39.31
S101594,61.76,97.81,57.14,63.24,0,2,7,6.54,55.07
S101595,68.92,51.74,77.3,81.7,6,0,3,8.67,46.83
S101596,68.71,52.21,59.06,69.26,2,1,3,5.74,21.39
S101597,60.35,58.64,44.02,42.88,2,2,2,2.76,62.19
S101598,33.78,36.26,98.19,81.53,3,0,5,6.1,38.49
S101599,17.61,87.25,65.38,31.74,0,0,6,3.27,79.99
S101600,65.0,99.37,80.43,22.42,2,1,3,3.6,58.35
S101601,16.37,78.28,40.75,52.48,2,0,7,5.39,55.32
S101602,33.82,51.43,33.88,88.36,5,1,3,8.76,0.0
S101603,33.11,72.17,54.93,70.71,3,1,2,6.73,19.85
S101604,22.31,50.96,84.62,45.86,4,1,7,2.47,35.29
S101605,58.17,63.12,45.28,55.22,1,0,6,4.54,71.84
S101606,35.83,55.91,79.5,62.57,1,1,3,0.29,66.27
S101607,50.93,40.66,92.54,54.73,1,2,0,1.48,82.4
S101608,71.2,61.02,30.3,54.06,2,2,4,7.77,31.65
S101609,64.2,64.56,45.66,55.56,3,0,6,7.24,71.99
S101610,44.53,55.98,68.25,60.15,2,3,9,5.78,11.13
S101611,36.79,44.43,73.12,68.45,1,0,5,6.71,59.98
S101612,48.58,66.65,50.03,74.41,1,3,0,1.96,57.68
S101613,55.33,67.42,73.33,38.31,0,1,2,3.41,52.97
S101614,78.76,85.15,52.84,46.12,2,1,5,4.22,28.44
S101615,53.61,44.02,46.94,45.03,3,2,2,1.57,41.86
S101616,59.28,78.12,38.64,,2,1,3,9.71,59.15
S101617,42.84,47.56,49.36,13.05,4,1,2,4.97,47.98
S101618,53.4,63.68,64.99,76.59,1,0,6,7.56,33.51
S101619,76.69,77.04,60.09,71.07,1,1,5,8.8,24.71
S101620,54.94,15.12,62.88,64.43,1,0,4,10.0,56.52
S101621,53.67,60.93,59.38,39.34,3,0,6,3.25,80.02
S101622,37.5,70.78,67.1,,1,1,7,4.59,48.98
S101623,55.27,43.7,73.08,51.07,4,1,2,0.97,74.77
S101624,50.21,65.09,65.1,49.26,3,0,2,5.75,35.73
S101625,37.24,62.62,43.83,61.39,1,0,5,2.88,83.43
S101626,53.88,43.25,33.31,25.58,4,1,5,4.49,94.85
S101627,71.38,39.81,57.67,96.82,1,1,2,4.99,66.36
S101628,66.3,100.0,66.15,32.58,4,1,4,6.77,43.97
S101629,35.35,66.06,45.66,54.6,2,0,2,5.84,22.05
S101630,42.11,40.04,91.86,,3,0,6,8.73,44.0
S101631,41.61,55.84,53.02,38.82,1,1,3,3.71,36.55
S101632,59.38,81.8,57.45,71.5,2,0,2,2.8,28.51
S101633,54.98,65.52,62.89,45.9,1,2,4,5.57,58.94
S101634,38.57,67.29,67.03,65.02,3,3,2,6.14,69.28
S101635,87.06,43.42,33.28,42.11,0,0,4,5.85,49.6
S101636,59.97,79.46,40.39,40.79,3,1,5,8.01,54.26
S101637,81.22,72.98,62.67,73.54,5,1,5,0.0,86.54
S101638,52.13,68.61,72.84,43.42,4,3,3,7.02,50.5
S101639,60.22,76.35,48.89,93.15,1,2,2,4.26,41.65
S101640,58.8,77.59,66.92,35.66,2,0,2,6.35,67.8
S101641,61.09,54.55,57.32,55.82,3,2,4,3.27,77.58
S101642,63.86,64.92,62.22,62.43,4,0,7,4.88,54.89
S101643,38.16,47.49,74.12,86.06,2,1,4,7.62,82.23
S101644,56.15,57.81,74.29,46.74,0,1,9,6.42,32.82
S101645,54.14,42.04,32.18,42.83,3,0,3,6.86,71.54
S101646,77.93,44.73,59.7,84.71,1,0,5,5.78,44.46
S101647,41.12,94.01,72.15,72.98,0,2,3,6.61,73.15
S101648,81.3,48.91,89.59,60.54,5,2,1,7.55,53.69
S101649,47.85,73.61,51.88,19.57,1,1,5,6.56,52.46
S101650,42.74,84.09,69.9,48.8,4,0,2,1.45,40.06
S101651,68.44,48.45,31.29,61.91,0,1,5,6.11,60.57
S101652,35.21,50.88,53.32,50.59,4,2,5,4.77,33.05
S101653,44.86,54.09,49.64,57.73,1,0,1,5.28,38.66
S101654,49.15,59.21,64.76,57.87,0,0,9,8.86,32.25
S101655,82.86,41.4,17.32,52.87,3,1,5,6.47,33.21
S101656,81.57,61.55,57.59,48.49,0,1,6,8.38,39.51
S101657,57.43,84.72,41.42,58.67,1,0,5,3.69,42.74
S101658,93.16,79.32,87.73,55.88,1,1,6,6.92,54.99
S101659,55.07,78.07,67.45,38.79,1,1,5,6.66,8.81
S101660,57.6,73.65,63.3,30.0,2,0,8,3.47,53.07
S101661,45.07,76.59,56.27,28.67,2,1,5,5.31,73.11
S101662,65.35,54.23,81.31,46.56,1,1,10,3.77,40.09
S101663,60.15,63.1,86.4,44.1,4,0,6,3.62,31.6
S101664,65.41,84.96,69.39,73.57,0,0,8,6.2,69.49
S101665,55.09,53.85,30.51,37.73,3,0,1,3.61,53.99
S101666,27.63,66.84,33.25,72.51,4,1,5,8.89,66.68
S101667,46.07,81.15,34.08,50.16,2,1,1,5.62,47.83
S101668,76.71,75.41,74.59,84.31,0,0,7,8.83,28.38
S101669,32.21,72.49,72.8,65.52,3,0,5,7.05,65.39
S101670,,50.77,54.85,81.55,2,0,5,6.18,47.09
S101671,68.09,53.83,43.67,76.77,3,1,4,4.37,100.0
S101672,47.54,71.72,69.72,59.06,6,1,2,4.89,54.84
S101673,59.07,54.08,25.22,68.58,3,2,5,8.23,32.29
S101674,34.55,66.42,77.48,62.2,3,0,2,5.36,85.59
S101675,37.23,57.63,64.16,51.49,5,1,5,4.03,33.78
S101676,67.62,52.38,65.22,65.63,3,0,5,7.01,58.96
S101677,52.54,65.17,45.91,60.89,2,0,7,3.64,53.85
S101678,77.1,73.39,70.73,61.12,3,0,6,5.13,36.98
S101679,63.1,57.85,84.49,56.95,1,0,3,4.17,50.37
S101680,68.73,82.6,60.9,47.2,5,1,3,7.12,53.44
S101681,81.89,43.77,84.85,56.02,4,0,4,2.01,34.87
S101682,50.15,61.37,52.14,48.93,8,1,5,9.75,34.94
S101683,44.72,70.48,36.5,43.66,0,0,3,3.75,70.44
S101684,54.34,58.17,54.16,23.14,0,2,3,4.88,79.65
S101685,9.69,43.97,52.2,66.98,3,0,2,2.84,49.33
S101686,76.41,61.63,58.8,60.55,6,2,6,7.08,70.63
S101687,27.03,65.04,61.16,61.74,1,1,4,8.0,54.01
S101688,48.48,81.29,52.49,46.7,2,1,4,4.29,33.05
S101689,39.27,75.08,51.17,,2,2,9,3.22,30.98
S101690,22.83,55.5,49.51,32.07,5,2,1,1.15,33.75
S101691,17.29,44.78,49.45,66.25,1,2,1,5.99,59.11
S101692,97.21,46.93,80.39,79.33,1,0,4,6.51,2.8
S101693,51.06,29.9,61.29,79.56,3,2,4,0.76,62.22
S101694,10.15,100.0,53.18,47.47,1,0,6,10.0,56.65
S101695,33.74,42.66,73.85,41.39,3,0,2,5.11,59.14
S101696,52.49,55.18,26.69,36.1,3,1,3,5.44,17.92
S101697,51.71,44.19,56.58,61.32,5,1,3,7.28,48.28
S101698,67.17,63.39,58.49,32.72,1,0,3,1.75,44.15
S101699,27.08,24.22,30.24,36.72,3,2,5,5.85,29.7
S101700,51.06,1.18,36.27,30.59,5,3,5,7.59,47.89
S101701,73.05,66.41,39.34,44.79,4,0,3,6.14,21.83
S101702,44.21,41.27,33.33,58.28,5,1,4,7.64,39.26
S101703,21.75,61.18,62.13,63.81,1,0,1,9.83,20.69
S101704,81.19,51.29,88.23,40.95,4,0,2,5.38,61.83
S101705,85.1,74.86,63.78,74.13,3,2,3,1.92,45.76
S101706,85.93,64.85,41.35,27.96,2,0,2,3.0,22.67
S101707,28.2,48.8,54.4,67.68,1,0,2,5.89,30.47
S101708,69.22,49.86,21.86,87.2,7,1,2,7.7,47.34
S101709,63.63,100.0,59.27,69.61,2,1,5,0.42,24.19
S101710,45.34,58.37,36.03,73.77,4,1,5,7.62,51.3
S101711,37.14,52.54,59.89,34.52,4,1,6,3.62,47.76
S101712,42.46,62.39,54.97,66.81,3,1,5,2.8,28.86
S101713,55.62,62.84,47.9,48.46,3,0,4,5.02,48.63
S101714,41.25,87.62,77.55,54.12,1,0,4,3.53,64.15
S101715,53.57,97.3,41.97,62.79,3,2,3,8.42,59.74
S101716,60.05,56.29,69.08,43.35,2,0,3,3.08,69.71
S101717,67.62,50.73,38.76,33.36,3,0,4,7.75,29.69
S101718,,54.33,73.04,53.77,7,1,5,7.94,55.99
S101719,93.62,68.93,60.34,58.43,6,0,2,1.5,82.69
S101720,91.02,56.78,63.11,28.41,5,2,4,3.79,39.11
S101721,,52.38,71.8,64.15,3,0,7,8.83,65.21
S101722,46.06,73.37,69.86,42.71,4,1,7,8.33,64.66
S101723,51.79,61.95,49.94,39.29,7,1,4,3.93,34.88
S101724,44.8,53.29,59.67,75.55,2,1,5,1.76,50.68
S101725,83.32,100.0,71.18,60.36,3,0,4,4.39,34.58
S101726,80.62,47.06,45.4,50.53,2,0,4,4.17,66.12
S101727,42.99,63.38,75.87,54.48,1,0,4,7.81,35.14
S101728,82.41,70.14,54.85,42.11,1,1,1,5.84,60.06
S101729,43.89,59.01,75.5,40.99,1,1,5,0.84,27.03
S101730,71.37,36.14,32.69,72.4,6,2,6,4.14,75.34
S101731,54.92,56.7,52.42,71.81,2,0,3,3.78,42.83
S101732,54.43,67.8,43.94,27.31,2,1,2,4.95,60.01
S101733,75.17,63.0,46.57,93.78,5,1,3,10.0,51.03
S101734,68.68,57.99,63.34,43.57,1,0,5,1.23,55.43
S101735,81.62,51.02,97.13,78.17,3,1,6,6.75,51.95
S101736,59.82,60.89,56.47,92.48,4,0,4,4.25,55.72
S101737,40.92,75.82,63.31,72.36,2,1,1,7.54,53.25
S101738,52.5 ,79.04,66.54,66.84,3,1,3,4.35,58.13
S101739,52.33,28.45,59.95,57.93,2,1,1,7.68,46.64
S101740,57.32,66.22,47.94,85.29,6,0,7,6.13,15.69
S101741,68.15,43.58,64.85,57.94,2,1,4,8.86,43.7
S101742,54.7,73.79,50.0,61.74,3,0,10,5.5,44.83
S101743,58.02,49.04,80.36,30.66,7,0,1,8.54,78.85
S101744,57.07,86.16,53.65,40.14,0,0,5,6.85,64.86
S101745,6.12,52.78,62.22,55.88,1,1,4,6.95,42.12
S101746,63.49,34.17,62.85,34.57,3,0,6,3.17,21.39
S101747,,48.8,65.1,69.82,3,1,3,6.91,61.09
S101748,38.05,78.51,65.04,53.0,1,1,2,6.87,22.7
S101749,15.06,26.33,39.27,48.38,5,0,3,0.65,41.0
S101750,27.05,67.64,63.29,57.59,2,1,3,6.68,72.02
S101751,64.87,89.19,28.71,74.79,2,1,2,4.93,36.93
S101752,50.98,42.55,59.48,51.82,3,3,4,1.37,66.16
S101753,28.34,67.31,73.67,75.07,4,1,5,3.51,55.27
S101754,15.56,35.31,66.3,63.39,5,3,2,9.11,43.64
S101755,,57.8,19.76,,5,1,5,4.28,63.67
S101756,58.73,42.82,51.89,30.04,7,2,3,3.49,29.31
S101757,15.83,76.61,60.67,48.98,5,0,4,3.42,26.71
S101758,30.76,27.88,64.41,53.16,2,2,4,7.87,27.22
S101759,83.28,63.22,41.03,34.62,2,1,4,4.26,39.8
S101760,67.69,49.48,52.4,,5,1,5,6.98,25.5
S101761,90.23,64.76,57.58,99.4,1,1,3,3.71,31.0
S101762,34.21,85.66,85.81,46.03,3,1,4,6.52,49.28
S101763,54.16,98.89,71.73,59.5,6,1,4,7.18,19.88
S101764,64.79,92.76,47.11,43.79,3,1,5,6.97,53.19
S101765,55.62,78.07,42.34,46.49,3,2,4,3.54,50.32
S101766,,62.58,60.11,38.05,4,0,5,7.98,80.62
S101767,47.41,60.61,48.19,37.31,1,1,4,6.88,15.92
S101768,28.59,63.64,79.02,37.79,0,1,5,1.38,51.25
S101769,58.79,48.78,62.9,28.41,4,0,3,3.77,73.4
S101770,45.63,69.69,46.22,40.16,1,2,4,8.43,51.78
S101771,51.84,55.58,69.57,48.12,2,1,2,7.46,49.16
S101772,38.09,25.92,56.39,42.47,4,2,2,8.37,5.64
S101773,62.75,55.05,100.0,30.46,0,0,4,5.56,57.23
S101774,57.74,71.76,47.96,34.62,2,2,5,6.68,17.72
S101775,50.09,21.88,48.54,51.23,4,1,4,0.0,37.98
S101776,66.72,40.79,85.31,23.38,4,3,2,4.15,70.62
S101777,,28.32,78.86,47.02,3,1,5,5.1,66.64
S101778,29.01,53.66,100.0,34.01,1,1,4,7.07,51.9
S101779,59.26,67.81,87.62,67.9,3,0,5,3.13,23.51
S101780,,78.96,81.98,56.4,6,0,2,2.93,46.82
S101781,47.7,79.77,45.86,48.33,3,1,3,2.6,83.0
S101782,60.99,84.6,56.69,57.78,1,3,4,8.97,53.96
S101783,83.61,88.38,60.5,74.66,2,2,4,1.21,55.66
S101784,75.26,95.64,55.95,27.91,1,1,5,5.94,55.83
S101785,46.74,57.29,63.95,72.09,4,1,3,10.0,74.92
S101786,22.05,34.01,61.79,68.11,3,0,6,7.72,44.78
S101787,67.69,40.66,45.15,30.28,1,0,0,7.73,47.77
S101788,27.44,92.46,39.95,70.66,3,1,7,3.8,69.64
S101789,64.01,45.82,53.51,35.21,1,0,8,6.2,66.89
S101790,43.49,60.3,37.29,48.0,0,0,5,8.86,50.3
S101791,54.89,96.84,41.06,72.35,4,1,5,1.33,31.92
S101792,53.94,76.72,57.59,37.23,3,1,3,4.85,13.1
S101793,50.51,48.77,53.37,40.1,3,1,5,8.79,68.3
S101794,67.92,81.9,41.5,44.51,1,0,4,5.45,76.0
S101795,56.96,49.57,50.27,73.91,3,1,4,9.18,45.47
S101796,70.25,35.75,39.6,100.0,3,1,5,6.4,73.4
S101797,52.51,75.63,64.14,50.44,4,0,1,7.1,2.17
S101798,74.94,32.69,95.83,62.45,3,0,4,4.73,67.44
S101799,62.99,100.0,75.58,82.31,6,0,5,4.99,71.11
S101800,41.82,67.0,32.1,74.79,3,0,4,8.79,37.56
S101801,39.37,70.35,81.03,62.42,3,4,1,2.66,51.37
S101802,43.28,39.45,44.13,66.83,0,1,4,5.37,35.62
S101803,,70.36,56.58,15.56,2,0,1,4.04,35.48
S101804,56.31,65.95,71.75,33.32,3,2,7,5.39,21.31
S101805,62.09,58.6,35.16,55.34,5,1,6,9.27,28.22
S101806,48.53,54.2,47.7,58.7,5,1,8,3.58,77.35
S101807,79.33,72.3,74.29,46.38,2,2,3,9.41,12.22
S101808,77.87,60.22,87.38,63.22,2,0,3,4.78,44.22
S101809,59.26,54.05,80.3,68.26,4,0,4,2.91,28.4
S101810,77.23,51.47,69.2,48.63,2,0,4,3.24,76.47
S101811,59.44,80.48,60.02,67.26,0,0,3,5.6,38.67
S101812,59.32,90.59,73.36,23.81,3,0,5,5.6,62.5
S101813,54.33,76.63,73.13,31.76,2,0,4,4.11,35.54
S101814,26.29,73.81,61.87,46.08,2,0,5,4.29,24.68
S101815,74.18,73.42,100.0,67.65,4,0,3,6.55,20.45
S101816,77.01,51.06,46.12,94.34,2,0,3,5.12,41.68
S101817,57.09,70.91,91.68,23.63,2,1,2,10.0,31.34
S101818,54.82,71.76,59.54,50.78,2,0,4,3.84,35.74
S101819,40.52,31.12,48.86,77.16,3,1,4,10.0,64.95
S101820,72.61,48.09,45.94,50.06,4,1,7,4.81,55.51
S101821,,31.52,62.84,41.06,3,2,8,7.41,17.28
S101822,61.37,62.94,28.33,83.09,4,2,5,10.0,51.68
S101823,63.89,35.64,35.2,63.21,1,1,2,4.57,45.95
S101824,81.05,69.65,65.83,19.7,1,1,3,5.15,70.04
S101825,,36.04,92.1,44.01,2,0,8,7.71,46.02
S101826,32.55,56.19,28.25,43.68,2,1,3,8.72,96.27
S101827,75.81,73.22,23.55,57.57,2,1,6,5.77,72.06
S101828,37.58,43.59,82.33,50.86,2,0,6,6.66,78.09
S101829,54.87,51.62,70.63,73.13,2,1,7,9.75,46.23
S101830,89.57,57.2,59.4,78.05,2,1,3,8.65,89.19
S101831,51.07,42.96,37.19,53.27,1,1,3,5.75,57.23
S101832,42.14,47.17,82.15,71.68,2,1,2,4.67,40.73
S101833,57.17,65.47,58.34,55.91,0,2,2,4.44,69.66
S101834,63.81,38.71,88.08,39.59,2,2,6,4.69,60.07
S101835,44.66,49.71,49.31,40.42,1,0,3,5.97,26.92
S101836,52.31,86.3,52.23,71.57,5,0,4,3.33,27.84
S101837,91.13,51.91,71.02,68.93,1,0,3,5.27,76.14
S101838,66.47,76.29,33.62,88.25,3,2,4,1.49,43.95
S101839,78.2 ,64.48,50.74,63.85,2,1,7,7.03,65.82
S101840,62.23,81.3,51.98,37.76,3,3,6,10.0,47.14
S101841,48.77,92.63,65.98,43.82,2,0,1,4.46,73.76
S101842,5.25,71.8,74.43,51.27,4,0,2,6.67,55.49
S101843,63.14,81.78,63.78,47.43,2,0,6,0.0,49.91
S101844,57.36,76.51,54.72,70.04,1,0,6,2.07,45.5
S101845,93.27,59.08,54.08,71.34,3,0,5,6.94,66.43
S101846,59.63,67.09,57.35,51.0,3,1,4,2.47,73.63
S101847,45.32,42.44,77.02,59.08,1,0,6,6.58,73.25
S101848,40.67,70.19,56.89,42.23,0,1,6,2.1,32.04
S101849,67.91,48.77,55.1,35.56,3,2,2,0.6,62.16
S101850,23.07,79.83,67.64,73.43,2,0,3,6.86,47.97
S101851,67.04,24.97,82.6,45.07,3,2,1,3.94,50.35
S101852,39.45,70.03,42.62,49.51,2,2,3,3.97,57.27
S101853,74.71,73.62,48.23,72.93,2,0,3,6.74,46.43
S101854,91.28,73.3,56.7,87.67,1,2,4,6.39,32.22
S101855,28.74,41.43,51.88,13.4,4,1,5,5.65,52.99
S101856,89.22,67.69,55.65,67.12,7,0,2,4.69,64.41
S101857,38.62,48.45,53.0,69.23,3,0,6,4.97,47.51
S101858,34.23,67.5,62.38,59.13,1,0,2,7.24,51.18
S101859,41.8 ,50.85,61.22,60.82,1,1,2,4.83,61.0
S101860,54.09,21.79,48.3,86.58,1,0,5,4.52,19.82
S101861,46.99,64.08,39.9,55.71,0,0,5,4.77,35.82
S101862,49.27,57.66,59.81,60.27,3,0,7,6.97,27.01
S101863,41.56,41.27,74.01,55.96,3,1,3,6.95,10.72
S101864,93.61,73.76,55.65,50.23,5,1,5,0.0,41.22
S101865,61.34,65.11,36.24,40.66,5,2,3,8.59,55.6
S101866,77.23,48.95,49.74,32.53,4,2,8,8.16,66.05
S101867,30.92,61.63,52.72,68.18,2,1,6,7.38,54.23
S101868,62.92,48.55,59.78,43.97,2,0,5,5.48,75.45
S101869,28.5,60.56,55.05,58.93,2,1,5,7.77,56.7
S101870,65.11,57.73,76.19,36.69,3,1,5,7.11,100.0
S101871,49.47,41.43,50.85,35.73,3,2,5,4.57,40.34
S101872,72.12,46.44,39.29,46.13,3,1,1,4.46,56.55
S101873,100.0 ,63.65,70.93,57.77,2,1,6,6.38,46.11
S101874,48.21,53.95,40.93,53.73,3,0,3,6.66,79.58
S101875,54.73,59.05,39.64,47.28,3,1,5,1.46,44.06
S101876,100.0,54.29,34.71,51.56,3,0,4,6.46,66.91
S101877,86.85,41.78,38.51,46.3,2,1,7,7.89,30.17
S101878,40.93,79.03,40.16,30.21,3,2,5,3.32,41.2
S101879,40.8,64.59,39.2,55.06,5,1,3,3.02,27.76
S101880,36.64,83.92,52.0,57.15,4,1,5,3.38,81.01
S101881,69.5,39.51,48.53,46.51,2,1,5,1.99,58.93
S101882,65.81,36.13,59.07,71.55,2,1,4,3.51,40.6
S101883,74.3,50.03,63.18,65.18,5,0,5,4.18,56.27
S101884,53.98,41.78,50.68,75.21,5,0,2,3.98,75.24
S101885,41.89,84.74,20.28,39.24,1,1,4,6.07,58.97
S101886,57.38,50.93,72.3,45.99,6,0,4,7.68,70.48
S101887,53.07,70.51,53.82,71.95,3,0,2,3.36,50.62
S101888,69.56,76.42,61.36,18.68,1,1,1,3.74,51.04
S101889,63.77,32.29,83.79,25.44,1,1,6,4.16,50.43
S101890,49.37,79.63,52.43,74.08,4,0,2,4.23,42.83
S101891,48.1,41.26,32.8,50.03,1,1,8,6.6,63.63
S101892,52.61,40.3,59.99,100.0,2,0,5,4.17,28.53
S101893,97.13,67.64,27.59,75.79,1,0,5,7.95,52.79
S101894,34.36,63.94,51.85,79.79,3,4,1,0.11,38.95
S101895,59.71,71.04,48.7,66.14,2,0,2,3.39,23.73
S101896,48.64,53.16,55.09,47.58,1,4,3,5.13,66.32
S101897,59.41,73.11,66.78,28.73,6,1,1,4.74,47.07
S101898,50.66,48.36,54.08,80.74,2,0,3,10.0,35.34
S101899,75.15,81.68,86.48,25.24,5,0,4,4.34,88.02
S101900,24.94,95.51,58.53,46.86,3,1,3,7.4,19.86
S101901,60.19,88.66,57.88,40.61,2,0,2,7.4,41.54
S101902,45.03,65.19,69.77,35.64,2,0,3,9.01,74.33
S101903,63.22,61.86,66.75,30.0,0,1,3,3.71,6.97
S101904,21.34,98.31,45.89,69.16,3,0,9,5.54,64.92
S101905,78.38,27.12,90.51,82.67,0,0,5,0.89,40.31
S101906,86.02,97.65,81.73,54.02,1,0,5,5.67,46.01
S101907,45.96,45.2,66.63,15.53,2,2,5,5.21,55.04
S101908,76.25,77.64,70.75,79.78,3,0,6,6.01,66.91
S101909,37.08,66.94,65.32,53.95,3,1,3,5.11,57.81
S101910,58.11,76.56,40.42,68.61,4,1,8,3.88,3.16
S101911,37.85,53.39,47.87,37.5,3,2,4,7.65,15.01
S101912,43.73,69.7,47.01,58.76,2,1,7,7.19,44.86
S101913,85.05,69.63,53.05,37.69,3,1,4,4.12,35.45
S101914,63.06,68.15,58.25,65.63,3,1,4,3.83,58.75
S101915,19.37,85.0,89.86,62.25,1,0,2,7.06,31.26
S101916,73.61,59.32,58.61,43.29,3,1,3,2.56,40.07
S101917,57.25,62.56,34.4,97.14,4,0,4,5.7,70.84
S101918,66.54,97.48,55.71,55.5,4,1,1,7.59,85.05
S101919,68.96,41.08,61.91,37.75,3,0,4,7.69,100.0
S101920,73.09,70.68,48.48,71.87,1,0,2,4.97,55.67
S101921,27.71,39.67,41.57,95.19,3,0,3,5.0,45.86
S101922,,42.09,73.38,43.88,3,0,3,4.68,71.36
S101923,33.75,100.0,58.33,57.35,2,0,3,3.07,25.99
S101924,69.34,70.18,68.27,72.27,4,0,5,4.32,94.44
S101925,,40.5,69.9,49.68,2,2,4,4.24,41.19
S101926,82.0,70.09,35.14,70.49,5,2,5,9.04,42.02
S101927,32.68,49.81,47.55,61.98,3,0,3,4.26,57.52
S101928,40.17,44.12,74.26,61.07,1,1,7,5.84,30.63
S101929,58.19,84.83,71.97,45.21,2,1,2,8.59,21.0
S101930,48.93,92.82,88.01,55.59,4,3,4,10.0,66.86
S101931,26.98,36.32,56.77,49.17,1,1,4,1.12,56.81
S101932,,84.27,65.01,61.43,4,1,4,7.43,66.69
S101933,50.16,55.65,48.15,39.44,1,0,6,9.99,60.56
S101934,33.24,42.37,51.53,50.21,2,0,5,5.33,26.44
S101935,23.12,53.3,28.02,42.31,5,1,2,6.85,69.67
S101936,53.95,81.32,73.16,59.81,2,0,6,8.18,20.32
S101937,69.15,84.3,34.26,73.36,1,0,4,10.0,52.49
S101938,53.55,53.0,30.58,47.49,1,0,1,3.12,22.58
