roll_number,hackathons_participated,preferred_domain,career_goal,submitted_at
S101755,1,AI/ML,Higher Studies,2023-11-02
S101756,0,Core Engineering,Job,2024-04-07
S101757,2,Product/Management,Higher Studies,06/11/2023
S101758,0,Cybersecurity,Job,2024/01/18 22:33:57
S101759,3,Core Engineering,Job,2024-02-01
S101760,0,Cybersecurity,Higher Studies,12/03/2024
S101761,1,Product/Management,Job,05/03/2024
S101762,2,Data Science,Higher Studies,20/01/2024
S101763,3,Data Science,Higher Studies,2023-11-09
S101764,1,Web Development,Job,02-23-2024
S101765,1,Web Development,Job,2023-12-17
S101766,0,Core Engineering,Job,2023-12-20
S101767,1,AI/ML,Job,2023-11-04
S101768,0,Web Development,Job,2024-03-18
S101769,4,AI/ML,Startup/Entrepreneurship,09/01/2024
S101770,0,Cybersecurity,Higher Studies,2023-12-29
S101771,1,AI/ML,Job,2023-12-14
S101772,2,Web Development,Job,2023-11-19
S101773,0,AI/ML,Job,2023-12-20
S101774,2,Cybersecurity,Job,2023-11-06
S101775,0,Web Development,Job,20/02/2024
S101776,2,AI/ML,Higher Studies,2024-03-05
S101777,1,Data Science,Job,11/02/2024
S101778,3,Core Engineering,Higher Studies,15/02/2024
S101779,2,Web Development,Job,28/03/2024
S101780,0,Cybersecurity,Higher Studies,2023-11-28
S101781,0,Cybersecurity,Higher Studies,2024-03-03
S101782,1,Cybersecurity,Startup/Entrepreneurship,2024-03-22
S101783,1,Cybersecurity,Higher Studies,2023-12-03
S101784,2,Web Development,,25/02/2024
S101785,0,Product/Management,Job,2024-01-01
S101786,3,Web Development,Job,02-01-2024
S101787,0,Core Engineering,Job,2024-02-06
S101788,2,Web Development,Higher Studies,2023-12-12
S101789,0,Product/Management,Higher Studies,02-19-2024
S101790,0,Core Engineering,Higher Studies,2024-03-16
S101791,2,Web Development,Job,2023-12-29
S101792,1,AI/ML,Startup/Entrepreneurship,2023-12-18
S101793,1,Data Science,Higher Studies,2023-11-05
S101794,0,AI/ML,Higher Studies,2024-02-25
S101795,1,AI/ML,Job,12-04-2023
S101796,0,Core Engineering,Job,12-30-2023
S101797,0,AI/ML,Higher Studies,2023-11-13
S101798,0,Core Engineering,Job,11-08-2023
S101799,1,Product/Management,Job,2024-01-11
S101800,0,Web Development,Job,2024-01-23
S101801,2,Web Development,Job,2024-04-08
S101802,0,,Higher Studies,10/03/2024
S101803,3,Data Science,Job,2023-12-09
S101804,2,Cybersecurity,Job,2024-01-15
S101805,2,,Job,2023-11-03
S101806,1,Product/Management,Job,2023-11-20
S101807,0,Product/Management,Job,2023-11-09
S101808,2,Web Development,Job,2023-11-16
S101809,0,Core Engineering,Higher Studies,2024-01-24
S101810,1,Core Engineering,Startup/Entrepreneurship,02-07-2024
S101811,1,Cybersecurity,Higher Studies,22/02/2024
S101812,0,Web Development,Job,2024-02-09
S101813,0,Web Development,Higher Studies,03-05-2024
S101814,1,Product/Management,Higher Studies,01/03/2024
S101815,0,Web Development,Job,2023/11/07 18:26:45
S101816,3,Core Engineering,Job,2024-01-15
S101817,0,Core Engineering,Job,25/02/2024
S101818,0,AI/ML,Higher Studies,02-06-2024
S101819,1,Data Science,Job,2024-03-18
S101820,0,Data Science,HIGHER STUDIES,16/11/2023
S101821,1,Web Development,Job,11/04/2024
S101822,4,Data Science,Job,2023-12-02
S101823,0,Cybersecurity,Job,2023-11-29
S101824,3,Core Engineering,Higher Studies,2024-04-06
S101825,2,AI/ML,Job,2024-03-08
S101826,1,Web Development,Job,04/11/2023
S101827,2,Product/Management,Higher Studies,2023-11-05
S101828,1,AI/ML,Job,2023-12-16
S101829,1,AI/ML,Job,2024-03-01
S101830,1,Cybersecurity,Job,2024-03-14
S101831,1,Product/Management,Job,2024-04-11
S101832,0,AI/ML,Job,2024-03-16
S101833,2,Data Science,Job,14/03/2024
S101834,1,Data Science,Higher Studies,2023-11-16
S101835,3,Core Engineering,Higher Studies,03/03/2024
S101836,1,Data Science,Job,07/01/2024
S101837,3,Core Engineering,Job,2023-12-13
S101838,0,Core Engineering,Higher Studies,2023-11-01
S101839,0,,Job,2023-12-09
S101840,0,AI/ML,Higher Studies,2023-11-04
S101841,0,Cybersecurity,Job,03/03/2024
S101842,1,AI/ML,Startup/Entrepreneurship,2023/12/22 18:03:43
S101843,2,Core Engineering,Higher Studies,11-05-2023
S101844,0,Core Engineering,Job,07/12/2023
S101845,0,Cybersecurity,Higher Studies,11/04/2024
S101846,2,Core Engineering,Job,2024-01-06
S101847,1,Web Development,Job,2024-03-30
S101848,2,Web Development,Job,12-05-2023
S101849,0,Web Development,Job,23/03/2024
S101850,1,Data Science,Higher Studies,17/11/2023
S101851,2,Core Engineering,Job,2024-03-30
S101852,0,Product/Management,Job,04-01-2024
S101853,1,AI/ML,Higher Studies,2024-04-04
S101854,0,Data Science,Job,2023-11-03
S101855,1,Core Engineering,startup/entrepreneurship,2024-02-29
S101856,1,Cybersecurity,Job,13/02/2024
S101857,2,Web Development,Job,10/11/2023
S101858,0,AI/ML,Job,2024-03-22
S101859,3,Core Engineering,Job,06/11/2023
S101860,2,Cybersecurity,Startup/Entrepreneurship,2023-11-21
S101861,1,Data Science,Job,17/03/2024
S101862,0,Data Science,Job,28/12/2023
S101863,3,Web Development,Job,2023-12-08
S101864,1,Product/Management,Job,01/04/2024
S101865,0,AI/ML,Job,2023-12-05
S101866,2,Product/Management,Higher Studies,29/01/2024
S101867,1,Cybersecurity,Startup/Entrepreneurship,2023-12-27
S101868,2,Cybersecurity,Job,03-20-2024
S101869,2,Data Science,startup/entrepreneurship,01/04/2024
S101870,1,Data Science,Job,2024-03-14
S101871,2,Core Engineering,Job,2023-12-25
S101872,1,Data Science,Higher Studies,2024-01-29
S101873,5,Core Engineering,Higher Studies,2023-11-23
S101874,1,Data Science,Job,2023-11-16
S101875,3,Cybersecurity,Higher Studies,13/12/2023
S101876,0,Core Engineering,Job,12/01/2024
S101877,2,Cybersecurity,Higher Studies,24/01/2024
S101878,1,Web Development,Job,2023-11-02
S101879,3,Data Science,Higher Studies,2024-01-16
S101880,2,Data Science,Job,12-26-2023
S101881,1,AI/ML,higher studies,2023-11-02
S101882,2,AI/ML,Higher Studies,2024-01-26
S101883,2,Data Science,Job,30/01/2024
S101884,2,Product/Management,Job,2024-04-07
S101885,1,AI/ML,Job,2024-02-23
S101886,1,Product/Management,Higher Studies,04/11/2023
S101887,0,Core Engineering,Job,2023-11-23
S101888,0,Product/Management,Higher Studies,2024-02-06
S101889,2,Cybersecurity,Job,2024-03-07
S101890,1,Product/Management,Higher Studies,2023-11-27
S101891,0,Web Development,Job,12-26-2023
S101892,1,Product/Management,Job,17/03/2024
S101893,1,Core Engineering,,2023-12-09
S101894,1,AI/ML,Higher Studies,2023-11-01
S101895,0,Web Development,Higher Studies,2023-12-19
S101896,2,AI/ML,Higher Studies,2024-02-25
S101897,1,Web Development,Job,2024-03-01
S101898,1,Cybersecurity,Job,2023-12-14
S101899,3,Data Science,Job,2023-11-19
S101900,0,Core Engineering,Job,2024-01-14
S101901,0,Core Engineering,Higher Studies,2023-12-19
S101902,0,Data Science,Job,01-13-2024
S101903,1,Web Development,Job,18/11/2023
S101904,2,Product/Management,Job,17/03/2024
S101905,3,Web Development,Job,2024-03-23
S101906,0,Core Engineering,Job,2023-12-20
S101907,2,Cybersecurity,Job,12/12/2023
S101908,1,Product/Management,Higher Studies,2023-12-27
S101909,0,Core Engineering,Higher Studies,2024-04-02
S101910,1,AI/ML,Job,2024-02-15
S101911,2,AI/ML,Job,2024-03-23
S101912,1,Data Science,Job,2024-01-24
S101913,0,Web Development,Job,2023-12-12
S101914,2,Web Development,Job,2024-02-27
S101915,2,Web Development,Higher Studies,2023-12-05
S101916,0,Product/Management,Higher Studies,2024-04-14
S101917,1,Product/Management,Job,17/12/2023
S101918,4,,JOB,2023-12-25
S101919,3,Data Science,Higher Studies,2023-12-30
S101920,1,AI/ML,Higher Studies,2024-03-22
S101921,1,Core Engineering,Job,2024-03-29
S101922,2,Product/Management,Job,11/04/2024
S101923,2,Data Science,Job,2023-11-03
S101924,2,AI/ML,Job,05/02/2024
S101925,3,Data Science,Higher Studies,22/03/2024
S101926,0,Product/Management,Startup/Entrepreneurship,2024/04/09 10:48:48
S101927,1,Product/Management,Higher Studies,18/02/2024
S101928,2,Core Engineering,Job,2023-12-28
S101929,0,Product/Management,Higher Studies,2024-01-07
S101930,3,Web Development,Higher Studies,2024-04-10
S101931,1,AI/ML,Job,2023-11-04
S101932,0,Cybersecurity,Higher Studies,2024-02-05
S101933,1,Data Science,Job,2024-04-14
S101934,1,Product/Management,Job,19/12/2023
S101935,1,Cybersecurity,Job,2024-02-27
S101936,2,AI/ML,Job,11-18-2023
S101937,2,Data Science,Higher Studies,04-05-2024
S101938,2,Core Engineering,Higher Studies,2023-11-19
S101939,2,Product/Management,Higher Studies,2024-03-08
S101940,1,AI/ML,Job,2023-11-14
S101941,0,Cybersecurity,Job,2023-12-29
S101942,1,Web Development,Job,2024-04-09
S101943,2,AI/ML,Higher Studies,2023-12-31
S101944,1,Product/Management,Startup/Entrepreneurship,2024-04-01
S101945,1,Product/Management,Job,2024/01/12 03:51:35
S101946,0,AI/ML,Higher Studies,2024-03-25
S101947,1,Cybersecurity,Job,2024-03-03
S101948,2,,Job,2024-04-11
S101949,3,AI/ML,Higher Studies,2024-03-21
S101950,0,Cybersecurity,Startup/Entrepreneurship,2024-02-16
S101951,0,Data Science,Job,2024-03-26
S101952,0,AI/ML,Higher Studies,2023-12-31
S101953,0,Web Development,Job,27/11/2023
S101954,0,Web Development,Job,2023-12-28
S101955,0,Product/Management,Job,12-25-2023
S101956,3,Data Science,Job,15/11/2023
S101957,0,Core Engineering,Job,06/01/2024
S101958,1,Core Engineering,Higher Studies,2023-11-08
S101959,1,Cybersecurity,Job,2023-11-30
S101960,0,Data Science,Higher Studies,2024-01-09
S101961,2,Data Science,Job,2024-03-25
S101962,2,Data Science,Job,2024-03-20
S101963,1,AI/ML,Job,21/11/2023
S101964,5,AI/ML,Job,07/01/2024
S101965,4,Data Science,Job,2024-03-17
S101966,2,Web Development,Job,2024-03-03
S101967,0,Web Development,Higher Studies,2024-01-08
S101968,2,Data Science,job,2024-04-06
S101969,3,Cybersecurity,Job,2024-01-26
S101970,2,Core Engineering,Job,2024-02-13
S101971,3,Cybersecurity,Job,2024-02-17
S101972,4,AI/ML,Job,2024/01/07 07:06:00
S101973,4,AI/ML,Job,04/02/2024
S101974,2,AI/ML,Job,15/01/2024
S101975,0,AI/ML,Higher Studies,2023-11-18
S101976,2,Cybersecurity,Higher Studies,27/03/2024
S101977,2,Web Development,Job,2024-03-17
S101978,1,AI/ML,Higher Studies,14/01/2024
S101979,0,Web Development,Job,16/02/2024
S101980,2,Cybersecurity,Higher Studies,2024/02/19 09:52:00
S101981,1,Data Science,Job,2023-11-15
S101982,3,Cybersecurity,Job,2024-02-13
S101983,2,AI/ML,Higher Studies,2024-03-29
S101984,1,Core Engineering,Job,2023-12-01
S101985,2,Cybersecurity,Job,2024-04-12
S101986,0,Product/Management,Job,2024-01-10
S101987,1,Data Science,Job,18/02/2024
S101988,0,Core Engineering,Higher Studies,2023-12-02
S101989,0,Product/Management,Job,2023-12-12
S101990,2,Product/Management,Job,2023-12-10
S101991,0,Product/Management,Job,2024-04-03
S101992,3,Web Development,Job,2024-04-02
S101993,0,Data Science,Job,2024-02-23
S101994,1,Data Science,Startup/Entrepreneurship,2024-01-01
S101995,1,Product/Management,Job,2024-02-06
S101996,2,AI/ML,Job,2023-11-22
S101997,1,Product/Management,Higher Studies,23/12/2023
S101998,0,Product/Management,Job,11-19-2023
S101999,2,Core Engineering,Job,07/03/2024
S102000,0,Web Development,Higher Studies,2023-12-06
S102001,0,Web Development,Startup/Entrepreneurship,2024-03-28
S102002,4,Data Science,Startup/Entrepreneurship,2023-11-03
S102003,2,Cybersecurity,Job,03/04/2024
S102004,0,Data Science,Job,04-03-2024
S102005,1,Cybersecurity,Startup/Entrepreneurship,15/11/2023
S102006,0,Cybersecurity,Higher Studies,12/01/2024
S102007,2,Data Science,Higher Studies,2024-01-16
S102008,2,Web Development,Job,26/12/2023
S102009,0,Cybersecurity,Job,19/02/2024
S102010,1,Product/Management,Job,14/01/2024
S102011,0,Web Development,Startup/Entrepreneurship,16/12/2023
S102012,2,Data Science,Higher Studies,2024-03-20
S102013,1,Product/Management,Higher Studies,24/12/2023
S102014,0,Core Engineering,Job,25/02/2024
S102015,3,Web Development,Job,2024-01-14
S102016,0,,Higher Studies,03-12-2024
S102017,2,Data Science,,2023-11-27
S102018,2,Web Development,Higher Studies,2024-04-09
S102019,3,Core Engineering,Higher Studies,2023-11-29
S102020,1,AI/ML,Job,2024-04-13
S102021,1,Product/Management,Higher Studies,2023-11-27
S102022,0,Product/Management,Higher Studies,2024-01-06
S102023,2,Data Science,Startup/Entrepreneurship,2024/02/13 00:35:47
S102024,2,AI/ML,Higher Studies,2023-12-07
S102025,0,Core Engineering,,2024-01-08
S102026,1,Product/Management,Job,2024-02-12
S102027,2,AI/ML,Higher Studies,01-17-2024
S102028,1,Web Development,Job,15/11/2023
S102029,2,Data Science,Job,2023-12-04
S102030,0,Web Development,Higher Studies,2023-11-30
S102031,1,Core Engineering,Job,11-22-2023
S102032,4,Product/Management,Job,14/11/2023
S102033,0,Cybersecurity,Higher Studies,2024-03-10
S102034,0,Cybersecurity,Job,2024-01-05
S102035,0,Cybersecurity,Job,06/04/2024
S102036,0,Data Science,Job,2024-01-14
S102037,0,AI/ML,Job,11-02-2023
S102038,3,Cybersecurity,Job,2024-03-14
S102039,1,Product/Management,Startup/Entrepreneurship,2024-01-03
S102040,1,Core Engineering,Job,02-28-2024
S102041,1,Data Science,Job,2023-12-10
S102042,2,AI/ML,Job,2024/03/11 06:05:48
S102043,1,Product/Management,Higher Studies,2024-03-25
S102044,0,Web Development,Higher Studies,2024/01/18 11:15:13
S102045,0,AI/ML,Job,16/12/2023
S102046,3,Web Development,Higher Studies,2024-04-09
S102047,1,Data Science,Higher Studies,12-30-2023
S102048,2,AI/ML,Job,2024/02/07 07:53:07
S102049,1,Web Development,Job,2024-02-14
S102050,2,AI/ML,Higher Studies,2023-12-31
S102051,1,AI/ML,Job,27/11/2023
S102052,0,Core Engineering,Job,2024-03-13
S102053,1,Web Development,Higher Studies,04-04-2024
S102054,2,Web Development,Job,2023-11-01
S102055,1,Data Science,Startup/Entrepreneurship,2024-03-27
S102056,0,Core Engineering,Startup/Entrepreneurship,2023-12-28
S102057,2,Cybersecurity,Higher Studies,2024-01-11
S102058,1,Cybersecurity,Job,07/04/2024
S102059,1,Product/Management,Higher Studies,19/01/2024
S102060,1,AI/ML,Higher Studies,2023-11-17
S102061,1,Data Science,Job,20/03/2024
S102062,3,Product/Management,Startup/Entrepreneurship,2024/01/28 02:18:13
S102063,3,Web Development,Higher Studies,2023-11-13
S102064,0,Data Science,Job,2024-01-02
S102065,0,AI/ML,Job,2023-11-27
S102066,1,AI/ML,Startup/Entrepreneurship,2024-02-14
S102067,2,Web Development,Higher Studies,2023-11-13
S102068,1,Web Development,Job,12/03/2024
S102069,2,Core Engineering,Job,07/12/2023
S102070,2,AI/ML,Job,12-30-2023
S102071,3,Cybersecurity,Job,03-16-2024
S102072,1,Cybersecurity,Higher Studies,2024-02-17
S102073,3,Data Science,Job,2023-12-28
S102074,0,Core Engineering,Job,2023-11-18
S102075,1,Core Engineering,Job,2023-11-11
S102076,2,Product/Management,Higher Studies,2024-03-17
S102077,1,AI/ML,Job,23/02/2024
S102078,0,Data Science,Job,01-08-2024
S102079,5,Product/Management,Job,24/12/2023
S102080,1,Product/Management,Job,2023-11-14
S102081,2,Cybersecurity,Higher Studies,2024-01-30
S102082,3,Cybersecurity,Higher Studies,2024-01-19
S102083,1,Cybersecurity,Higher Studies,2024-04-05
S102084,0,Web Development,Job,08/11/2023
S102085,1,AI/ML,Job,2023-11-29
S102086,3,Data Science,Higher Studies,2023-11-24
S102087,1,AI/ML,Higher Studies,14/02/2024
S102088,2,Cybersecurity,Job,11-26-2023
S102089,0,Web Development,Job,2024-04-02
S102090,2,AI/ML,Higher Studies,2024-03-28
S102091,0,Web Development,Startup/Entrepreneurship,2023-11-05
S102092,2,Cybersecurity,Job,2024-03-31
S102093,1,,Higher Studies,2024-02-27
S102094,2,Data Science,Job,15/12/2023
S102095,0,AI/ML,Job,2024-03-11
S102096,1,AI/ML,Job,12-02-2023
S102097,0,Web Development,Higher Studies,02-22-2024
S102098,3,Cybersecurity,Job,2023-11-28
S102099,0,Core Engineering,Job,11-26-2023
S102100,4,Data Science,Job,02/04/2024
S102101,0,Data Science,Job,09/11/2023
S102102,2,AI/ML,Job,2024-02-04
S102103,2,Core Engineering,Higher Studies,02/03/2024
S102104,2,AI/ML,STARTUP/ENTREPRENEURSHIP,2024-02-14
S102105,3,Cybersecurity,Higher Studies,16/02/2024
S102106,1,AI/ML,Job,2024-02-06
S102107,0,Core Engineering,Higher Studies,2024-04-11
S102108,2,Data Science,Higher Studies,2024-02-15
S102109,0,Data Science,Job,02/02/2024
S102110,2,Data Science,Job,2024-01-10
S102111,0,Product/Management,Job,2024-03-16
S102112,0,AI/ML,Job,2023-12-11
S102113,0,Data Science,Job,2024-02-03
S102114,1,Data Science,Job,2024-02-26
S102115,2,Data Science,Job,2024-04-12
S102116,1,Web Development,Startup/Entrepreneurship,18/01/2024
S102117,1,Data Science,Job,27/12/2023
S102118,4,Product/Management,Job,2024-03-28
S102119,1,Product/Management,Job,11/12/2023
S102120,0,Web Development,Job,2024-01-23
S102121,3,Data Science,Job,08/12/2023
S102122,2,Cybersecurity,Job,2023-12-05
S102123,1,Data Science,Job,01/04/2024
S102124,0,Product/Management,Job,2024-01-03
S102125,2,Core Engineering,Job,2023-11-11
S102126,0,AI/ML,Job,2024-02-15
S102127,2,Data Science,Higher Studies,2023/11/27 11:07:36
S102128,0,Cybersecurity,Job,2023-12-09
S102129,0,Product/Management,,2024-03-11
S102130,2,Web Development,Startup/Entrepreneurship,12/11/2023
S102131,1,Core Engineering,Startup/Entrepreneurship,11/01/2024
S102132,3,Data Science,JOB,2024-01-17
S102133,2,AI/ML,Job,2024-03-14
S102134,1,AI/ML,Job,02/02/2024
S102135,2,Data Science,Startup/Entrepreneurship,2024-01-14
S102136,1,AI/ML,Higher Studies,2024-01-25
S102137,0,Data Science,Higher Studies,2024-04-04
S102138,2,AI/ML,Job,11/11/2023
S102139,2,AI/ML,Higher Studies,15/12/2023
S102140,2,Cybersecurity,Job,2023-12-11
S102141,2,Product/Management,Job,2024-03-17
S102142,0,Core Engineering,Higher Studies,11/12/2023
S102143,0,Web Development,Job,03/12/2023
S102144,2,Product/Management,Startup/Entrepreneurship,30/01/2024
S102145,0,Cybersecurity,Job,26/02/2024
S102146,2,Data Science,Job,2024-03-27
S102147,1,AI/ML,Job,25/11/2023
S102148,2,Data Science,Job,2023-12-24
S102149,2,Core Engineering,Higher Studies,17/11/2023
S102150,1,AI/ML,Higher Studies,2024-03-21
S102151,0,Product/Management,Job,2023-12-26
S102152,1,AI/ML,Job,2023-12-07
S102153,1,Data Science,Job,29/03/2024
S102154,0,Web Development,Job,08/02/2024
S102155,0,Product/Management,Higher Studies,2023-12-11
S102156,1,Core Engineering,Job,2024-01-03
S102157,0,AI/ML,Job,29/03/2024
S102158,1,Core Engineering,Job,2023-12-11
S102159,2,AI/ML,Job,2024-01-11
S102160,0,AI/ML,Higher Studies,2023-11-15
S102161,0,Data Science,Job,2024-03-07
S102162,1,Product/Management,Job,30/12/2023
S102163,1,Data Science,Higher Studies,2024-03-27
S102164,0,AI/ML,,12/04/2024
S102165,3,Data Science,Job,2024/01/08 01:20:53
S102166,2,AI/ML,Job,18/02/2024
S102167,3,Web Development,Job,12-02-2023
S102168,1,AI/ML,Higher Studies,28/02/2024
S102169,0,Web Development,Job,07/11/2023
S102170,1,Cybersecurity,Job,23/02/2024
S102171,1,Core Engineering,Higher Studies,2024-03-06
S102172,1,Core Engineering,Higher Studies,2024-03-28
S102173,1,AI/ML,,2024-01-19
S102174,0,AI/ML,Job,2024-03-03
S102175,1,Data Science,Job,2024-02-05
S102176,1,Cybersecurity,Job,2024-01-16
S102177,1,Cybersecurity,Job,2023-11-03
S102178,3,AI/ML,Job,23/03/2024
S102179,2,Web Development,Job,03-26-2024
S102180,0,Cybersecurity,Job,07/04/2024
S102181,0,Product/Management,Higher Studies,2023-12-10
S102182,1,Core Engineering,Job,2024-03-22
S102183,2,AI/ML,Higher Studies,21/03/2024
S102184,4,Data Science,Job,03-07-2024
S102185,0,,Job,2024-02-29
S102186,1,Product/Management,Higher Studies,11-09-2023
S102187,2,Cybersecurity,Higher Studies,12-06-2023
S102188,2,Product/Management,Higher Studies,04-07-2024
S102189,2,Web Development,Higher Studies,08/03/2024
S102190,3,AI/ML,Higher Studies,12-27-2023
S102191,0,Data Science,Job,2024-01-18
S102192,2,Product/Management,Job,2023-12-15
S102193,1,AI/ML,Higher Studies,2024-01-15
S102194,0,Web Development,Higher Studies,2023-12-27
S102195,0,AI/ML,Job,2024-02-11
S102196,1,Core Engineering,STARTUP/ENTREPRENEURSHIP,09/11/2023
S102197,0,Product/Management,Job,2023-11-10
S102198,0,Core Engineering,Job,2023-12-10
S102199,1,Data Science,Job,11/12/2023
S102200,2,Core Engineering,Higher Studies,2023-11-06
S102201,2,Web Development,Job,17/03/2024
S102202,1,Core Engineering,Higher Studies,2023-12-17
S102203,1,AI/ML,,2024-03-25
S102204,1,Cybersecurity,Job,2024-01-21
S102205,1,Product/Management,,03/11/2023
