student_id,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,study_hours_daily,self_learning_hours,motivation_level,adaptability_score,gym_frequency,family_income_lpa,resume_score,communication_skills,aptitude_score,mock_interview_score,hackathons_participated,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill,wellness_score,screen_to_study_ratio,backlog_history,attendance_percentage,cgpa,at_risk_flag
S201387,7.26,5.43,0.7,7.27,51.69,2.77,4.06,6.8,59.53,3,1.0,60.47,73.65,36.13,79.12,2,3,1,5,4.72,44.55,51.5,1.96,0,82.84,7.27,0
S201388,7.21,5.35,0.44,7.5,52.27,1.93,0.15,9.22,100.0,3,5.4,28.26,74.55,60.72,71.07,0,4,1,5,2.89,56.27,47.95,2.78,0,76.07,6.03,1
S201389,6.75,2.72,0.21,1.0,24.86,3.07,0.03,7.47,94.53,1,9.0,54.54,40.56,56.06,37.96,2,1,2,4,8.07,40.01,78.23,0.89,0,87.71,5.46,0
S201390,4.54,7.75,1.83,8.11,58.1,6.95,0.7,5.72,62.82,2,1.5,50.53,68.18,81.41,51.65,0,1,1,5,3.45,54.47,29.94,1.11,0,88.08,7.4,0
S201391,6.47,4.66,5.97,5.89,38.97,3.83,1.3,3.29,91.98,2,11.5,66.8,33.39,65.7,58.17,1,3,0,1,5.99,28.03,61.62,1.22,1,65.17,8.94,1
S201392,5.0,8.0,0.11,4.64,60.36,4.14,2.31,4.63,61.1,4,1.4,58.38,50.31,60.3,39.47,1,3,1,5,10.0,57.27,40.63,1.93,0,69.13,5.45,0
S201393,9.36,6.77,3.56,6.01,34.62,3.2,0.31,4.23,56.63,4,2.1,54.3,73.46,63.48,30.43,0,1,0,7,7.52,72.57,63.42,2.11,0,71.79,9.21,0
S201394,5.57,6.96,0.53,1.78,67.88,3.81,0.16,5.95,49.69,2,4.4,29.51,44.9,54.13,100.0,1,3,4,9,10.0,89.41,54.77,1.83,0,60.47,8.58,0
S201395,7.23,4.85,0.66,8.04,81.3,5.75,0.42,2.34,85.08,4,1.7,51.85,81.75,46.11,40.4,2,6,0,5,9.69,44.04,33.78,0.84,0,61.78,6.28,1
S201396,4.13,7.56,2.21,5.19,54.27,1.38,1.34,7.2,52.7,1,8.2,45.84,36.94,61.41,79.1,3,5,0,3,4.76,56.27,47.18,5.47,2,70.8,9.2,1
S201397,4.65,3.63,0.65,2.33,28.44,4.09,1.61,8.8,71.49,2,10.1,86.01,61.66,86.88,43.9,0,1,0,5,7.35,36.77,65.75,0.89,0,94.53,5.89,0
S201398,5.55,6.85,3.45,2.38,60.77,1.6,1.04,5.7,54.45,1,9.0,55.58,39.49,48.8,70.78,1,2,1,8,5.92,62.01,58.69,4.27,1,77.06,5.87,0
S201399,7.28,10.23,3.47,3.5,75.91,3.97,0.59,8.42,52.61,2,9.7,51.91,63.94,36.67,56.39,1,3,1,5,8.0,62.45,47.74,2.58,1,90.24,7.08,0
S201400,7.07,11.97,0.09,6.4,54.14,1.22,0.87,4.41,49.01,2,8.9,66.4,35.84,59.4,85.9,1,3,1,4,6.89,19.58,54.11,9.79,0,70.49,7.29,1
S201401,6.7,3.85,0.97,1.0,38.13,2.69,1.6,3.96,68.36,1,12.1,64.29,65.84,57.08,45.99,2,2,0,4,5.94,34.23,66.47,1.43,0,53.03,6.45,0
S201402,3.7,7.7,1.05,10.0,54.67,5.3,5.28,4.87,47.89,0,5.2,64.45,79.41,73.7,57.1,0,2,1,4,8.59,80.73,34.89,1.45,0,87.96,6.28,1
S201403,7.88,6.6,2.7,3.47,51.93,3.32,0.06,4.77,32.87,1,2.9,64.92,20.25,60.81,13.01,2,4,1,7,2.34,17.56,62.02,1.99,0,98.69,7.55,0
S201404,5.0,5.62,0.08,7.37,54.99,4.5,0.78,6.42,54.76,1,10.3,58.93,49.33,79.3,76.41,0,2,0,3,5.09,38.36,38.23,1.25,1,64.34,6.73,1
S201405,8.56,8.44,0.96,2.32,64.01,1.96,3.19,5.0,78.87,5,3.5,33.03,84.06,54.96,46.96,0,1,1,3,9.45,65.76,54.88,4.3,2,76.91,7.18,0
S201406,8.91,3.28,0.57,6.42,45.87,5.02,1.16,7.54,80.2,0,6.7,48.57,77.42,44.0,46.8,2,1,1,7,4.83,46.99,56.94,0.65,0,76.66,8.06,0
S201407,7.46,7.93,2.74,6.17,41.05,0.0,1.08,5.51,62.0,3,1.9,55.37,62.33,37.93,65.27,0,1,1,5,6.28,39.55,59.26,31.71,2,93.23,6.69,1
S201408,7.68,4.3,0.81,6.56,64.7,0.97,1.25,5.27,78.61,2,7.9,37.7,22.23,41.43,99.45,1,3,0,7,2.87,69.01,49.92,4.45,2,84.57,4.31,1
S201409,4.53,9.81,0.92,7.89,32.32,2.09,1.48,2.36,60.54,3,12.1,63.77,36.73,73.36,59.64,1,3,0,4,8.79,46.61,53.5,4.71,1,79.44,8.48,1
S201410,9.91,7.23,1.07,6.68,29.42,2.79,3.12,4.66,67.95,2,3.5,58.66,52.07,63.51,47.66,2,1,0,6,5.06,41.88,68.28,2.59,1,88.72,8.43,0
S201411,6.6,12.59,0.26,1.0,29.06,3.16,0.18,6.23,63.34,4,2.2,65.69,35.26,35.94,34.79,0,1,1,2,1.5,49.25,71.06,3.99,3,56.67,6.26,0
S201412,7.7,9.55,0.3,6.82,27.16,0.0,0.6,8.24,37.35,1,9.0,56.87,47.16,37.33,68.32,0,1,0,2,6.61,67.08,58.5,38.21,1,70.48,7.42,1
S201413,5.1,7.01,0.58,4.12,4.62,2.78,2.73,1.0,65.46,2,3.1,72.97,71.06,65.96,92.08,1,5,0,7,3.71,58.11,72.22,2.52,2,100.0,6.79,0
S201414,6.21,3.27,0.02,3.85,44.24,1.21,2.15,1.21,43.4,0,3.0,60.84,74.2,36.72,68.22,5,3,0,3,5.46,58.72,55.08,2.71,0,72.62,6.61,1
S201415,4.64,0.53,1.23,7.2,38.63,1.07,0.38,1.0,59.29,4,1.7,34.67,30.98,29.08,52.67,2,3,1,1,3.27,28.61,49.36,0.5,1,64.91,9.01,1
S201416,5.96,7.03,0.8,10.0,51.28,0.53,1.86,8.61,51.7,1,7.6,31.64,49.64,48.76,54.74,1,1,0,2,6.0,35.75,38.81,13.38,1,100.0,5.9,1
S201417,6.32,5.73,0.29,8.3,69.66,4.97,0.13,5.19,68.1,1,7.0,74.16,77.34,55.2,72.05,0,4,1,6,3.54,46.98,35.6,1.15,2,82.56,7.75,1
S201418,6.66,8.91,0.02,3.39,23.17,0.65,1.33,6.69,79.96,0,3.7,45.79,64.65,58.36,49.09,3,3,1,2,4.16,29.46,71.99,13.81,0,85.11,6.69,0
S201419,8.25,4.38,0.35,5.5,42.74,2.28,1.51,3.17,61.74,2,17.1,67.3,45.06,72.71,74.42,2,3,2,1,9.55,74.91,53.75,1.92,0,74.13,6.79,0
S201420,6.97,6.71,0.21,6.34,48.06,1.9,1.34,5.63,22.45,1,2.1,49.86,54.18,86.45,38.27,0,4,0,5,3.65,25.27,46.38,3.54,0,84.7,6.78,1
S201421,6.64,4.82,0.93,3.0,78.3,1.51,0.34,2.89,57.15,1,3.7,64.2,52.81,64.59,65.64,1,5,0,3,4.03,88.85,46.21,3.19,1,81.79,4.62,0
S201422,6.35,7.46,1.56,8.79,59.11,5.07,2.94,4.26,81.89,3,1.0,53.36,62.8,46.82,33.86,1,1,0,6,7.85,48.06,37.48,1.47,1,67.98,6.06,1
S201423,9.11,7.39,1.08,7.23,2.28,0.15,1.22,3.26,72.58,2,9.0,95.08,84.97,65.6,34.2,1,4,0,8,1.52,64.76,71.56,29.55,0,50.87,7.95,1
S201424,5.49,2.93,2.79,7.74,63.63,3.8,0.64,6.2,63.21,3,1.0,90.49,70.32,59.54,75.31,2,4,0,3,6.74,61.97,38.8,0.77,0,56.42,6.41,1
S201425,7.96,6.52,0.72,5.48,50.74,6.25,0.09,8.1,55.4,4,3.4,74.87,46.33,45.79,72.1,1,3,2,2,5.41,76.19,57.66,1.04,1,75.14,6.58,0
S201426,3.55,9.17,0.08,3.67,43.44,1.77,1.28,6.43,45.92,3,8.6,43.42,71.22,70.95,25.55,2,2,0,4,3.25,27.7,54.67,5.18,2,81.75,5.79,1
S201427,5.07,7.46,1.22,6.45,44.09,0.0,0.69,5.22,57.55,3,12.8,50.94,54.43,64.2,76.18,1,1,2,4,3.36,55.06,48.85,29.84,1,90.98,5.22,1
S201428,6.87,9.61,2.99,7.25,55.58,1.94,1.21,6.84,47.93,0,3.7,21.62,53.23,81.21,82.79,1,2,0,5,0.0,46.46,42.84,4.95,0,100.0,8.79,0
S201429,6.07,4.51,2.13,1.12,27.89,0.33,0.42,6.67,63.85,1,2.4,45.95,41.78,67.94,92.52,3,5,1,3,8.34,44.17,75.76,13.63,1,74.93,6.97,0
S201430,10.0,2.26,3.25,6.12,35.33,3.3,1.55,4.88,46.29,0,9.3,32.12,58.09,63.77,54.61,0,2,1,3,3.28,35.0,69.86,0.68,1,69.35,8.42,0
S201431,9.91,4.57,2.65,4.49,57.0,4.99,0.76,6.35,79.57,5,10.8,39.07,96.04,45.92,67.06,1,4,2,1,7.53,19.29,62.03,0.92,0,92.89,5.64,0
S201432,4.17,3.59,0.1,10.0,68.36,4.74,3.94,2.82,70.02,0,5.4,45.61,37.55,46.61,64.35,0,1,0,3,0.0,38.9,22.8,0.76,0,99.87,4.82,1
S201433,4.8,10.57,4.28,6.39,25.69,3.68,3.46,7.25,49.46,2,1.9,74.46,55.22,73.37,64.33,1,3,0,3,3.16,32.02,53.86,2.87,0,69.79,7.43,0
S201434,6.1,6.84,1.7,2.09,53.87,0.22,1.17,4.07,58.86,0,6.8,59.37,52.28,74.68,62.89,1,1,0,5,5.89,32.59,60.09,27.35,2,96.98,8.72,0
S201435,8.74,8.71,1.64,6.34,63.96,3.01,0.48,10.0,46.75,1,1.0,63.22,53.83,52.06,42.59,0,2,0,2,2.04,75.61,52.34,2.89,1,60.19,9.09,0
S201436,7.89,10.31,0.09,5.99,30.76,2.57,1.23,5.96,56.38,3,1.0,52.11,81.02,40.89,51.34,0,3,0,8,7.13,65.56,60.47,4.02,1,64.43,6.29,0
S201437,6.76,7.09,2.13,6.8,48.52,2.9,2.26,10.0,55.47,0,1.4,48.29,67.92,66.82,76.86,3,6,0,5,6.37,36.02,51.27,2.45,0,77.75,8.47,0
S201438,4.32,1.36,0.78,6.11,69.91,4.25,2.25,6.33,47.68,1,1.4,24.11,64.41,52.08,48.21,1,3,0,3,10.0,42.27,26.8,0.32,1,69.95,7.59,1
S201439,5.12,0.88,2.35,6.81,24.59,0.8,0.16,3.86,59.32,0,1.6,13.8,82.02,86.25,57.54,0,2,1,4,4.76,69.11,52.61,1.11,2,70.46,8.48,1
S201440,3.0,8.25,2.37,2.41,30.3,4.42,0.86,8.72,74.6,1,4.8,62.3,46.95,61.76,28.35,0,5,2,7,7.28,36.66,59.1,1.87,0,65.79,7.36,0
S201441,4.15,8.56,0.54,5.94,23.48,4.48,4.48,6.3,74.61,3,4.4,31.56,51.21,62.03,61.97,1,3,0,8,9.77,49.91,50.48,1.91,1,78.16,7.49,0
S201442,6.9,3.78,1.28,8.46,59.41,3.66,0.88,3.69,73.36,5,4.9,40.15,46.42,85.73,52.19,1,3,2,8,4.61,73.43,43.3,1.03,0,87.02,6.07,1
S201443,7.41,7.65,0.54,6.45,33.04,3.62,6.84,9.88,71.89,0,4.6,72.09,79.83,43.13,100.0,0,2,0,3,3.51,58.33,60.73,2.11,0,66.95,7.26,0
S201444,4.48,7.89,1.92,5.02,51.21,0.12,0.65,6.41,20.27,0,1.0,33.4,77.47,76.65,64.26,4,3,0,6,7.35,21.71,38.74,31.57,0,99.31,5.94,1
S201445,6.46,6.79,3.25,5.48,73.79,2.05,0.85,7.57,51.88,1,8.9,55.53,56.54,63.15,76.97,1,2,0,2,3.92,55.75,51.84,3.31,1,82.74,6.16,1
S201446,8.58,3.28,0.8,4.96,35.36,4.65,0.55,1.23,60.78,2,5.8,35.94,61.84,59.57,57.28,1,2,0,2,5.58,18.03,71.8,0.71,1,44.08,7.86,1
S201447,6.53,9.39,0.64,7.14,33.43,3.43,0.03,3.17,52.95,1,4.8,57.75,45.24,20.75,62.9,0,5,0,6,6.06,43.76,54.37,2.74,0,71.92,7.54,0
S201448,5.88,4.0,1.25,10.0,92.94,4.04,1.15,6.13,55.24,1,1.0,56.77,49.55,50.66,39.93,0,2,0,2,3.71,84.54,24.1,0.99,1,70.11,5.79,1
S201449,7.16,7.71,0.65,5.83,68.06,2.04,0.45,4.13,62.37,2,1.0,50.65,74.33,54.95,83.51,2,3,1,1,6.27,67.21,49.97,3.78,2,85.63,7.27,1
S201450,7.05,2.92,0.61,6.66,31.72,1.69,1.87,5.68,53.05,0,1.5,84.75,67.98,57.08,46.55,1,2,1,3,3.09,23.87,57.89,1.73,1,91.46,8.2,0
S201451,6.42,4.28,0.23,4.0,62.89,2.24,0.05,7.1,69.76,3,6.9,36.4,65.62,70.18,54.52,2,3,0,5,5.45,59.31,51.11,1.91,0,85.87,6.54,0
S201452,5.56,8.51,2.8,6.32,12.58,3.87,1.21,4.85,55.9,3,5.7,45.19,60.6,64.02,67.43,0,2,0,2,6.23,69.71,63.38,2.2,0,78.65,6.81,0
S201453,5.71,3.94,1.66,6.73,37.47,3.96,0.59,9.83,77.69,0,2.6,56.45,42.27,54.52,67.66,4,2,1,3,4.53,59.83,50.82,1.0,1,65.56,7.33,0
S201454,6.43,2.59,0.27,3.32,39.54,1.58,3.2,6.78,49.21,3,1.0,77.38,83.5,56.11,64.82,0,2,0,2,2.72,53.68,65.52,1.64,1,77.51,5.88,0
S201455,5.54,6.17,0.11,3.47,65.74,3.15,2.56,8.65,48.12,3,1.0,63.12,30.88,48.21,66.18,4,4,0,6,5.61,94.82,47.11,1.96,1,94.18,6.04,0
S201456,8.17,6.01,0.58,4.33,33.2,6.09,1.64,5.89,64.03,2,2.8,78.36,100.0,73.62,2.37,1,2,2,7,3.77,50.7,58.9,0.99,2,76.75,6.89,0
S201457,7.56,3.62,0.28,4.12,20.18,4.73,3.32,4.32,88.58,3,3.5,46.47,61.95,36.0,29.47,2,2,1,1,5.3,30.65,68.92,0.77,0,95.19,7.97,0
S201458,7.83,7.32,4.01,4.83,27.13,2.63,0.63,5.21,71.82,2,1.0,48.48,77.49,67.28,45.36,0,1,0,2,5.84,61.86,70.67,2.79,1,74.94,8.19,0
S201459,9.15,7.87,0.79,5.5,56.16,3.05,0.98,6.99,58.44,2,5.5,83.09,51.8,76.64,51.77,2,0,1,4,4.55,57.3,54.32,2.58,0,78.27,4.11,0
S201460,8.52,6.99,2.0,6.37,13.21,3.3,0.86,1.46,67.55,0,1.3,31.59,39.7,62.34,54.98,1,2,2,1,5.7,68.79,68.19,2.12,1,91.11,5.83,0
S201461,8.29,10.6,1.3,9.27,64.66,4.16,3.18,3.83,67.88,0,9.3,64.85,44.18,41.44,43.06,1,4,1,1,9.57,66.29,38.17,2.55,1,73.12,7.44,1
S201462,6.83,5.02,0.35,7.21,43.3,1.88,1.07,4.51,59.35,1,15.8,32.37,76.19,60.62,50.57,1,3,3,5,8.0,32.82,52.94,2.68,0,70.37,5.64,1
S201463,6.04,9.66,0.62,5.81,68.3,2.62,0.25,6.3,54.07,4,4.9,73.15,38.42,72.42,29.49,0,1,2,5,7.29,65.21,42.14,3.68,3,59.23,5.89,1
S201464,9.53,6.14,0.25,5.11,26.57,3.64,0.35,3.65,58.13,2,7.0,51.91,61.03,87.74,45.71,1,4,1,6,4.87,59.8,76.12,1.69,0,85.08,7.89,1
S201465,5.36,3.03,3.76,7.82,34.21,2.44,6.54,4.01,67.59,2,1.8,56.64,59.89,55.99,29.47,0,4,0,3,10.0,28.09,51.51,1.24,1,90.68,6.79,1
S201466,5.44,3.17,1.33,6.17,35.38,3.61,0.05,4.48,67.68,2,7.7,85.11,58.14,55.35,59.0,0,2,0,1,4.15,88.49,53.35,0.88,0,79.86,4.97,1
S201467,5.09,2.51,0.27,5.48,49.74,4.2,0.16,5.16,53.2,2,1.0,48.35,59.65,80.98,83.89,1,1,1,5,8.56,61.82,50.76,0.6,2,65.95,7.37,0
S201468,6.61,1.53,3.81,2.68,16.05,2.98,0.23,4.89,90.89,1,4.7,80.7,54.72,68.71,68.75,1,1,3,4,8.53,60.75,71.94,0.51,0,80.99,6.89,0
S201469,6.89,7.21,1.21,6.92,31.29,3.34,1.61,5.78,71.02,0,10.4,43.97,50.92,65.41,19.64,1,2,2,2,6.84,72.07,54.08,2.16,2,69.24,6.48,1
S201470,7.75,2.18,0.63,7.15,50.63,3.87,0.22,7.49,83.3,4,1.0,83.19,45.35,76.43,33.31,0,3,0,3,4.32,41.76,54.61,0.56,2,44.22,4.73,1
S201471,5.99,5.51,0.8,6.87,26.69,1.81,2.17,2.44,59.06,3,2.1,30.83,51.48,95.88,8.57,4,3,0,6,6.92,64.85,58.43,3.05,0,83.79,7.38,1
S201472,3.88,6.58,0.53,6.16,77.7,3.63,0.81,7.16,71.53,0,7.3,32.83,59.4,48.47,68.25,1,0,1,8,4.43,31.19,29.02,1.81,0,60.34,5.56,0
S201473,6.75,5.75,0.36,2.95,79.52,4.26,0.08,5.47,97.79,2,1.0,99.29,73.52,71.7,74.88,1,3,0,0,2.76,63.53,44.46,1.35,1,85.29,5.8,0
S201474,7.67,8.51,0.62,6.1,35.25,3.24,0.09,8.62,38.76,3,2.2,30.87,32.44,45.15,54.73,1,1,0,5,7.14,47.24,54.25,2.63,0,89.99,7.93,1
S201475,6.35,3.39,2.88,4.94,56.18,4.46,0.47,6.86,53.3,0,20.5,96.09,57.37,35.85,55.23,1,1,0,8,1.84,60.53,53.24,0.76,0,80.71,6.48,0
S201476,6.12,4.05,6.46,5.6,51.57,0.72,0.94,4.8,47.97,2,1.0,57.48,40.39,45.18,60.43,1,7,0,5,7.99,38.82,55.14,5.65,0,78.3,5.73,1
S201477,7.09,8.96,4.63,3.53,48.04,5.62,0.42,2.94,88.69,4,19.2,46.65,78.61,45.51,28.98,1,4,1,4,5.91,44.34,57.57,1.59,0,71.97,6.31,1
S201478,8.31,8.86,1.69,5.29,31.51,1.99,2.31,1.0,62.34,2,4.8,41.31,67.41,89.21,57.93,1,4,1,7,6.05,57.2,71.66,4.45,0,60.36,6.7,1
S201479,6.21,6.12,4.07,8.75,9.21,2.48,0.32,8.61,66.31,2,1.5,62.53,45.72,64.36,62.09,0,3,1,6,0.83,40.94,59.79,2.47,0,94.24,5.52,1
S201480,4.32,3.79,0.39,4.26,36.56,1.9,2.44,6.04,59.09,4,9.7,69.31,66.06,39.23,72.69,1,2,3,2,7.28,33.38,57.21,1.99,0,100.0,8.22,0
S201481,5.52,4.43,0.14,5.67,13.57,4.36,5.67,4.12,81.39,6,7.8,88.4,77.24,40.14,36.17,0,1,1,3,8.89,45.57,65.31,1.02,0,69.02,8.0,1
S201482,6.07,8.12,4.71,6.17,76.45,4.08,1.35,4.93,46.29,2,5.7,64.01,66.83,59.39,37.76,4,5,1,3,8.92,23.93,33.93,1.99,4,64.14,5.09,1
S201483,3.78,10.67,2.82,6.51,50.89,1.51,1.78,3.16,82.51,0,1.0,76.97,48.01,59.75,53.99,0,2,1,9,3.93,23.08,38.0,7.07,0,62.69,4.67,1
S201484,7.38,4.67,1.42,3.37,43.34,1.56,0.61,6.12,35.55,1,4.4,59.46,33.94,74.23,25.14,2,0,2,4,5.67,30.29,70.8,3.0,1,81.07,7.41,1
S201485,5.23,5.85,0.4,4.93,63.31,1.25,3.98,3.48,36.02,0,3.0,68.04,51.22,54.68,61.42,0,2,1,2,3.36,78.54,48.34,4.69,1,76.4,6.67,0
S201486,7.02,3.91,1.19,5.66,37.41,5.6,1.4,6.78,59.99,0,12.0,45.15,51.6,45.81,62.64,2,1,2,6,5.58,23.23,66.93,0.7,1,82.46,5.39,0
S201487,6.58,8.93,2.39,1.29,51.49,2.81,2.77,2.65,59.18,3,19.1,21.63,49.86,57.29,33.38,3,0,0,2,4.67,46.25,66.11,3.18,0,60.6,7.3,1
S201488,5.87,6.49,8.0,7.82,23.02,5.98,1.04,2.88,64.17,5,4.7,84.0,66.56,73.3,50.87,3,3,0,4,8.99,56.94,53.86,1.08,1,75.19,7.32,0
S201489,8.58,7.38,2.83,8.75,27.4,3.02,0.29,6.07,67.72,1,1.0,35.69,34.87,40.66,59.99,0,1,1,2,6.9,56.32,57.34,2.44,1,91.2,8.09,1
S201490,5.52,4.65,4.25,6.17,25.53,6.39,1.24,5.79,43.68,0,1.0,73.49,74.75,47.67,45.5,0,3,0,4,7.27,37.81,60.98,0.73,2,78.8,6.59,1
S201491,5.36,9.29,5.82,6.99,31.5,3.15,0.39,5.05,78.76,5,1.0,50.52,76.69,87.15,54.86,2,1,0,9,6.07,62.59,53.64,2.95,1,76.7,7.82,0
S201492,6.71,7.6,0.66,7.89,38.34,0.8,1.79,8.29,49.41,0,9.7,24.08,36.29,67.83,80.2,1,1,1,4,4.23,70.17,57.16,9.46,1,71.76,5.35,1
S201493,7.48,8.74,0.33,8.09,67.75,1.15,1.31,5.62,58.42,4,3.6,61.15,71.41,37.1,35.92,0,2,2,4,5.02,77.61,35.46,7.57,1,40.52,6.26,1
S201494,6.3,5.6,2.71,8.54,51.47,5.4,4.48,2.12,36.93,4,9.7,48.5,40.53,51.74,93.01,1,0,1,5,3.99,35.36,47.0,1.04,1,76.59,6.21,1
S201495,4.93,4.76,3.24,2.7,60.34,4.15,5.18,6.12,49.95,2,7.5,49.45,76.57,56.25,64.27,2,1,3,6,0.98,36.98,53.04,1.15,0,93.34,8.33,0
S201496,7.27,7.21,1.24,3.15,37.7,4.41,0.55,1.78,33.18,3,7.9,72.47,73.05,59.8,69.27,3,1,1,3,5.13,43.66,68.37,1.64,0,63.65,6.21,0
S201497,7.15,7.01,0.25,2.97,35.5,1.13,2.61,6.03,100.0,2,2.7,38.8,46.89,78.3,45.43,0,2,0,5,5.26,68.5,69.73,6.22,1,73.52,7.16,0
S201498,9.21,9.33,1.35,5.87,43.74,4.15,2.59,5.47,62.3,3,1.1,71.79,62.05,51.66,50.61,2,4,0,5,6.3,42.3,61.12,2.25,0,74.17,6.59,1
S201499,5.99,9.26,0.14,6.71,58.44,3.7,0.21,1.96,73.47,2,2.6,54.87,48.57,41.84,74.66,3,2,2,6,5.74,47.62,39.9,2.5,0,100.0,7.95,1
S201500,6.6,3.19,0.59,6.55,44.0,4.67,0.49,8.39,54.3,1,3.7,63.59,58.05,21.7,42.29,3,3,0,4,5.24,52.08,51.26,0.68,1,59.94,5.9,0
S201501,5.51,1.71,2.34,5.72,67.43,5.57,0.58,2.7,66.1,1,2.3,38.32,72.32,50.37,36.4,1,3,1,6,2.56,73.96,35.53,0.31,3,59.37,5.79,1
S201502,4.22,9.34,1.08,5.93,41.62,3.43,0.15,5.48,89.44,2,7.1,65.56,64.29,54.76,55.72,1,3,1,7,7.13,60.53,48.21,2.72,1,100.0,8.06,1
S201503,6.41,5.31,0.93,3.68,51.18,3.67,0.94,5.45,47.85,3,11.6,44.56,56.69,63.43,44.24,0,2,0,2,3.46,0.0,49.62,1.45,0,65.44,7.55,0
S201504,7.49,5.24,1.88,5.54,26.4,0.55,3.77,5.85,36.19,3,1.6,55.9,66.53,48.25,72.93,0,1,0,3,10.0,34.02,62.34,9.6,0,100.0,6.74,0
S201505,4.88,8.04,0.08,5.27,63.95,3.22,0.24,6.93,50.58,1,1.2,51.75,83.59,55.6,53.99,2,3,1,1,8.3,53.34,41.48,2.5,2,59.06,5.0,1
S201506,5.36,6.67,0.98,7.58,30.2,3.54,0.58,5.01,74.15,2,4.8,40.82,62.48,64.41,71.06,0,3,0,0,4.77,51.65,54.46,1.88,1,97.96,8.03,1
S201507,4.66,6.45,1.21,5.19,64.76,5.14,0.4,7.03,86.83,0,13.1,41.04,59.04,45.57,78.05,2,2,2,6,6.09,62.65,52.96,1.25,1,93.26,7.52,0
S201508,8.18,7.46,0.19,1.0,61.24,1.49,0.91,8.24,79.62,0,1.0,62.7,82.09,57.55,40.48,1,2,0,2,7.99,50.02,64.7,5.02,2,68.97,6.61,0
S201509,5.41,5.55,1.08,3.49,83.5,4.94,1.44,4.67,40.2,1,2.8,88.61,88.11,45.43,47.92,1,0,1,7,4.46,48.2,42.77,1.12,0,78.02,7.21,1
S201510,7.11,6.05,2.18,6.25,61.39,2.14,1.14,6.06,72.18,1,2.9,40.95,64.73,88.41,38.32,1,0,1,4,3.05,71.63,51.73,2.83,2,70.94,7.29,0
S201511,5.09,5.26,1.24,1.01,41.44,1.52,1.41,3.67,77.85,0,8.3,33.46,82.32,47.96,75.62,1,1,1,4,8.98,0.0,58.18,3.45,1,79.45,10.0,1
S201512,6.41,7.11,1.91,1.3,49.87,0.2,2.72,4.55,47.21,2,2.5,62.71,67.87,40.02,60.77,0,2,1,4,7.71,60.64,67.12,28.44,0,94.06,5.06,1
S201513,5.42,5.01,0.17,8.1,22.38,3.01,2.75,3.82,61.77,1,1.8,54.3,59.38,65.9,36.64,1,0,2,3,2.7,51.49,53.58,1.66,0,74.66,5.18,0
S201514,3.01,10.01,0.29,5.36,86.79,3.04,0.05,4.57,55.94,1,1.2,59.29,53.46,57.73,56.62,0,3,0,5,2.32,55.5,28.71,3.29,2,80.65,9.65,1
S201515,6.41,7.46,0.51,5.9,74.12,4.77,1.47,9.16,80.66,2,6.5,48.19,33.88,63.71,78.87,1,1,1,4,4.8,28.95,44.2,1.56,1,71.09,8.29,0
S201516,7.04,6.18,0.64,4.83,18.01,2.92,0.73,5.73,43.67,2,1.1,49.3,42.46,35.89,79.86,0,2,0,8,6.94,14.84,64.77,2.12,1,86.86,6.45,0
S201517,3.38,8.82,2.35,4.16,43.55,5.37,0.9,3.49,35.28,1,1.0,57.36,66.44,46.06,41.47,0,2,0,4,4.18,17.85,55.44,1.64,0,70.18,5.6,1
S201518,6.06,7.22,0.08,6.53,34.36,5.33,2.39,7.79,69.9,3,5.3,75.96,21.89,64.6,53.97,1,5,1,3,4.05,28.62,52.48,1.36,0,60.15,7.26,0
S201519,5.69,8.47,2.57,7.24,61.63,4.35,0.86,5.33,100.0,1,5.9,40.87,84.24,54.03,37.69,1,3,1,3,4.07,38.58,38.75,1.95,0,83.59,7.79,1
S201520,4.79,7.86,1.79,4.9,76.76,2.65,4.54,7.57,68.15,1,3.4,70.07,76.82,74.96,37.93,0,2,1,2,1.07,30.33,37.27,2.96,1,87.87,4.07,0
S201521,5.95,3.22,0.29,2.51,35.35,4.95,2.62,7.23,87.44,0,15.3,50.05,48.56,60.02,85.54,2,2,2,2,7.3,60.1,67.1,0.65,1,71.62,5.89,0
S201522,3.58,9.32,2.14,6.4,32.06,5.94,1.7,4.98,20.17,0,2.7,91.68,55.71,49.16,62.77,2,1,0,5,0.0,62.51,49.69,1.57,2,76.16,3.5,1
S201523,6.65,8.88,2.46,7.23,69.81,1.65,2.02,5.13,67.29,3,8.1,44.89,65.32,63.88,65.88,0,3,1,0,8.15,4.85,43.46,5.39,0,55.34,8.56,1
S201524,7.96,5.55,0.66,3.16,42.32,3.17,1.14,5.41,87.38,1,10.4,90.77,38.14,53.96,82.35,0,2,2,0,3.05,54.22,64.31,1.75,2,97.34,7.77,0
S201525,4.53,12.68,0.7,8.78,30.79,0.0,2.13,4.9,44.54,1,1.0,44.51,46.62,69.83,70.21,3,2,0,2,2.64,40.28,53.62,50.7,0,71.42,6.7,1
S201526,6.21,3.31,0.03,6.92,70.53,0.65,4.26,6.11,61.78,2,4.2,42.28,69.05,49.51,58.23,2,3,1,3,6.05,61.69,42.36,5.08,0,84.38,7.08,0
