student_id,previous_cgpa,previous_semester_percentage,previous_internal_marks,previous_assignment_score,previous_midterm_score,attendance_percentage,study_hours_per_week,assignment_completion_rate,practice_questions,previous_subject_avg,weak_subject_count,lowest_subject_score,subject_consistency,sleep_hours,extracurricular_hours,stress_level,backlogs,failed_subjects,next_semester_marks,performance_band
S102319,5.57,51.93,32.91,71.11,39.1,51.32,25.15,82.56,141,75.59,1,53.01,63.12,6.13,0.05,3.45,1,1,40.95,At_Risk
S102320,7.57,74.42,20.81,78.39,66.24,75.06,35.99,82.8,0,86.14,2,78.56,86.89,5.7,10.14,7.39,0,1,53.4,Average
S102321,8.01,79.41,45.34,72.25,77.23,82.99,10.59,80.78,84,84.16,3,73.46,73.71,7.31,0.69,5.96,0,0,66.72,Average
S102322,7.6,64.24,31.42,56.56,91.06,98.07,23.46,88.57,49,84.0,1,53.29,53.33,4.18,3.86,10.0,1,0,49.13,At_Risk
S102323,9.18,85.53,47.44,80.48,49.06,64.77,23.48,80.72,119,79.36,1,49.32,60.05,7.01,2.87,5.38,2,1,69.92,Average
S102324,6.99,70.23,36.57,68.72,37.09,83.12,18.69,80.97,42,78.37,1,57.35,72.76,4.3,0.23,3.93,0,1,53.86,Average
S102325,7.87,75.86,50.0,26.91,72.95,73.2,24.0,67.1,83,62.75,5,33.59,59.69,6.73,2.53,5.76,0,0,67.22,Average
S102326,5.58,48.23,39.85,55.25,72.45,63.64,17.48,66.74,82,60.8,0,47.3,75.27,6.79,1.94,4.25,0,0,49.85,At_Risk
S102327,6.5,52.0,23.54,91.02,42.42,94.15,19.54,69.63,36,47.94,3,42.24,93.53,6.16,5.28,8.13,0,1,20.08,At_Risk
S102328,7.9,73.63,30.08,92.26,59.73,66.43,15.57,83.6,10,86.18,3,69.75,70.26,7.87,8.62,1.0,0,0,73.7,Good
S102329,8.1,76.7,33.65,77.89,60.44,89.65,15.98,75.4,45,68.62,1,38.07,55.61,5.5,0.55,6.01,0,1,60.04,Average
S102330,6.62,59.33,28.01,81.76,78.17,58.86,19.45,100.0,166,72.34,0,65.94,84.62,6.97,1.34,6.16,0,0,75.64,Good
S102331,6.91,66.19,31.98,58.33,58.38,72.12,17.95,85.82,127,31.43,0,23.32,77.79,6.62,1.89,3.78,0,0,61.69,Average
S102332,5.03,49.78,24.06,66.1,58.03,84.86,7.67,100.0,37,59.44,2,43.66,67.18,8.36,2.03,7.64,0,0,31.16,At_Risk
S102333,6.54,64.77,35.05,88.53,66.83,86.6,18.56,100.0,162,80.66,0,65.14,81.41,4.57,2.48,6.86,0,1,51.97,Average
S102334,8.16,68.07,36.9,76.39,42.95,83.24,13.28,86.37,46,72.3,3,51.48,73.1,8.4,1.02,6.05,0,0,51.16,Average
S102335,7.75,68.35,26.97,70.97,95.41,89.83,11.11,79.39,17,59.4,1,38.91,68.31,7.97,2.27,1.69,0,2,51.01,Average
S102336,7.65,71.46,50.0,67.2,79.95,74.54,21.79,66.52,160,66.48,1,60.36,84.29,6.96,1.92,3.4,1,1,71.9,Good
S102337,7.06,69.4,35.51,87.62,53.77,94.71,8.46,70.97,54,93.73,2,72.39,62.52,6.57,0.67,9.41,0,0,47.0,At_Risk
S102338,7.01,68.54,28.47,86.83,47.12,82.28,13.1,92.61,46,64.94,1,56.41,83.79,5.86,0.08,5.51,0,1,44.08,At_Risk
S102339,6.14,60.23,21.96,79.75,48.36,86.82,7.54,84.04,21,69.57,2,43.42,67.66,6.13,4.16,8.32,0,0,26.68,At_Risk
S102340,7.91,73.6,35.48,70.99,74.39,82.36,12.19,70.36,116,67.91,1,34.66,47.73,5.75,0.86,2.63,1,1,53.32,Average
S102341,7.55,70.39,32.92,64.65,48.83,83.9,31.75,76.89,64,70.7,0,35.81,47.71,5.05,3.84,3.53,0,0,70.6,Good
S102342,7.64,69.66,41.26,80.4,61.01,65.99,9.65,84.94,19,83.65,2,65.35,76.82,7.33,0.45,4.54,1,0,50.78,Average
S102343,6.32,63.08,33.85,53.47,37.95,66.7,13.94,80.37,24,100.0,1,75.56,60.83,7.66,0.7,6.16,1,0,46.14,At_Risk
S102344,4.2,36.22,25.45,56.58,73.66,71.51,24.74,76.43,39,87.2,0,66.18,68.8,8.32,11.59,7.51,0,0,41.89,At_Risk
S102345,8.43,83.45,48.37,48.23,74.26,84.17,18.07,79.18,61,71.03,0,60.72,87.53,6.36,8.15,4.47,1,0,81.93,Good
S102346,6.38,61.42,38.48,88.53,62.05,70.94,14.03,43.77,131,83.51,2,64.28,73.03,7.52,2.87,9.13,1,0,50.24,Average
S102347,5.88,55.66,32.97,59.19,68.1,74.45,10.15,80.27,19,48.57,2,15.29,52.78,4.36,1.68,6.66,0,0,27.43,At_Risk
S102348,7.9,72.44,36.32,76.06,77.73,77.13,19.71,64.13,107,67.77,3,47.23,70.92,6.36,4.66,4.74,1,0,54.34,Average
S102349,6.49,56.24,38.79,68.12,67.67,95.01,12.73,85.45,198,58.9,0,29.82,53.01,6.22,6.49,5.47,0,1,45.15,At_Risk
S102350,8.38,77.0,23.57,100.0,77.49,85.23,30.22,82.01,40,60.6,1,38.15,68.66,6.86,5.65,5.35,0,0,81.63,Good
S102351,7.8,72.8,36.26,76.63,46.31,60.46,13.02,91.23,36,80.49,1,60.83,71.29,5.4,4.54,5.51,0,1,53.65,Average
S102352,7.89,65.47,31.4,42.07,71.06,79.92,26.83,91.37,52,85.76,1,78.69,85.85,5.95,0.2,4.22,0,0,76.09,Good
S102353,5.22,48.84,39.06,87.63,68.1,74.36,21.14,100.0,136,50.7,3,17.45,44.48,5.57,5.96,4.73,0,1,29.6,At_Risk
S102354,8.58,85.16,29.08,64.19,84.23,75.26,21.08,50.25,8,65.71,0,56.68,84.31,7.59,6.44,4.82,0,0,65.79,Average
S102355,7.34,72.0,30.16,66.99,65.49,78.01,13.89,78.11,39,59.53,0,32.71,63.25,6.37,0.45,4.69,0,0,65.85,Average
S102356,6.52,59.95,48.3,59.91,63.44,91.51,11.78,49.39,2,76.68,2,62.72,78.82,6.55,0.66,5.9,3,1,40.07,At_Risk
S102357,7.19,68.46,44.85,72.93,56.09,68.24,13.18,87.36,58,82.45,2,68.07,84.71,5.55,1.44,6.19,0,0,66.9,Average
S102358,4.69,42.34,8.64,72.74,88.86,80.45,22.32,77.49,231,97.46,1,77.02,69.03,7.55,0.69,6.11,0,2,36.59,At_Risk
S102359,7.53,72.14,44.25,60.32,27.3,81.49,18.67,72.94,14,83.56,1,64.61,66.95,7.07,0.7,6.23,2,0,46.72,At_Risk
S102360,5.66,59.95,34.41,62.38,73.18,75.34,1.94,84.01,24,82.89,0,75.31,88.0,6.54,1.33,5.14,0,0,43.64,At_Risk
S102361,5.24,53.67,29.33,71.52,64.67,70.34,5.98,64.21,96,54.98,1,45.1,89.76,5.46,3.46,5.1,0,1,13.49,At_Risk
S102362,5.02,49.78,26.94,34.86,62.06,68.94,14.05,100.0,94,59.22,0,26.43,56.79,6.67,4.14,2.6,1,2,27.07,At_Risk
S102363,8.45,78.27,27.41,48.38,59.73,72.95,18.75,76.33,73,68.73,0,50.92,66.15,7.23,1.44,4.12,0,0,76.67,Good
S102364,6.18,61.73,29.56,95.05,64.11,86.85,13.4,81.15,22,100.0,1,83.48,75.55,8.11,9.59,5.87,0,0,55.63,Average
S102365,8.99,78.69,25.98,74.92,72.66,73.7,11.48,78.07,6,68.99,2,48.69,71.84,7.46,6.16,4.61,0,1,54.82,Average
S102366,6.3,58.87,24.16,62.13,52.28,76.81,8.11,93.84,20,86.61,0,74.68,71.47,5.94,2.81,3.86,1,0,38.6,At_Risk
S102367,4.78,47.75,26.68,44.56,67.16,64.12,21.39,61.97,82,62.55,0,54.84,99.74,4.17,1.01,10.0,1,0,26.76,At_Risk
S102368,5.55,55.67,37.59,69.16,70.61,72.31,15.7,92.42,28,67.69,1,35.78,43.87,7.22,3.86,6.92,0,0,35.69,At_Risk
S102369,8.61,84.44,35.4,84.78,49.74,80.75,26.76,72.22,147,67.72,2,58.61,77.62,5.01,0.15,6.76,0,1,70.17,Good
S102370,6.8,65.75,39.45,100.0,73.06,57.99,5.9,72.35,77,61.59,1,37.6,58.8,6.35,0.75,3.38,0,1,57.99,Average
S102371,6.29,58.95,34.47,98.38,70.74,90.54,19.84,93.19,4,76.93,1,50.95,60.72,6.79,2.31,4.92,0,1,44.93,At_Risk
S102372,7.21,70.63,24.55,56.7,52.22,70.89,18.83,75.98,7,51.18,0,45.91,81.75,6.19,6.62,3.47,0,0,46.94,At_Risk
S102373,7.65,68.89,38.96,62.56,45.99,99.16,20.93,89.21,26,44.24,1,17.18,57.63,6.87,2.43,4.79,0,0,55.36,Average
S102374,8.45,76.92,26.96,47.93,52.01,83.04,20.79,89.49,68,64.59,2,30.09,34.52,4.4,1.11,5.74,0,0,57.47,Average
S102375,8.88,84.64,40.17,57.38,67.17,55.98,11.45,74.76,221,75.16,2,44.71,51.14,6.49,1.21,6.2,1,0,61.63,Average
S102376,6.53,62.75,25.67,66.81,63.79,81.33,13.74,83.49,9,58.12,1,41.19,75.83,8.32,1.82,6.26,2,1,20.27,At_Risk
S102377,5.28,42.82,29.5,64.49,87.3,74.18,16.16,72.74,142,98.24,2,92.8,96.27,6.06,3.56,5.28,2,1,49.13,At_Risk
S102378,6.46,63.21,32.11,100.0,59.13,81.48,7.98,79.71,68,67.97,1,35.68,43.02,7.5,0.26,4.76,1,1,44.86,At_Risk
S102379,7.34,72.81,40.4,50.27,50.77,97.4,22.22,87.11,36,69.0,2,39.05,47.77,6.01,2.97,4.4,0,0,63.69,Average
S102380,5.75,54.29,36.41,69.32,75.51,86.46,0.0,65.65,82,54.97,1,21.79,48.8,5.88,1.55,5.53,0,2,16.13,At_Risk
S102381,5.76,64.18,35.16,39.05,49.32,75.29,6.86,86.6,123,76.18,0,41.65,52.46,5.72,6.95,5.88,2,0,27.91,At_Risk
S102382,7.45,68.01,50.0,74.96,52.35,61.24,3.25,84.76,36,81.33,0,69.47,88.1,4.74,1.34,6.7,1,0,55.84,Average
S102383,6.94,64.45,20.3,49.87,52.56,88.47,22.7,57.67,202,70.58,3,57.36,80.47,6.9,1.16,4.78,2,2,35.9,At_Risk
S102384,7.04,65.32,26.69,86.54,17.04,84.12,16.51,68.81,64,72.08,1,55.46,69.77,6.28,3.33,5.25,0,0,47.9,At_Risk
S102385,6.01,56.83,26.35,65.63,74.07,91.89,11.27,69.63,14,71.16,4,63.6,84.75,5.21,5.89,2.98,1,0,32.76,At_Risk
S102386,6.7,62.34,20.83,48.97,80.04,76.29,15.67,73.33,63,56.27,0,22.37,41.86,5.68,2.51,4.45,3,0,22.76,At_Risk
S102387,5.8,49.46,29.24,38.46,79.67,81.54,16.85,65.66,116,86.74,1,59.34,64.04,4.38,5.56,7.84,1,1,38.52,At_Risk
S102388,8.16,75.31,40.5,55.32,95.17,75.04,6.32,94.09,71,63.95,2,57.56,90.96,6.89,1.0,1.0,2,0,70.79,Good
S102389,8.35,78.89,30.27,73.59,89.11,79.04,16.02,95.91,70,90.45,1,65.01,68.46,5.96,3.15,5.35,1,0,74.7,Good
S102390,4.6,48.61,32.34,76.32,59.66,59.83,24.72,68.18,2,52.31,2,43.27,82.25,6.13,12.59,5.31,1,0,22.19,At_Risk
S102391,5.79,63.83,21.22,62.52,82.75,81.82,25.95,62.69,50,79.79,0,51.25,51.34,7.17,6.12,4.35,0,0,58.84,Average
S102392,5.05,53.36,28.63,83.89,63.44,82.59,20.97,79.8,36,70.42,0,45.66,67.84,7.69,1.24,1.88,1,0,52.21,Average
S102393,6.15,55.37,31.31,52.96,58.18,71.95,16.81,99.95,4,69.19,0,47.52,64.97,7.95,13.58,5.15,1,0,46.97,At_Risk
S102394,6.89,62.69,40.14,26.09,52.91,85.28,21.47,100.0,91,60.32,1,45.26,75.19,7.11,7.85,7.0,0,0,57.53,Average
S102395,5.12,47.96,21.6,74.24,60.72,88.47,19.94,69.88,16,76.71,0,50.71,67.96,5.99,0.67,6.69,0,0,28.92,At_Risk
S102396,5.8,62.25,31.36,89.35,70.26,94.8,7.13,45.88,34,74.97,4,61.33,80.45,5.0,3.58,5.24,1,1,25.71,At_Risk
S102397,5.69,53.44,43.69,89.49,90.3,65.76,8.6,57.69,69,91.23,0,85.57,96.91,8.23,5.21,8.12,0,1,45.17,At_Risk
S102398,7.27,63.75,31.44,50.5,76.66,86.03,19.44,53.26,46,76.7,1,44.24,53.39,7.58,1.43,6.21,1,0,57.7,Average
S102399,7.09,65.35,18.08,61.83,52.66,94.05,10.32,86.25,97,62.69,3,54.35,91.14,5.43,0.93,1.69,1,0,44.39,At_Risk
S102400,6.06,60.61,45.23,80.86,48.29,73.79,7.82,81.46,149,62.4,2,33.95,63.68,7.86,2.62,6.33,0,0,41.4,At_Risk
S102401,7.23,71.44,40.88,60.59,74.1,94.74,24.03,83.26,15,72.21,3,56.07,70.62,7.28,0.69,8.0,1,0,50.87,Average
S102402,6.29,58.95,41.96,71.58,79.44,69.29,15.44,96.89,26,87.32,2,68.65,76.04,5.56,7.15,5.54,2,0,49.53,At_Risk
S102403,6.65,65.88,21.05,59.25,84.64,78.84,14.55,100.0,16,73.04,0,60.45,89.04,5.27,4.22,4.45,1,0,52.64,Average
S102404,9.18,78.07,47.1,53.66,60.7,57.28,6.58,92.64,55,81.3,2,72.18,82.62,8.33,0.39,6.38,1,1,63.91,Average
S102405,8.74,83.47,28.81,56.55,72.51,55.59,11.86,91.03,7,71.85,1,65.41,86.56,5.75,0.0,4.21,2,0,50.27,Average
S102406,5.31,53.89,30.92,84.34,78.69,59.36,12.6,57.89,108,43.59,1,38.1,100.0,7.51,0.45,3.15,0,0,44.51,At_Risk
S102407,8.08,73.42,29.38,70.21,43.38,95.02,8.66,72.37,11,73.91,1,51.5,64.15,6.94,3.05,3.95,0,0,53.52,Average
S102408,8.05,73.18,42.58,89.08,69.44,68.69,6.49,100.0,235,65.49,3,33.6,53.5,4.05,5.5,5.09,0,0,54.12,Average
S102409,5.51,44.85,33.56,77.81,79.47,68.72,27.24,71.76,147,83.98,1,72.16,73.83,6.76,0.82,6.27,2,1,54.61,Average
S102410,8.06,82.97,38.85,94.1,73.17,82.9,24.87,96.58,279,89.48,2,82.15,91.27,6.5,2.18,7.71,1,1,74.05,Good
S102411,9.0,82.61,35.61,82.27,63.71,69.08,14.27,81.85,3,91.45,2,70.55,66.79,8.01,7.48,6.39,1,1,65.12,Average
S102412,5.54,53.6,34.24,81.39,100.0,92.46,5.71,91.75,18,65.76,0,45.81,72.31,7.5,0.85,1.0,0,0,48.58,At_Risk
S102413,5.81,57.58,27.43,68.19,95.89,100.0,2.92,66.92,260,61.86,2,34.87,58.89,6.55,5.34,5.02,1,1,38.55,At_Risk
S102414,8.32,85.12,49.5,100.0,65.15,51.34,11.84,91.45,334,63.84,0,52.94,88.43,8.05,5.41,1.0,0,2,77.12,Good
S102415,7.35,69.24,23.29,71.69,61.96,84.24,0.0,70.41,26,66.48,1,35.63,58.05,5.86,0.42,5.27,1,0,46.75,At_Risk
S102416,7.72,71.15,38.3,40.4,76.2,53.27,11.83,83.46,73,70.15,4,63.13,90.13,6.51,1.13,5.43,0,1,51.69,Average
S102417,7.44,71.4,38.01,74.02,64.08,61.68,0.85,79.56,19,56.02,0,35.38,65.59,6.82,0.22,5.47,1,0,40.23,At_Risk
S102418,7.51,76.46,44.23,55.27,85.34,83.73,14.34,97.88,180,68.27,4,43.95,53.76,4.76,11.05,9.44,0,0,54.96,Average
S102419,5.28,49.44,46.1,85.26,44.72,66.68,16.37,92.48,12,41.57,2,29.52,79.97,6.28,4.58,5.9,0,0,28.02,At_Risk
S102420,8.36,75.61,33.9,80.89,61.15,81.13,13.69,53.51,93,95.97,2,89.39,93.67,4.98,12.81,3.5,1,1,63.11,Average
S102421,8.52,74.78,39.24,67.13,75.96,78.37,30.2,67.84,27,65.01,1,57.3,87.61,5.93,3.06,5.33,0,0,71.47,Good
S102422,6.7,58.78,49.12,56.68,81.06,58.22,13.56,70.46,37,62.46,2,31.06,53.76,4.06,4.04,4.7,1,1,29.62,At_Risk
S102423,6.94,69.42,34.48,72.2,41.31,85.89,27.11,90.38,64,75.09,3,70.06,91.97,4.6,2.49,3.5,1,0,56.81,Average
S102424,5.01,46.31,26.47,60.38,49.73,81.59,17.07,72.57,45,78.9,2,65.82,69.86,8.16,3.75,7.71,0,0,27.41,At_Risk
S102425,7.67,70.42,31.92,81.82,38.18,78.47,29.09,63.66,59,41.62,2,7.24,48.07,7.97,6.9,7.65,0,0,47.83,At_Risk
S102426,7.74,70.7,24.56,78.34,51.03,70.22,2.71,59.53,91,59.08,2,42.7,75.61,6.4,4.25,5.45,0,0,41.02,At_Risk
S102427,6.92,66.07,37.97,100.0,44.56,82.68,7.42,90.91,28,86.48,4,77.85,85.11,6.76,12.93,9.14,0,0,50.76,Average
S102428,8.46,79.43,43.52,63.32,73.63,62.47,12.99,48.9,107,79.37,3,72.66,91.24,5.22,7.09,4.74,1,0,66.53,Average
S102429,6.57,61.28,34.03,65.45,68.66,65.9,26.22,95.83,43,52.77,0,19.66,41.55,4.3,2.49,6.54,2,0,55.75,Average
S102430,7.73,78.87,22.03,67.68,62.54,81.85,13.33,60.7,2,83.43,1,52.02,46.26,7.68,0.99,6.14,1,0,44.27,At_Risk
S102431,5.67,60.06,43.17,68.34,65.42,90.36,10.24,73.28,150,77.84,3,70.29,90.7,7.12,6.59,7.42,0,1,49.3,At_Risk
S102432,6.97,59.77,20.79,85.41,84.11,72.27,19.25,62.47,26,57.49,1,34.86,65.82,5.62,11.76,8.29,1,0,29.06,At_Risk
S102433,6.77,65.66,22.63,65.85,48.32,83.48,21.34,66.21,157,67.94,0,44.3,71.25,5.34,3.53,4.69,0,0,56.98,Average
S102434,7.29,66.18,33.57,99.59,34.12,80.46,9.63,76.65,109,45.89,1,19.87,64.21,6.71,0.53,6.03,0,0,50.81,Average
S102435,6.52,60.94,37.01,78.73,76.37,82.97,10.18,77.95,42,78.55,1,69.33,93.91,6.59,5.4,9.38,0,0,61.41,Average
S102436,6.83,66.11,38.38,62.71,58.74,69.7,26.86,56.8,84,88.03,0,77.7,91.29,7.32,14.62,3.34,1,0,72.52,Good
S102437,8.07,75.85,34.47,58.88,48.71,76.21,23.74,73.92,386,63.58,0,30.39,51.5,5.76,0.72,7.96,1,1,48.34,At_Risk
S102438,6.43,62.03,49.08,85.61,73.86,77.54,25.61,81.55,29,67.93,1,43.93,70.04,5.59,5.83,5.06,1,0,64.1,Average
S102439,4.91,49.35,35.52,70.43,33.52,95.98,21.58,87.02,48,73.49,1,57.93,71.31,5.56,1.21,5.23,0,2,23.74,At_Risk
S102440,9.27,89.29,43.28,70.14,51.28,64.75,9.02,49.36,13,65.05,5,34.44,57.19,9.16,0.47,3.1,1,1,45.9,At_Risk
S102441,8.8,80.97,41.3,61.02,26.78,61.15,14.77,72.82,164,41.13,2,20.33,63.53,6.06,5.93,3.5,0,1,53.38,Average
S102442,5.32,48.02,24.66,69.08,69.15,100.0,7.57,49.2,64,82.01,0,73.7,95.96,6.73,3.07,5.13,0,0,39.71,At_Risk
S102443,7.9,69.26,33.64,60.42,90.18,81.71,21.83,72.38,9,83.68,1,55.82,58.13,4.45,3.84,3.54,2,0,49.5,At_Risk
S102444,6.35,56.87,50.0,90.43,55.83,84.58,11.2,73.54,73,76.91,0,46.64,54.22,5.83,0.04,6.48,0,0,62.25,Average
S102445,7.34,77.6,30.97,80.76,52.34,85.71,3.02,89.44,50,86.16,1,79.72,85.85,6.02,2.6,6.43,0,0,58.1,Average
S102446,7.38,66.97,29.6,67.38,93.55,87.26,15.8,94.6,29,66.29,1,57.82,71.17,8.7,4.77,6.01,0,0,76.52,Good
S102447,6.7,58.83,36.36,67.16,75.04,88.79,22.88,64.67,2,73.76,4,62.0,82.11,8.0,4.21,4.49,2,2,30.01,At_Risk
S102448,5.98,58.1,31.25,71.38,100.0,87.32,5.36,84.41,20,58.89,0,49.55,79.94,4.76,0.86,3.34,0,0,58.46,Average
S102449,6.1,57.53,28.65,69.92,67.57,91.52,14.12,89.83,18,56.62,1,30.43,71.45,7.33,1.27,6.28,0,0,41.67,At_Risk
S102450,5.81,54.4,31.13,55.65,68.63,80.01,11.12,68.79,101,51.07,0,43.34,88.29,5.93,0.56,5.06,0,0,37.99,At_Risk
S102451,5.92,61.86,46.46,41.49,88.12,90.87,21.94,91.6,24,72.48,0,64.61,93.43,6.15,6.96,5.42,1,0,56.95,Average
S102452,6.91,67.87,33.91,58.03,62.62,100.0,0.67,82.04,308,69.14,1,34.25,53.92,4.9,1.75,6.77,1,0,36.51,At_Risk
S102453,6.07,55.54,24.38,68.07,68.96,80.35,22.94,75.9,16,82.28,1,60.95,75.78,6.34,0.68,5.85,0,0,48.55,At_Risk
S102454,7.89,73.23,22.91,58.93,26.26,83.77,10.06,82.13,179,45.37,4,28.74,82.33,6.18,1.08,4.79,0,1,28.94,At_Risk
S102455,8.93,82.86,50.0,82.29,92.8,71.04,13.88,56.3,36,71.43,1,56.25,82.19,4.17,0.74,9.89,0,0,75.96,Good
S102456,6.25,62.84,33.21,66.56,71.25,76.02,21.01,82.11,500,90.44,2,71.69,72.24,7.27,5.5,4.07,1,0,65.04,Average
S102457,7.31,68.22,38.48,98.1,63.28,82.23,25.35,67.31,130,69.53,2,56.69,73.45,7.44,5.82,2.87,1,0,68.05,Average
S102458,7.65,65.5,28.83,61.58,79.52,73.33,15.36,80.43,74,79.71,0,46.82,48.89,5.97,2.59,5.39,0,0,70.57,Good
S102459,7.61,72.14,37.57,72.11,46.1,79.11,9.93,73.91,142,98.47,2,65.43,49.24,7.17,3.14,4.95,1,1,52.22,Average
S102460,7.1,61.29,46.67,65.67,56.18,82.1,11.28,84.33,182,85.74,0,51.82,50.58,7.67,0.48,6.11,0,0,68.2,Average
S102461,7.97,84.41,29.78,76.6,73.85,96.25,23.16,97.88,482,49.47,2,17.07,60.6,5.38,18.0,3.35,1,0,80.0,Good
S102462,7.63,68.59,38.67,85.99,65.7,67.63,8.81,81.91,15,63.95,0,30.95,51.13,4.6,5.78,2.12,2,0,43.63,At_Risk
S102463,5.39,50.57,23.75,79.12,72.15,83.04,17.3,95.01,70,72.68,3,54.29,71.16,6.96,4.37,7.81,0,0,41.97,At_Risk
S102464,8.13,78.27,50.0,39.54,68.99,70.75,15.05,64.66,39,67.16,3,53.81,80.76,7.02,2.05,6.78,1,0,57.67,Average
S102465,8.15,76.3,37.15,77.5,75.09,87.19,20.31,100.0,39,85.07,5,69.42,69.18,8.42,2.34,6.64,1,1,53.72,Average
S102466,6.01,55.91,31.7,54.84,43.87,88.15,15.24,64.81,80,67.74,5,39.9,61.05,6.32,1.23,3.5,1,0,30.71,At_Risk
S102467,7.05,68.66,32.62,65.35,85.45,98.13,11.96,61.2,56,67.08,3,58.01,81.45,7.03,1.41,5.01,1,0,54.63,Average
S102468,7.89,81.04,30.92,80.34,57.26,72.89,11.47,75.88,133,82.1,2,76.96,93.09,5.92,6.66,5.45,0,0,58.51,Average
S102469,6.73,66.99,31.33,53.2,65.92,79.75,11.34,73.33,32,49.69,4,23.41,56.14,5.47,2.01,8.84,0,0,29.56,At_Risk
S102470,8.39,85.67,15.42,87.34,55.39,87.65,5.34,56.27,60,74.35,3,53.93,70.05,7.59,2.21,4.24,1,0,59.96,Average
S102471,10.0,90.81,34.22,64.7,60.4,85.9,18.54,63.08,270,59.79,2,32.61,60.46,7.4,0.99,6.97,1,0,68.25,Average
S102472,5.98,58.06,33.88,100.0,68.67,48.15,16.47,26.09,8,78.08,2,54.07,67.74,4.82,7.58,3.41,1,0,45.89,At_Risk
S102473,5.2,50.07,38.91,71.03,76.76,69.75,4.74,59.73,25,63.25,3,53.5,88.53,6.63,2.54,5.8,1,0,25.05,At_Risk
S102474,7.39,71.66,30.81,95.58,79.42,84.84,12.16,70.1,9,74.67,2,50.11,67.73,5.82,9.73,8.36,1,0,46.12,At_Risk
S102475,7.94,80.92,28.83,87.97,71.92,75.48,13.07,100.0,5,60.9,3,26.66,49.16,7.34,5.44,7.6,1,0,55.51,Average
S102476,6.7,62.77,34.94,60.83,55.47,87.74,10.9,90.7,1,42.26,3,19.65,61.86,6.24,0.64,5.59,0,0,30.47,At_Risk
S102477,8.89,82.83,22.1,50.47,70.91,90.5,14.16,84.85,36,72.69,1,61.53,80.85,6.46,5.53,2.77,1,0,68.48,Average
S102478,5.26,52.1,36.15,71.7,68.84,75.44,14.25,100.0,151,51.12,1,40.69,85.65,7.49,14.75,4.58,1,1,39.46,At_Risk
S102479,7.9,67.94,20.11,61.26,65.95,85.21,21.26,53.11,22,87.46,1,76.85,89.35,7.14,3.59,3.77,0,0,64.61,Average
S102480,6.21,58.07,43.97,93.7,73.55,95.47,14.97,78.98,31,75.33,0,49.22,63.47,5.08,0.59,4.77,0,0,57.62,Average
S102481,9.24,87.2,40.47,66.3,44.59,90.22,19.16,100.0,155,77.43,1,47.97,60.84,6.55,1.75,7.3,0,1,66.66,Average
S102482,9.59,87.43,27.59,65.49,32.57,68.75,5.26,72.39,13,64.32,2,54.61,88.04,6.63,0.61,4.49,2,0,46.76,At_Risk
S102483,6.0,61.26,40.29,49.06,84.04,75.78,7.57,67.58,22,67.75,1,33.32,48.2,5.41,6.13,8.66,0,0,35.84,At_Risk
S102484,6.29,55.46,35.89,76.29,62.9,78.33,5.38,92.26,100,37.24,1,12.32,64.02,6.95,1.44,2.9,1,0,38.88,At_Risk
S102485,8.12,76.57,26.93,52.39,71.65,66.78,12.23,71.65,108,73.11,3,56.83,76.94,7.15,3.99,6.82,1,0,42.83,At_Risk
S102486,6.5,62.89,18.82,76.64,51.12,90.84,15.39,98.89,36,53.16,2,39.14,81.01,4.75,4.29,3.66,1,0,43.37,At_Risk
S102487,6.94,71.35,37.53,78.7,85.2,70.26,26.67,92.47,1,72.11,0,44.67,61.94,5.74,9.45,5.53,0,1,63.92,Average
S102488,7.03,66.77,28.65,58.75,70.6,76.78,9.19,77.14,38,53.75,2,33.05,68.19,6.8,0.91,3.9,0,2,39.83,At_Risk
S102489,4.5,46.54,43.76,84.35,62.13,90.86,20.95,94.71,101,76.0,0,60.33,78.26,6.93,3.97,9.88,0,0,55.7,Average
S102490,6.98,69.13,35.11,65.88,69.57,72.59,9.17,76.47,100,70.37,4,61.77,87.4,6.28,5.82,5.86,0,0,35.71,At_Risk
S102491,6.1,58.48,29.4,47.93,37.13,73.96,15.17,81.99,44,50.91,1,27.63,72.4,7.6,1.61,2.79,0,0,34.9,At_Risk
S102492,6.36,56.05,49.38,93.18,70.97,82.06,13.93,88.78,34,85.56,0,65.95,66.75,6.59,0.4,3.42,1,0,62.69,Average
S102493,8.88,78.59,39.61,56.15,88.79,73.09,8.53,74.16,97,65.45,1,38.95,55.61,6.37,0.86,3.55,1,1,54.14,Average
S102494,5.37,51.41,5.76,77.61,70.04,96.39,9.08,100.0,238,56.54,0,22.05,45.17,7.29,9.3,6.66,0,0,41.73,At_Risk
S102495,8.06,74.37,31.11,76.39,67.98,67.01,26.18,81.05,126,81.47,1,62.97,68.0,8.85,12.77,4.43,1,0,79.55,Good
S102496,6.64,66.73,23.93,75.84,59.93,50.46,11.27,84.34,21,60.85,3,26.69,46.85,6.74,3.68,6.21,0,0,37.57,At_Risk
S102497,6.64,66.03,28.6,75.58,82.32,88.12,21.99,60.25,263,65.79,2,59.56,85.16,6.57,3.16,7.39,2,0,55.7,Average
S102498,8.03,75.52,33.84,55.45,84.7,73.71,19.75,70.33,75,87.9,0,65.59,72.03,5.71,8.78,2.78,1,1,70.89,Good
S102499,7.44,66.07,37.83,95.37,58.09,68.31,10.72,82.44,10,73.17,2,43.35,56.39,6.2,6.6,8.62,1,1,43.91,At_Risk
