student_id,previous_cgpa,previous_semester_percentage,previous_subject_avg,weak_subject_count,subject_consistency,performance_band
S102858,8.53,81.11,62.33,1,80.35,Good
S102859,7.25,63.3,63.11,1,64.82,Average
S102860,6.31,66.5,90.45,0,57.12,Average
S102861,7.63,70.46,66.73,1,86.2,At_Risk
S102862,5.57,55.02,70.15,4,49.9,At_Risk
S102863,7.89,69.1,80.35,6,43.46,At_Risk
S102864,7.53,70.78,36.3,5,77.76,At_Risk
S102865,6.6,63.86,66.94,3,80.75,At_Risk
S102866,5.91,57.45,64.33,3,67.04,At_Risk
S102867,5.85,56.0,69.97,2,39.64,At_Risk
S102868,7.7,75.08,78.49,1,79.02,Average
S102869,8.6,77.16,80.67,2,78.48,Average
S102870,6.17,59.42,64.94,0,100.0,At_Risk
S102871,7.6,72.62,66.12,1,54.77,Average
S102872,4.29,41.65,68.32,1,57.65,At_Risk
S102873,6.24,59.57,77.85,0,89.67,Average
S102874,6.96,61.02,82.92,1,63.53,At_Risk
S102875,5.82,50.0,49.73,4,79.17,At_Risk
S102876,5.78,46.08,72.88,2,81.5,At_Risk
S102877,6.13,61.52,65.4,2,65.2,Average
S102878,7.38,73.42,94.64,1,62.62,Average
S102879,6.76,67.6,53.67,2,84.76,At_Risk
S102880,4.09,40.09,52.92,1,60.38,At_Risk
S102881,4.24,35.0,60.28,1,55.25,At_Risk
S102882,6.21,54.9,75.71,3,61.48,Average
S102883,7.59,72.83,75.85,3,69.77,At_Risk
S102884,3.5,35.0,60.88,0,57.34,At_Risk
S102885,6.35,59.4,81.22,2,58.98,Average
S102886,6.32,61.48,62.34,2,83.73,At_Risk
S102887,8.8,83.69,79.07,1,67.77,Average
S102888,6.5,62.23,49.89,0,96.57,At_Risk
S102889,7.5,68.67,55.46,1,55.74,Average
S102890,7.18,72.0,62.61,1,70.08,Average
S102891,4.23,38.46,67.21,2,59.04,At_Risk
S102892,8.0,70.66,57.1,1,70.41,At_Risk
S102893,7.28,66.08,56.89,2,52.67,Average
S102894,7.66,71.38,73.87,0,74.67,Average
S102895,10.0,98.98,78.63,3,82.77,At_Risk
S102896,4.29,40.59,57.9,2,84.62,At_Risk
S102897,9.24,87.06,50.56,1,68.62,Good
S102898,6.63,57.96,69.26,1,66.08,At_Risk
S102899,7.37,73.19,74.04,1,81.43,Good
S102900,6.94,63.33,54.35,1,55.65,At_Risk
S102901,6.45,60.86,89.77,2,93.08,Average
S102902,6.26,65.38,56.59,0,96.9,At_Risk
S102903,7.43,73.0,64.56,1,56.68,Average
S102904,5.03,41.2,64.76,1,90.98,Average
S102905,7.98,68.69,57.43,4,62.1,At_Risk
S102906,6.46,61.1,91.59,3,95.06,Average
S102907,5.53,48.0,55.86,1,65.6,At_Risk
S102908,6.41,63.54,90.58,1,81.72,Good
S102909,8.63,82.19,64.09,2,93.05,At_Risk
S102910,6.3,60.55,64.11,0,94.04,Average
S102911,7.47,68.1,59.57,0,43.59,Average
S102912,6.05,64.44,76.86,4,46.98,At_Risk
S102913,7.99,87.23,93.78,1,52.27,Average
S102914,7.89,73.85,60.66,3,81.96,At_Risk
S102915,9.4,90.74,64.08,1,94.17,Average
S102916,6.77,64.72,87.01,0,81.87,Average
S102917,7.87,73.72,53.47,3,70.45,At_Risk
S102918,7.13,64.38,57.84,1,88.34,Average
S102919,8.68,78.16,85.8,2,80.87,Good
S102920,6.07,53.08,73.48,1,93.45,At_Risk
S102921,7.97,77.32,56.76,1,51.54,Average
S102922,6.75,62.02,76.08,2,64.61,At_Risk
S102923,6.92,55.39,47.97,2,90.59,At_Risk
S102924,7.12,69.41,82.11,1,67.67,Good
S102925,7.33,69.46,42.42,0,63.85,Average
S102926,6.85,70.45,54.72,1,81.65,Average
S102927,7.28,70.64,72.87,1,56.23,At_Risk
S102928,9.05,80.0,51.59,1,85.4,Average
S102929,8.28,69.75,68.14,2,54.95,Average
S102930,8.13,74.36,75.36,1,88.41,Average
S102931,6.41,58.37,58.4,0,60.53,Average
S102932,5.84,59.29,66.45,1,67.26,Average
S102933,8.24,78.26,78.9,3,81.1,Average
S102934,8.14,81.85,73.83,0,75.6,Average
S102935,8.91,79.39,87.73,1,68.45,Average
S102936,6.21,62.9,57.09,2,86.21,At_Risk
S102937,6.7,66.5,55.05,1,49.04,Average
S102938,4.87,38.18,85.11,3,60.6,At_Risk
S102939,6.49,66.94,72.94,1,72.39,At_Risk
S102940,8.3,79.18,64.72,1,86.07,At_Risk
S102941,6.39,62.31,60.41,1,79.37,At_Risk
S102942,7.83,70.95,78.58,1,55.19,Average
S102943,6.75,69.25,62.98,4,61.54,At_Risk
S102944,7.42,65.76,78.13,2,79.84,Good
S102945,5.51,55.65,84.47,2,93.47,At_Risk
S102946,7.11,70.83,69.35,1,62.66,Good
S102947,3.5,35.0,50.35,1,74.36,At_Risk
S102948,6.76,72.13,75.39,0,54.68,Average
S102949,4.88,47.29,82.4,1,49.24,At_Risk
S102950,8.57,84.01,83.6,3,41.62,Average
S102951,8.01,69.99,70.14,1,75.3,Good
S102952,7.61,80.73,45.69,0,82.56,Average
S102953,8.98,80.4,62.09,2,54.96,Average
S102954,5.77,58.88,61.54,3,73.62,At_Risk
S102955,9.27,84.1,79.1,3,87.0,Excellent
S102956,8.21,75.54,73.36,0,56.72,Good
S102957,6.69,66.73,79.69,2,53.63,At_Risk
S102958,8.48,84.64,59.15,2,88.15,Average
S102959,5.56,47.75,70.77,0,87.67,At_Risk
S102960,5.93,60.68,38.18,1,89.95,At_Risk
S102961,6.21,63.16,62.68,1,72.92,At_Risk
S102962,6.31,56.22,48.71,1,72.03,Average
S102963,5.63,59.85,90.61,0,57.47,Average
S102964,8.59,75.78,74.07,1,68.83,Good
S102965,6.66,60.8,73.54,0,48.82,Average
S102966,7.46,72.77,52.08,4,84.83,At_Risk
S102967,6.26,56.0,66.32,3,63.85,At_Risk
S102968,4.63,45.07,76.58,0,94.13,At_Risk
S102969,7.35,70.8,56.67,1,57.66,Average
S102970,4.51,42.14,62.06,5,80.5,At_Risk
S102971,6.91,68.98,82.38,1,64.45,At_Risk
S102972,5.22,48.69,54.06,1,45.67,At_Risk
S102973,9.58,91.97,62.39,1,50.93,Average
S102974,8.18,82.34,57.37,2,92.93,Good
S102975,7.14,70.97,72.41,2,52.26,Average
S102976,8.64,85.25,78.08,2,78.73,Good
S102977,5.9,51.45,88.88,0,57.78,At_Risk
S102978,7.71,75.3,73.14,1,87.77,Average
S102979,7.26,65.45,84.22,1,83.34,Average
S102980,7.34,65.0,72.77,2,61.09,At_Risk
S102981,8.65,82.0,50.23,1,53.97,Good
S102982,7.95,71.93,68.52,1,91.25,Good
S102983,7.38,73.23,68.72,2,54.41,Average
S102984,4.85,49.32,81.86,0,64.71,Average
S102985,5.75,47.03,66.77,1,70.29,At_Risk
S102986,6.84,61.67,63.17,0,53.75,Average
S102987,7.12,61.81,56.93,0,54.29,At_Risk
S102988,5.53,50.69,64.6,0,73.24,At_Risk
S102989,10.0,96.82,66.84,3,55.54,At_Risk
S102990,8.97,84.26,75.75,1,49.35,Average
S102991,7.78,71.58,57.4,2,90.53,At_Risk
S102992,7.09,72.59,98.42,3,68.57,At_Risk
S102993,6.72,54.66,56.24,1,62.02,At_Risk
S102994,5.76,59.69,51.37,1,76.31,At_Risk
S102995,7.1,65.28,74.63,1,78.39,At_Risk
S102996,7.34,69.37,51.38,1,85.7,Average
S102997,5.39,49.05,68.33,1,46.31,At_Risk
S102998,7.43,76.8,59.0,4,45.82,At_Risk
S102999,6.8,60.0,76.48,3,81.37,At_Risk
S103000,4.52,42.99,70.01,3,62.21,At_Risk
S103001,5.88,57.98,82.85,1,69.42,Average
S103002,6.46,54.95,73.51,3,54.11,At_Risk
S103003,9.45,86.0,68.62,2,57.49,Good
S103004,7.72,72.78,70.66,3,54.94,At_Risk
S103005,5.26,46.0,55.41,2,87.45,At_Risk
S103006,7.63,69.24,58.91,0,87.77,Average
S103007,4.99,45.99,70.85,0,54.72,At_Risk
S103008,8.41,82.47,75.73,4,69.76,At_Risk
S103009,6.39,59.31,63.77,0,45.48,Average
S103010,6.88,69.7,65.23,0,68.76,At_Risk
S103011,8.72,78.88,62.88,3,80.97,Average
S103012,5.33,45.6,72.89,2,76.15,At_Risk
S103013,5.18,56.95,68.05,3,50.48,At_Risk
S103014,6.24,56.66,76.05,2,85.69,Average
S103015,8.35,74.08,59.97,3,75.31,Average
S103016,5.02,40.77,67.29,5,73.92,At_Risk
S103017,3.5,37.55,87.64,1,56.03,At_Risk
S103018,6.41,59.56,94.48,3,43.6,At_Risk
S103019,7.72,72.3,64.94,0,64.22,Average
S103020,8.56,81.0,85.1,1,89.47,Average
S103021,6.4,64.83,84.48,0,41.68,Average
S103022,6.47,60.7,78.66,1,66.93,At_Risk
S103023,8.5,90.1,44.91,1,73.27,Average
S103024,4.57,43.94,49.54,1,74.0,At_Risk
S103025,6.49,66.0,61.42,0,79.71,At_Risk
S103026,7.25,72.0,61.51,4,92.88,At_Risk
S103027,7.58,71.9,56.13,5,53.14,Good
S103028,6.34,57.86,75.23,3,78.17,At_Risk
S103029,7.04,68.25,75.95,3,74.96,At_Risk
S103030,3.77,37.81,91.29,2,80.23,At_Risk
S103031,6.14,56.08,60.11,2,95.69,At_Risk
S103032,7.59,72.77,59.54,1,58.42,At_Risk
S103033,5.72,59.31,70.43,0,85.41,At_Risk
S103034,7.08,75.51,51.26,0,78.14,At_Risk
S103035,7.58,75.44,92.31,3,90.18,Average
S103036,6.55,69.72,63.35,3,69.28,At_Risk
S103037,7.22,66.0,66.97,4,60.12,At_Risk
S103038,5.75,57.42,69.77,0,89.54,Average
S103039,6.73,69.3,66.08,0,88.39,Average
S103040,7.79,70.0,64.42,0,64.05,Average
S103041,7.2,66.5,98.62,2,78.97,Average
S103042,6.24,66.2,69.12,0,56.6,At_Risk
S103043,7.29,65.37,74.27,3,73.14,At_Risk
S103044,7.93,69.96,61.58,3,62.61,At_Risk
S103045,4.34,47.3,76.0,1,58.64,At_Risk
S103046,8.51,85.6,68.41,2,96.87,Average
S103047,6.56,64.08,71.24,4,53.97,At_Risk
S103048,7.55,71.57,74.21,2,52.34,Average
S103049,8.56,79.53,79.47,3,91.2,Average
S103050,5.22,50.69,77.1,4,87.18,Average
S103051,6.08,64.06,67.7,1,79.34,At_Risk
S103052,6.62,63.9,68.08,1,48.15,Average
S103053,5.98,65.49,53.54,2,66.87,Average
S103054,9.26,84.0,65.73,2,68.78,Average
S103055,5.89,55.84,69.4,4,54.31,Average
S103056,6.28,58.1,79.92,1,64.95,Average
S103057,7.27,64.68,37.22,2,87.92,At_Risk
S103058,5.44,51.04,72.02,0,51.45,At_Risk
S103059,6.49,63.28,57.95,3,50.44,At_Risk
S103060,7.41,73.0,78.09,0,77.5,Average
S103061,6.57,71.1,85.28,1,91.54,Average
S103062,6.88,67.2,67.37,2,54.76,At_Risk
S103063,6.31,64.56,86.65,2,91.45,Average
S103064,5.03,48.06,79.28,1,65.18,At_Risk
S103065,7.42,77.18,69.81,1,93.53,Average
S103066,9.28,97.77,47.16,1,63.36,Good
S103067,7.02,68.85,73.0,0,70.62,Average
S103068,7.29,65.31,57.23,0,49.82,At_Risk
S103069,7.9,72.86,30.83,2,63.1,At_Risk
S103070,5.35,51.95,53.7,2,56.05,At_Risk
S103071,9.21,89.35,85.53,4,91.25,Average
S103072,7.26,71.79,69.68,1,56.28,Average
S103073,9.12,88.49,83.96,3,55.95,Good
S103074,6.05,57.47,88.47,1,62.93,At_Risk
S103075,9.36,86.41,71.6,3,89.39,Good
S103076,8.01,77.68,60.5,1,63.74,At_Risk
S103077,7.72,80.75,54.29,2,67.44,Average
S103078,7.3,73.47,67.18,2,84.96,Average
S103079,6.68,65.57,56.4,3,86.02,At_Risk
S103080,8.56,85.44,53.27,0,49.7,Average
S103081,7.18,66.75,59.6,4,86.32,Average
S103082,4.44,40.0,64.52,1,91.19,Average
S103083,5.55,49.71,64.87,2,76.5,At_Risk
S103084,6.76,63.7,66.84,3,77.06,At_Risk
S103085,7.4,68.6,73.53,2,69.5,At_Risk
S103086,6.93,70.63,65.65,0,59.69,At_Risk
S103087,8.58,79.65,77.8,0,47.36,Excellent
S103088,4.46,39.19,77.28,2,62.32,At_Risk
S103089,7.19,76.04,80.99,3,49.51,At_Risk
S103090,4.64,42.2,66.47,2,87.04,At_Risk
S103091,7.99,76.5,51.88,3,97.03,Average
S103092,6.88,67.14,64.87,1,67.52,Average
S103093,7.55,67.14,55.41,2,80.32,Average
S103094,5.88,60.77,78.36,0,60.17,Average
S103095,8.66,84.85,48.79,1,50.1,Average
S103096,8.35,85.6,72.43,1,62.67,Average
S103097,7.76,70.99,70.62,1,63.65,Average
S103098,6.83,65.3,77.53,1,69.81,Average
S103099,7.75,74.0,71.54,3,58.44,At_Risk
S103100,6.08,58.83,67.39,1,65.2,Average
S103101,8.11,71.25,53.79,1,75.31,At_Risk
S103102,9.14,87.31,90.18,3,64.54,Average
S103103,8.39,74.02,67.33,1,95.11,Average
S103104,6.05,58.92,63.43,0,57.89,At_Risk
S103105,7.47,62.45,69.5,2,70.56,At_Risk
S103106,5.32,43.12,82.68,1,88.97,Average
S103107,7.74,76.84,64.73,2,80.68,Good
S103108,7.59,69.88,82.96,3,58.5,Average
S103109,4.57,39.46,70.67,3,96.99,At_Risk
S103110,5.49,57.24,77.55,2,46.06,Average
S103111,6.63,64.31,71.35,2,54.09,Average
S103112,6.61,66.27,76.76,1,87.62,Good
S103113,5.43,50.9,79.4,2,53.89,At_Risk
S103114,7.51,82.02,73.63,2,54.84,Average
S103115,7.33,67.19,88.74,1,69.97,Average
S103116,6.75,71.08,66.49,0,58.07,At_Risk
S103117,6.02,56.92,83.39,2,96.76,At_Risk
S103118,8.36,72.83,59.92,2,63.34,Average
S103119,9.15,88.88,73.28,3,65.31,Good
S103120,6.37,61.8,57.23,3,55.99,At_Risk
S103121,6.2,55.0,57.44,0,64.03,Average
S103122,7.64,68.88,85.09,1,74.52,Average
S103123,6.53,61.98,95.15,4,63.56,At_Risk
S103124,6.82,66.18,65.9,1,46.98,Average
S103125,7.96,65.75,54.92,1,83.9,At_Risk
S103126,4.52,47.13,67.86,3,66.57,At_Risk
S103127,8.71,81.0,57.98,0,58.85,Average
S103128,7.09,62.07,84.87,4,59.93,Average
S103129,6.47,65.0,75.84,2,48.28,Average
S103130,6.88,65.3,75.57,2,59.42,Average
S103131,6.95,70.9,66.52,1,71.35,At_Risk
S103132,4.75,46.87,58.66,1,65.03,At_Risk
S103133,8.94,84.96,81.73,2,74.89,Average
S103134,7.05,66.4,66.57,2,56.95,At_Risk
S103135,7.58,73.9,54.53,5,86.33,Average
S103136,8.24,76.6,88.17,1,47.05,Good
S103137,5.67,50.48,100.0,1,68.11,Average
S103138,7.62,74.79,70.04,3,90.46,At_Risk
S103139,6.65,62.62,72.63,1,60.38,At_Risk
S103140,8.1,77.09,91.56,3,69.52,Average
S103141,4.23,44.59,64.13,1,86.9,At_Risk
S103142,6.87,65.0,82.63,1,98.86,At_Risk
S103143,6.22,59.12,60.56,2,82.94,At_Risk
S103144,7.56,69.44,74.25,0,62.31,Average
S103145,7.61,74.0,55.46,0,69.86,Average
S103146,6.08,59.2,64.68,1,91.3,Average
S103147,6.07,61.0,46.45,0,76.78,At_Risk
S103148,6.86,62.8,74.39,0,62.71,Average
S103149,5.83,53.6,73.2,1,70.67,Average
S103150,8.09,80.07,54.73,3,63.09,Average
S103151,6.52,62.95,96.54,2,93.43,Average
S103152,3.5,35.0,68.99,2,89.03,At_Risk
S103153,6.51,67.1,66.17,1,55.16,Average
S103154,5.65,46.88,55.29,1,94.59,At_Risk
S103155,4.88,49.49,78.15,1,70.7,Average
S103156,5.39,46.0,56.34,0,49.55,At_Risk
S103157,7.14,75.0,77.94,0,97.79,Good
S103158,8.73,76.73,56.61,1,61.54,Average
S103159,7.41,74.98,73.65,2,78.81,At_Risk
S103160,6.21,58.68,65.48,1,67.25,At_Risk
S103161,7.59,70.66,78.2,2,51.04,Average
S103162,6.4,61.57,51.09,0,88.88,Average
S103163,6.1,60.45,73.94,3,61.9,At_Risk
S103164,5.5,49.0,55.25,1,57.77,At_Risk
S103165,4.72,41.6,59.59,0,78.27,At_Risk
S103166,6.49,64.28,75.54,2,86.82,At_Risk
S103167,7.21,61.62,68.61,6,94.43,At_Risk
S103168,6.87,62.97,72.85,0,78.81,Average
S103169,6.46,73.53,77.77,3,68.54,At_Risk
S103170,5.77,50.95,70.16,3,52.41,At_Risk
S103171,7.79,78.6,66.21,0,62.9,Average
S103172,5.29,47.89,54.99,1,53.33,At_Risk
S103173,8.01,78.12,96.55,1,66.87,At_Risk
S103174,5.7,56.74,75.12,0,70.6,Average
S103175,6.02,61.72,68.01,2,72.54,Good
S103176,5.09,47.58,63.84,1,87.03,At_Risk
S103177,6.35,68.26,70.7,2,64.96,At_Risk
S103178,8.27,76.19,67.93,5,75.46,At_Risk
S103179,7.67,73.8,74.87,2,56.97,Average
S103180,8.27,79.56,60.54,1,79.7,Average
S103181,7.68,68.46,89.84,1,73.0,Average
S103182,5.57,51.73,76.97,1,73.71,At_Risk
S103183,6.57,63.0,44.51,4,62.31,At_Risk
S103184,5.99,55.14,71.74,3,51.38,At_Risk
S103185,8.73,92.7,78.47,3,75.47,Average
S103186,5.44,48.0,50.84,0,82.24,At_Risk
S103187,8.16,82.25,82.32,3,47.0,Average
S103188,8.16,81.0,76.19,2,75.14,Average
S103189,9.38,89.0,50.99,1,83.6,Average
S103190,6.47,57.98,65.75,1,77.92,At_Risk
S103191,7.93,72.22,53.15,2,86.64,Average
S103192,9.97,92.61,78.88,0,83.99,Good
S103193,6.2,51.73,54.77,0,85.72,Average
S103194,5.0,43.53,55.85,0,61.92,Average
S103195,4.56,37.35,69.07,4,69.19,At_Risk
S103196,7.93,80.69,94.92,2,46.67,Average
S103197,4.55,45.72,83.87,2,77.84,At_Risk
S103198,6.52,65.05,55.14,4,72.75,At_Risk
S103199,7.57,74.26,52.08,2,64.57,Average
S103200,7.24,69.45,60.31,1,63.1,Average
S103201,7.55,77.6,49.77,0,87.16,Average
S103202,7.29,66.8,78.23,2,79.25,Average
S103203,8.66,82.72,76.56,3,71.95,Average
S103204,5.76,57.73,79.88,2,52.31,At_Risk
S103205,6.12,53.0,68.64,2,67.84,At_Risk
S103206,6.0,69.34,69.56,1,64.57,Average
S103207,8.08,76.87,54.14,2,83.45,Average
S103208,8.17,78.19,71.57,1,75.69,Average
S103209,7.59,77.1,84.43,2,83.26,Average
S103210,8.54,84.78,62.41,2,82.49,Average
S103211,5.47,52.1,73.29,3,89.94,At_Risk
S103212,9.17,87.61,68.88,2,84.84,Excellent
S103213,8.98,79.3,61.07,2,85.01,Good
S103214,7.96,73.36,74.69,3,54.39,At_Risk
S103215,9.32,90.57,91.63,0,74.31,Good
S103216,4.85,47.82,85.88,0,83.95,Average
S103217,6.32,64.91,57.06,4,43.51,At_Risk
S103218,6.04,56.94,69.55,0,69.71,At_Risk
S103219,7.94,69.86,77.51,2,63.82,At_Risk
S103220,5.63,57.76,69.08,0,71.15,Average
S103221,7.98,81.6,51.3,1,81.83,Good
S103222,8.78,87.0,58.16,4,92.12,Average
S103223,7.9,74.43,76.16,0,72.83,At_Risk
S103224,7.37,74.18,93.07,1,69.74,Average
S103225,5.72,68.02,59.59,3,57.08,At_Risk
S103226,5.9,56.5,55.62,0,58.93,At_Risk
S103227,8.62,76.69,82.67,1,69.43,Average
S103228,8.01,73.78,71.05,2,79.79,Average
S103229,6.95,68.52,62.94,1,50.46,At_Risk
S103230,6.46,55.0,65.49,2,55.04,At_Risk
S103231,4.37,42.16,66.16,5,85.31,At_Risk
S103232,5.61,54.8,77.77,0,61.07,Average
S103233,9.48,96.25,70.96,0,66.27,Excellent
S103234,5.34,55.93,48.11,2,49.2,At_Risk
S103235,7.25,72.3,66.35,3,49.5,At_Risk
S103236,8.31,70.29,91.87,0,79.37,Good
S103237,5.37,54.69,82.42,1,82.93,At_Risk
S103238,7.24,71.6,84.3,0,75.36,Average
S103239,8.22,79.1,57.14,0,64.19,Average
S103240,7.02,59.73,72.7,2,71.22,At_Risk
S103241,10.0,91.89,80.34,1,81.08,Excellent
S103242,4.83,41.23,68.96,2,72.08,At_Risk
S103243,8.38,71.52,83.38,2,65.38,Average
S103244,6.78,64.35,56.87,1,62.7,At_Risk
S103245,8.0,72.84,70.77,2,95.69,Good
S103246,7.57,82.45,60.28,1,67.65,Excellent
S103247,6.05,56.77,87.2,1,84.19,At_Risk
S103248,7.3,74.5,67.28,1,39.15,Average
S103249,4.58,37.28,65.26,1,73.38,At_Risk
S103250,7.78,71.83,53.23,2,83.48,Average
S103251,7.39,70.57,78.77,4,48.56,Average
S103252,7.83,70.75,73.74,2,68.06,Average
S103253,8.38,77.88,67.76,1,53.5,Average
S103254,7.48,70.17,75.84,1,51.95,Average
S103255,7.19,67.39,81.93,0,84.04,Average
S103256,5.85,63.04,70.63,2,51.64,At_Risk
S103257,6.07,59.22,73.78,0,86.31,Average
S103258,8.54,83.07,75.04,1,58.89,Average
S103259,8.87,86.4,45.1,0,49.3,Average
S103260,6.69,66.01,74.13,4,46.3,At_Risk
S103261,7.06,66.74,46.72,1,70.62,At_Risk
S103262,5.82,54.0,68.1,2,54.18,At_Risk
S103263,8.52,81.7,75.32,1,45.53,At_Risk
S103264,7.87,79.35,44.25,2,64.98,At_Risk
S103265,9.52,94.98,68.67,3,74.13,Average
S103266,5.86,55.0,63.4,2,80.56,Average
S103267,6.51,64.9,64.77,3,87.51,At_Risk
S103268,7.3,68.58,78.1,1,73.18,At_Risk
S103269,7.84,74.62,92.7,1,68.83,Average
S103270,6.72,61.94,77.56,1,98.46,Good
S103271,5.87,55.0,68.33,1,61.54,At_Risk
S103272,8.15,82.75,50.5,1,86.91,Average
S103273,7.94,75.8,85.78,2,70.47,At_Risk
S103274,5.81,55.73,65.88,0,85.34,At_Risk
S103275,8.76,77.45,46.08,1,85.7,Average
S103276,8.52,79.71,52.97,1,65.32,At_Risk
S103277,7.17,67.19,51.5,3,87.96,Average
S103278,7.1,64.2,53.52,2,69.4,Average
S103279,7.72,73.43,81.18,1,53.52,Average
S103280,5.88,54.14,70.58,1,62.49,At_Risk
S103281,7.04,67.19,75.03,0,77.86,Average
S103282,4.2,40.4,31.59,3,57.67,At_Risk
S103283,8.14,73.5,77.98,3,66.88,Average
S103284,4.97,45.62,76.19,0,80.6,Average
S103285,8.95,85.38,44.71,2,74.51,Average
S103286,6.57,67.16,51.82,1,69.14,At_Risk
S103287,6.72,64.9,82.79,2,57.14,Average
S103288,6.18,56.1,60.25,2,64.95,Average
S103289,6.63,64.54,81.12,3,72.75,At_Risk
S103290,8.84,90.85,68.13,1,66.71,Average
S103291,3.77,39.44,61.33,4,78.02,At_Risk
S103292,8.66,84.46,66.18,1,88.51,At_Risk
S103293,7.44,73.58,42.11,1,46.24,Average
S103294,5.43,57.35,72.95,2,55.77,At_Risk
S103295,5.6,57.52,52.41,3,70.76,At_Risk
S103296,9.18,89.47,44.21,1,67.36,Good
S103297,5.77,59.1,48.74,3,79.55,At_Risk
S103298,5.5,47.93,56.18,3,63.84,At_Risk
S103299,8.48,75.0,75.61,1,59.26,At_Risk
S103300,7.44,71.31,57.61,3,85.49,Average
S103301,5.78,55.19,77.78,1,71.43,At_Risk
S103302,7.28,67.0,79.51,0,46.82,Average
S103303,5.67,57.14,80.54,2,58.93,At_Risk
S103304,8.43,72.64,91.89,1,61.38,Average
S103305,8.38,77.47,74.12,4,55.39,Average
S103306,7.69,71.13,75.56,5,60.03,At_Risk
S103307,7.47,64.42,59.64,2,58.6,At_Risk
S103308,9.29,94.23,37.94,1,80.89,Average
S103309,7.0,61.06,72.2,3,55.09,At_Risk
S103310,5.46,49.55,50.21,1,45.93,At_Risk
S103311,7.58,75.68,49.82,1,63.65,Average
S103312,9.71,94.8,52.86,2,74.26,Average
S103313,5.68,49.54,76.43,2,82.54,At_Risk
S103314,6.53,64.77,80.56,0,66.4,Average
S103315,7.54,72.8,70.09,1,95.73,Average
S103316,6.93,75.17,53.59,2,59.3,At_Risk
S103317,5.72,55.98,64.32,0,97.11,At_Risk
S103318,8.46,79.8,86.34,2,44.61,Good
S103319,10.0,91.57,64.55,0,63.4,Good
S103320,7.25,65.95,61.48,4,93.05,Average
S103321,5.82,52.03,85.58,4,67.35,At_Risk
S103322,4.99,52.85,97.65,2,69.66,At_Risk
S103323,7.34,69.76,63.73,2,62.88,Average
S103324,8.44,82.39,46.82,1,55.49,Average
S103325,7.62,78.43,69.01,1,66.99,Average
S103326,7.0,57.04,63.61,2,78.03,At_Risk
S103327,6.23,64.34,87.24,2,77.56,Average
S103328,5.58,53.23,51.34,2,83.58,At_Risk
S103329,8.09,78.55,56.07,3,59.58,At_Risk
S103330,8.19,74.5,63.19,2,74.04,Average
S103331,4.99,44.39,77.02,1,96.32,At_Risk
S103332,9.07,88.09,54.24,2,70.73,Average
S103333,7.75,83.13,81.95,1,69.29,Average
S103334,8.82,87.8,61.61,2,71.69,Average
S103335,5.26,54.99,48.32,4,55.52,At_Risk
S103336,5.22,48.86,56.99,0,58.41,At_Risk
S103337,6.81,62.26,50.23,1,62.01,At_Risk
S103338,7.65,69.59,51.21,1,83.15,Average
S103339,9.34,86.73,93.05,4,51.24,Average
S103340,7.92,67.01,69.8,2,73.26,At_Risk
S103341,6.68,60.6,81.81,4,62.62,At_Risk
S103342,5.67,51.58,62.65,1,86.36,Average
S103343,8.6,80.99,75.92,0,71.69,Average
S103344,5.75,55.11,57.52,1,53.4,At_Risk
S103345,9.12,88.06,90.26,3,80.77,Good
S103346,6.63,62.93,64.71,2,83.93,At_Risk
S103347,9.07,83.82,57.01,0,77.79,Excellent
S103348,7.88,67.03,51.41,0,85.82,At_Risk
S103349,6.82,62.51,53.1,2,66.46,At_Risk
S103350,6.32,56.2,51.44,0,51.93,Average
S103351,6.56,64.15,90.44,2,61.46,At_Risk
S103352,7.56,75.43,65.18,1,74.6,Average
S103353,7.1,71.21,64.21,2,65.6,At_Risk
S103354,6.23,62.0,100.0,0,69.51,Average
S103355,6.78,64.0,87.83,0,69.78,At_Risk
S103356,7.1,65.38,51.71,2,71.62,At_Risk
S103357,4.23,37.22,85.5,0,64.73,Average
S103358,7.6,66.13,63.36,1,90.99,Average
S103359,5.73,58.37,66.31,0,54.93,At_Risk
S103360,5.5,51.56,60.3,2,55.25,At_Risk
S103361,4.81,40.68,66.04,4,53.24,At_Risk
S103362,4.67,41.04,60.16,0,84.23,Average
S103363,5.24,46.29,63.59,0,73.77,At_Risk
S103364,6.08,57.92,62.55,4,78.13,At_Risk
S103365,9.54,94.89,74.1,0,53.53,Excellent
S103366,6.32,58.61,74.54,2,60.64,Average
S103367,7.23,59.69,69.77,0,86.55,At_Risk
S103368,7.52,70.69,87.26,2,69.4,At_Risk
S103369,7.17,67.49,81.88,2,69.47,Average
S103370,6.9,64.64,85.13,1,56.77,Good
S103371,5.45,49.23,58.33,3,75.81,At_Risk
S103372,8.89,85.29,52.96,2,76.71,At_Risk
S103373,9.35,89.08,71.63,2,85.9,Average
S103374,4.81,45.62,73.4,1,93.36,At_Risk
S103375,5.67,55.5,55.02,4,83.45,At_Risk
S103376,6.64,61.0,72.31,3,94.44,At_Risk
S103377,5.75,52.64,45.63,2,81.55,At_Risk
S103378,7.66,78.27,63.56,0,77.59,Average
S103379,6.05,59.74,51.08,1,64.11,At_Risk
S103380,9.81,96.55,73.41,1,83.94,Good
S103381,8.55,86.11,78.28,1,52.06,Good
S103382,7.28,71.23,40.9,1,86.64,Good
S103383,8.34,82.9,27.7,1,73.6,At_Risk
S103384,8.44,73.84,88.59,1,80.22,Excellent
