student_id,attendance_percentage,study_hours_daily,self_learning_hours,study_hours_per_week,last_sync_time
S102626,100.0,3.9,2.35,25.59,2024-03-15 00:00:00
S102627,94.43,3.66,1.14,8.54,2024-04-19 00:00:00
S102628,54.1,3.28,1.18,35.32,2024-04-10 00:00:00
S102629,81.33,3.15,2.49,26.12,2024-03-18 00:00:00
S102630,95.73,3.71,0.71,5.43,2024-03-06 00:00:00
S102631,59.05,2.58,0.25,8.01,2024-05-18 00:00:00
S102632,66.18,1.23,1.17,34.72,2024-02-06 00:00:00
S102633,76.99,0.56,2.32,22.26,2024-05-13 00:00:00
S102634,76.11,4.92,0.41,10.82,2024-01-03 00:00:00
S102635,76.0,1.38,0.49,15.55,2024-05-03 00:00:00
S102636,85.0,0.57,0.73,20.28,2024-03-31 00:00:00
S102637,90.63,2.46,0.25,21.22,2024-01-26 00:00:00
S102638,93.2,6.65,2.01,24.58,2024-04-04 00:00:00
S102639,85.74,4.3,0.72,16.7,2024-04-30 00:00:00
S102640,87.93,4.07,0.89,16.96,2024-03-31 00:00:00
S102641,57.85,1.7,0.13,12.45,2024-02-26 09:17:20
S102642,74.44,3.88,1.55,8.5,2024-04-17 00:00:00
S102643,67.55,1.41,0.8,8.17,2024-02-29 00:00:00
S102644,63.95,2.96,1.22,13.99,2024-03-11 00:00:00
S102645,92.14,5.54,0.11,17.41,2024-01-17 00:00:00
S102646,77.37,2.28,1.83,4.81,2024-02-17 00:00:00
S102647,81.16,1.77,5.46,29.32,2024-03-14 00:00:00
S102648,56.9,3.77,0.35,10.13,2024-02-10 00:00:00
S102649,66.39,3.02,8.0,9.0,2024-03-19 00:00:00
S102650,100.0,0.56,2.26,14.8,2024-01-29 00:00:00
S102651,81.85,2.98,2.0,0.0,2024-02-15 00:00:00
S102652,99.5,2.07,3.34,17.53,2024-01-17 00:00:00
S102653,61.9,3.76,3.16,8.07,2024-04-28 00:00:00
S102654,98.61,2.11,1.14,1.55,2024-04-03 00:00:00
S102655,83.96,3.86,4.03,16.0,2024-05-28 00:00:00
S102656,82.9,4.5,1.44,16.0,2024-04-19 00:00:00
S102657,75.67,3.4,3.58,28.62,2024-05-16 00:00:00
S102658,78.96,4.32,0.12,16.26,2024-03-16 00:00:00
S102659,81.0,5.68,0.77,16.21,2024-01-14 00:00:00
S102660,72.91,0.58,1.98,15.29,2024-03-09 00:00:00
S102661,79.65,2.6,0.69,0.0,2024-04-03 00:00:00
S102662,96.46,6.42,1.17,15.54,2024-03-24 00:00:00
S102663,75.81,1.95,1.3,14.66,2024-04-16 00:00:00
S102664,77.0,0.92,7.2,13.99,2024-02-15 00:00:00
S102665,58.47,2.77,0.6,9.16,2024-04-23 00:00:00
S102666,94.0,4.58,0.15,18.96,2024-05-14 00:00:00
S102667,78.0,2.22,1.22,8.16,2024-04-26 00:00:00
S102668,87.7,3.94,0.84,19.94,2024-02-29 00:00:00
S102669,89.24,4.41,0.09,17.72,2024-05-21 00:00:00
S102670,100.0,2.44,2.47,24.82,2024-03-21 00:00:00
S102671,66.76,3.24,2.65,11.75,2024-02-16 00:00:00
S102672,81.4,4.21,0.12,24.36,2024-05-26 00:00:00
S102673,67.94,1.39,0.29,16.49,2024-02-13 00:00:00
S102674,74.32,3.79,4.16,14.47,2024-03-14 00:00:00
S102675,72.0,5.22,0.35,9.03,2024-01-27 00:00:00
S102676,91.0,3.38,0.03,17.77,2024-03-18 00:00:00
S102677,70.95,1.28,0.11,11.67,2024-03-03 00:00:00
S102678,85.28,3.21,0.17,14.8,2024-02-01 00:00:00
S102679,94.08,4.67,0.57,20.44,2024-02-06 00:00:00
S102680,61.15,3.65,0.1,14.78,2024-03-12 00:00:00
S102681,67.37,3.11,1.54,17.22,2024-04-05 00:00:00
S102682,89.0,0.12,1.37,25.6,2024-04-02 00:00:00
S102683,69.46,4.11,0.23,18.94,2024-02-12 00:00:00
S102684,89.33,3.7,3.22,10.25,2024-04-02 00:00:00
S102685,73.7,1.58,3.37,12.16,2024-02-23 00:00:00
S102686,59.0,2.01,0.56,15.98,2024-01-27 00:00:00
S102687,73.8,2.89,3.23,29.85,2024-02-21 00:00:00
S102688,85.1,4.54,1.44,5.66,2024-04-03 00:00:00
S102689,71.55,6.49,2.85,16.33,2024-03-25 00:00:00
S102690,78.51,1.89,1.18,24.55,2024-04-11 00:00:00
S102691,84.2,1.72,0.19,19.3,2024-02-24 00:00:00
S102692,73.86,2.54,0.95,14.07,2024-04-27 00:00:00
S102693,76.97,4.81,2.68,2.96,2024-02-23 00:00:00
S102694,68.61,1.07,8.0,25.58,2024-12-05 00:00:00
S102695,68.57,2.14,0.43,11.69,2024-01-28 00:00:00
S102696,86.87,2.59,1.22,8.33,2024-01-25 00:00:00
S102697,76.76,4.12,1.9,16.76,2024-04-09 00:00:00
S102698,54.17,1.35,1.03,24.99,2024-05-03 05:31:39
S102699,83.24,5.09,0.08,17.83,2024-04-26 00:00:00
S102700,93.6,3.05,0.27,12.45,2024-05-06 00:00:00
S102701,68.81,1.66,0.07,16.74,2024-01-26 00:00:00
S102702,63.27,4.1,0.16,15.83,2024-05-16 00:00:00
S102703,86.81,0.16,4.26,11.72,2024-02-21 00:00:00
S102704,92.76,4.45,0.31,15.47,2024-11-03 00:00:00
S102705,85.2,3.65,0.57,9.23,2024-05-24 00:00:00
S102706,73.4,3.62,0.63,8.08,2024-01-16 00:00:00
S102707,76.3,2.31,1.58,18.87,2024-01-25 21:17:42
S102708,65.91,2.39,0.32,12.24,2024-04-08 00:00:00
S102709,100.0,5.71,1.15,14.82,2024-03-09 00:00:00
S102710,92.55,1.01,0.24,9.6,2024-02-10 00:00:00
S102711,77.81,2.57,7.26,11.03,2024-03-01 00:00:00
S102712,85.96,2.22,1.22,11.62,2024-03-12 10:33:02
S102713,56.52,4.65,0.63,10.89,2024-02-13 00:00:00
S102714,72.73,0.0,0.22,12.13,2024-01-31 00:00:00
S102715,93.26,1.62,0.28,16.38,2024-02-05 00:00:00
S102716,97.0,3.01,0.16,24.73,2024-03-04 00:00:00
S102717,63.93,4.64,2.61,20.33,2024-02-21 12:37:15
S102718,88.32,0.69,0.71,12.66,2024-01-04 00:00:00
S102719,80.35,4.01,1.36,10.57,2024-12-02 00:00:00
S102720,60.3,3.4,0.45,2.55,2024-03-18 00:00:00
S102721,83.95,3.17,1.04,10.29,2024-01-29 00:00:00
S102722,91.86,4.23,2.9,7.31,2024-02-05 00:00:00
S102723,67.74,1.49,2.51,15.38,2024-04-04 00:00:00
S102724,62.84,4.84,0.42,26.68,2024-04-02 18:03:40
S102725,85.77,5.35,2.75,12.23,2024-09-02 00:00:00
S102726,93.0,3.76,0.38,4.83,2024-05-24 00:00:00
S102727,71.89,3.9,1.91,13.63,2024-01-31 00:00:00
S102728,69.76,4.57,1.64,11.91,2024-03-06 00:00:00
S102729,75.0,2.56,0.24,23.83,2024-02-18 00:00:00
S102730,95.0,1.34,1.07,1.81,2024-05-05 00:00:00
S102731,89.81,1.46,0.63,8.06,2024-02-17 00:00:00
S102732,89.1,2.68,2.46,20.33,2024-02-02 00:00:00
S102733,92.69,5.55,0.7,4.01,2024-07-05 00:00:00
S102734,64.94,3.17,0.24,19.02,2024-01-28 00:00:00
S102735,62.11,2.78,1.15,10.34,2024-05-27 00:00:00
S102736,76.47,3.65,2.31,22.18,2024-01-25 00:00:00
S102737,77.93,6.13,4.64,14.66,2024-03-07 00:00:00
S102738,78.26,4.03,0.42,13.88,2024-05-03 00:00:00
S102739,66.0,1.37,0.07,19.19,2024-03-15 00:00:00
S102740,62.32,2.81,0.27,15.13,2024-02-13 00:00:00
S102741,86.45,3.78,1.22,6.35,2024-04-22 00:00:00
S102742,85.72,0.34,0.34,11.35,2024-03-31 00:00:00
S102743,61.19,3.37,4.93,3.61,2024-05-02 00:00:00
S102744,72.35,2.2,0.65,8.95,2024-05-14 00:00:00
S102745,74.67,4.26,1.43,0.03,2024-02-29 00:00:00
S102746,79.46,4.67,1.05,31.37,2024-02-23 00:00:00
S102747,100.0,1.94,3.38,14.82,2024-05-01 00:00:00
S102748,48.5,3.81,0.55,18.73,2024-04-30 00:00:00
S102749,64.96,1.3,2.2,9.15,2024-01-27 00:00:00
S102750,87.72,4.53,2.85,18.68,2024-03-23 00:00:00
S102751,70.56,3.09,0.49,20.42,2024-05-04 00:00:00
S102752,55.62,1.45,1.15,21.55,2024-02-12 00:00:00
S102753,81.13,2.98,1.3,14.42,2024-02-16 00:00:00
S102754,84.5,2.94,5.56,22.11,2024-04-17 00:00:00
S102755,89.44,3.19,0.61,10.75,2024-05-04 00:00:00
S102756,61.71,2.83,0.6,17.62,2024-04-25 00:00:00
S102757,90.66,4.25,1.08,15.34,2024-04-27 00:00:00
S102758,63.63,5.28,4.09,6.77,2024-05-21 00:00:00
S102759,74.2,0.11,0.23,2.19,2024-07-03 00:00:00
S102760,75.57,2.61,1.22,12.91,2024-02-19 00:00:00
S102761,84.0,0.81,1.01,12.93,2024-03-25 11:43:33
S102762,65.94,2.01,0.06,13.11,2024-03-07 00:00:00
S102763,81.73,3.32,0.68,22.35,2024-01-17 00:00:00
S102764,66.9,3.54,3.43,24.63,2024-01-21 00:00:00
S102765,86.74,2.71,5.32,19.6,2024-04-09 00:00:00
S102766,81.0,1.67,1.35,19.11,2024-01-29 17:12:21
S102767,48.44,2.6,0.32,14.44,2024-05-18 00:00:00
S102768,81.73,1.28,0.3,16.24,2024-04-06 00:00:00
S102769,61.3,1.5,0.29,18.01,2024-01-23 00:00:00
S102770,100.0,2.88,3.59,15.98,2024-05-10 00:00:00
S102771,70.44,2.59,4.63,19.15,2024-04-14 00:00:00
S102772,52.96,5.03,1.89,15.32,2024-01-02 00:00:00
S102773,58.87,2.29,1.67,11.53,2024-04-03 00:00:00
S102774,94.39,3.11,2.33,16.83,2024-03-20 00:00:00
S102775,100.0,0.16,0.03,13.35,2024-03-30 00:00:00
S102776,73.49,1.46,2.19,25.17,2024-05-02 00:00:00
S102777,75.63,2.27,2.46,12.01,2024-01-28 00:00:00
S102778,91.99,3.87,0.45,35.02,2024-02-15 00:00:00
S102779,88.47,5.21,1.43,26.48,2024-02-14 00:00:00
S102780,88.34,2.11,3.31,7.07,2024-10-04 00:00:00
S102781,97.03,2.55,0.09,23.76,2024-04-11 00:00:00
S102782,79.67,4.05,0.09,14.12,2024-01-21 00:00:00
S102783,76.0,1.37,3.82,18.96,2024-05-14 00:00:00
S102784,92.09,5.78,0.62,26.04,2024-03-23 00:00:00
S102785,69.11,6.26,0.0,9.57,2024-02-26 00:00:00
S102786,85.71,2.19,1.98,11.76,2024-02-13 00:00:00
S102787,60.87,5.04,1.79,20.27,2024-02-08 00:00:00
S102788,80.8,4.46,2.1,12.43,2024-04-16 00:00:00
S102789,45.1,2.8,0.28,0.0,2024-04-02 00:00:00
S102790,96.32,3.56,0.62,21.75,2024-05-17 00:00:00
S102791,73.48,5.34,4.06,17.59,2024-11-05 00:00:00
S102792,67.0,2.74,2.63,14.84,2024-04-24 00:00:00
S102793,75.9,2.32,1.43,15.88,2024-03-20 00:00:00
S102794,92.0,4.62,1.0,30.67,2024-01-16 00:00:00
S102795,59.71,1.21,1.22,22.09,2024-02-16 00:00:00
S102796,75.31,0.71,0.08,8.97,2024-04-13 00:00:00
S102797,90.0,4.43,2.07,15.86,2024-04-26 00:00:00
S102798,86.61,3.96,1.54,23.3,2024-02-15 00:00:00
S102799,77.96,2.69,0.48,23.15,2024-04-12 16:01:47
S102800,64.34,4.82,1.06,4.48,2024-03-04 00:00:00
S102801,59.96,6.06,4.89,11.49,2024-05-08 00:00:00
S102802,83.57,2.99,3.02,7.06,2024-03-15 00:00:00
S102803,78.63,3.52,4.85,19.48,2024-02-23 00:00:00
S102804,84.84,3.27,1.56,8.65,2024-03-13 00:00:00
S102805,73.39,2.73,0.34,25.88,2024-01-31 00:00:00
S102806,64.66,0.73,3.35,24.07,2024-04-02 00:00:00
S102807,80.67,5.01,3.53,13.27,2024-03-17 00:00:00
S102808,53.2,3.29,0.6,6.15,2024-05-15 00:00:00
S102809,54.35,2.72,3.41,9.48,2024-04-15 00:00:00
S102810,54.14,5.02,1.06,18.16,2024-01-30 00:00:00
S102811,65.5,4.85,0.18,20.97,2024-05-20 00:00:00
S102812,52.26,2.96,3.15,14.73,2024-05-18 00:00:00
S102813,81.88,2.14,2.07,0.0,2024-05-04 00:00:00
S102814,74.08,5.43,0.1,19.76,2024-05-13 00:00:00
S102815,86.65,3.51,0.37,0.86,2024-02-02 18:55:56
S102816,85.97,2.77,1.14,0.17,2024-05-02 00:00:00
S102817,76.66,0.95,2.05,21.99,2024-04-09 00:00:00
S102818,96.21,3.12,0.53,6.7,2024-03-18 00:00:00
S102819,84.65,1.0,0.26,16.75,2024-02-02 00:00:00
S102820,61.4,2.67,0.12,15.64,2024-03-19 00:00:00
S102821,76.99,0.2,1.15,9.36,2024-05-29 00:00:00
S102822,95.67,3.4,1.65,16.44,2024-04-05 00:00:00
S102823,81.89,4.47,3.43,11.15,2024-05-21 00:00:00
S102824,84.28,2.05,0.26,15.33,2024-01-02 00:00:00
S102825,71.38,4.73,0.73,12.3,2024-05-14 00:00:00
S102826,78.88,2.66,1.36,11.49,2024-05-29 00:00:00
S102827,75.72,3.34,0.39,10.38,2024-01-18 00:00:00
S102828,96.46,3.22,5.07,8.71,2024-05-09 00:00:00
S102829,71.97,2.08,1.27,20.97,2024-03-29 21:01:32
S102830,53.23,3.13,1.2,11.83,2024-03-22 00:00:00
S102831,77.43,0.0,1.12,7.08,2024-01-22 00:00:00
S102832,66.57,1.47,1.11,12.14,2024-01-10 00:00:00
S102833,86.67,1.88,0.67,11.31,2024-02-16 00:00:00
S102834,70.08,3.32,3.66,12.24,2024-05-26 00:00:00
S102835,56.7,2.12,0.65,19.99,2024-05-19 00:00:00
S102836,82.59,0.99,0.26,10.61,2024-03-12 00:00:00
S102837,63.0,3.69,5.64,12.34,2024-02-08 00:00:00
S102838,84.68,3.23,0.34,19.5,2024-05-24 00:00:00
S102839,60.3,3.13,0.67,18.11,2024-03-02 00:00:00
S102840,77.1,2.23,0.68,10.19,2024-02-23 00:00:00
S102841,74.82,3.11,0.64,21.76,2024-02-06 00:00:00
S102842,71.11,2.5,1.25,21.37,2024-02-09 00:00:00
S102843,47.68,2.7,0.58,20.87,2024-03-08 00:00:00
S102844,74.84,2.59,0.21,17.12,2024-01-24 00:00:00
S102845,59.0,4.56,1.68,13.78,2024-03-12 00:00:00
S102846,72.45,4.14,1.44,7.48,2024-01-24 00:00:00
S102847,86.76,0.86,5.25,5.31,2024-02-12 00:00:00
S102848,68.8,4.37,3.48,14.41,2024-06-02 00:00:00
S102849,76.24,1.39,1.66,15.1,2024-04-16 00:00:00
S102850,77.2,0.0,0.83,13.17,2024-03-29 00:00:00
S102851,81.75,2.13,0.49,14.22,2024-04-04 00:00:00
S102852,56.61,1.94,1.22,24.55,2024-02-16 00:00:00
S102853,100.0,2.73,0.36,26.39,2024-01-16 00:00:00
S102854,63.74,1.14,1.48,7.26,2024-02-14 00:00:00
S102855,82.76,0.11,0.19,17.02,2024-05-02 00:00:00
S102856,71.97,2.96,0.26,15.36,2024-02-23 00:00:00
S102857,68.4,2.45,0.44,19.72,2024-02-11 00:00:00
S102858,63.64,3.33,1.35,27.13,2024-02-16 00:00:00
S102859,57.18,0.94,1.95,30.32,2024-02-18 00:00:00
S102860,83.76,1.94,0.95,20.04,2024-04-19 00:00:00
S102861,100.0,2.2,3.42,15.28,2024-02-08 00:00:00
S102862,72.4,1.57,0.26,12.46,2024-02-01 00:00:00
S102863,69.61,0.0,0.91,32.41,2024-03-27 00:00:00
S102864,68.17,1.19,0.06,9.63,2024-01-25 01:36:19
S102865,66.55,3.73,1.48,20.76,2024-03-18 00:00:00
S102866,88.1,1.65,2.62,13.15,2024-03-02 00:00:00
S102867,76.4,4.94,8.0,5.63,2024-04-18 00:00:00
S102868,72.41,1.88,0.65,27.01,2024-05-28 00:00:00
S102869,82.12,4.49,0.44,2.8,2024-02-22 00:00:00
S102870,79.04,1.83,0.68,0.0,2024-04-29 00:00:00
S102871,76.31,3.02,1.16,19.9,2024-02-22 00:00:00
S102872,52.87,3.77,0.0,12.87,2024-03-25 00:00:00
S102873,72.66,1.66,3.53,18.02,2024-04-29 00:00:00
S102874,76.2,1.14,4.1,14.95,2024-02-12 00:00:00
S102875,53.82,0.83,0.54,19.2,2024-05-16 00:00:00
S102876,97.0,2.76,0.09,12.93,2024-03-01 00:00:00
S102877,57.77,2.32,4.47,21.32,2024-01-18 00:00:00
S102878,85.4,3.47,1.2,21.52,2024-03-05 00:00:00
S102879,95.9,1.58,0.3,25.84,2024-01-24 00:00:00
S102880,87.74,3.34,6.97,23.85,2024-05-04 00:00:00
S102881,70.3,1.48,1.97,14.25,2024-04-14 00:00:00
S102882,86.84,3.36,1.43,19.87,2024-02-18 00:00:00
S102883,81.6,1.0,0.41,17.92,2024-02-04 00:00:00
S102884,78.59,1.01,0.04,17.95,2024-01-28 00:00:00
S102885,65.28,4.1,6.97,5.73,2024-04-26 00:00:00
S102886,85.0,2.0,0.59,20.27,2024-11-02 00:00:00
S102887,71.86,3.81,1.33,19.26,2024-03-16 00:00:00
S102888,57.21,1.86,0.02,27.74,2024-02-08 00:00:00
S102889,66.6,4.14,0.03,23.16,2024-06-02 00:00:00
S102890,64.6,1.17,0.81,16.05,2024-04-26 00:00:00
S102891,67.23,2.66,3.65,14.29,2024-03-24 00:00:00
S102892,77.0,4.38,6.19,7.97,2024-03-22 00:00:00
S102893,82.47,1.48,3.97,27.72,2024-05-22 00:00:00
S102894,84.02,0.0,0.95,7.54,2024-05-13 00:00:00
S102895,82.0,1.34,0.87,1.92,2024-05-19 00:00:00
S102896,74.86,5.1,1.07,21.3,2024-05-19 00:00:00
S102897,59.0,2.61,1.74,15.61,2024-05-06 00:00:00
S102898,69.25,1.48,0.75,16.85,2024-05-20 00:00:00
S102899,78.21,2.58,1.11,16.31,2024-05-07 00:00:00
S102900,100.0,1.74,0.23,7.59,2024-05-13 00:00:00
S102901,68.88,2.57,2.75,17.58,2024-04-29 00:00:00
S102902,86.0,0.66,1.63,12.74,2024-05-24 00:00:00
S102903,76.44,4.41,1.15,11.76,2024-02-09 00:00:00
S102904,90.39,1.4,0.43,24.96,2024-03-29 00:00:00
S102905,92.39,4.95,6.28,20.54,2024-05-17 00:00:00
S102906,85.49,3.46,0.04,0.0,2024-05-26 00:00:00
S102907,51.13,3.21,0.01,16.51,2024-02-21 00:00:00
S102908,84.08,3.25,0.37,22.46,2024-01-03 00:00:00
S102909,80.0,4.71,1.06,6.28,2024-05-15 00:00:00
S102910,56.58,3.13,0.42,8.95,2024-08-02 00:00:00
S102911,68.6,3.85,1.22,22.0,2024-04-18 00:00:00
S102912,67.76,3.45,1.64,11.82,2024-02-07 00:00:00
S102913,80.84,3.54,2.17,1.15,2024-01-13 00:00:00
S102914,64.4,2.35,0.31,23.4,2024-04-23 00:00:00
S102915,88.0,5.04,0.87,13.78,2024-02-26 00:00:00
S102916,52.73,4.88,2.46,17.62,2024-01-30 00:00:00
S102917,56.5,2.88,0.75,14.66,2024-02-22 00:00:00
S102918,66.0,5.14,8.0,22.85,2024-03-17 00:00:00
S102919,85.92,5.45,0.63,7.31,2024-02-26 00:00:00
S102920,85.68,0.66,6.97,19.65,2024-02-02 00:00:00
S102921,73.06,3.39,2.68,24.23,2024-05-09 00:00:00
S102922,62.6,3.64,3.68,5.55,2024-02-02 00:00:00
S102923,90.21,2.12,2.19,9.82,2024-06-02 00:00:00
S102924,59.0,3.97,5.83,26.51,2024-04-08 00:00:00
S102925,74.79,0.0,1.23,22.57,2024-01-14 00:00:00
S102926,77.74,2.87,2.26,9.26,2024-04-04 00:00:00
S102927,86.08,5.64,0.5,6.5,2024-06-05 00:00:00
S102928,70.31,1.54,0.9,16.98,2024-02-08 00:00:00
S102929,99.24,3.94,1.71,17.31,2024-01-20 00:00:00
S102930,93.33,0.91,4.64,14.59,2024-03-18 00:00:00
S102931,82.0,4.45,1.61,31.33,2024-01-13 00:00:00
S102932,86.61,4.24,0.6,19.53,2024-02-21 00:00:00
S102933,91.72,5.76,0.65,9.12,2024-03-20 00:00:00
S102934,78.27,4.57,1.32,22.4,2024-02-25 00:00:00
S102935,84.0,2.38,1.38,15.41,2024-04-16 00:00:00
S102936,77.58,4.0,2.92,10.26,2024-03-30 00:00:00
S102937,76.61,2.96,3.39,21.31,2024-05-21 23:56:23
S102938,56.0,3.31,1.33,25.33,2024-03-14 00:00:00
S102939,83.57,2.91,2.6,16.51,2024-03-05 16:34:34
S102940,100.0,2.98,1.5,8.16,2024-05-29 00:00:00
S102941,82.99,3.74,1.7,15.79,2024-01-18 00:00:00
S102942,98.64,1.75,2.62,8.31,2024-01-24 00:00:00
S102943,72.07,2.08,3.92,16.59,2024-02-19 00:00:00
S102944,100.0,5.66,2.45,20.28,2024-03-26 00:00:00
S102945,66.35,4.03,1.73,1.16,2024-04-28 00:00:00
S102946,85.49,3.63,1.3,20.01,2024-05-01 00:00:00
S102947,70.0,0.0,0.51,12.38,2024-05-19 00:00:00
S102948,100.0,1.68,1.82,11.06,2024-03-26 00:00:00
S102949,75.18,0.31,0.57,5.71,2024-01-10 00:00:00
S102950,89.7,3.66,0.26,7.49,2024-02-08 00:00:00
S102951,68.7,4.04,0.75,27.35,2024-04-06 00:00:00
S102952,59.6,3.49,0.43,20.95,2024-01-24 00:00:00
S102953,87.2,5.04,4.7,24.06,2024-03-31 00:00:00
S102954,56.89,3.41,4.3,9.0,2024-01-25 00:00:00
S102955,78.4,3.0,2.89,27.59,2024-04-23 00:00:00
S102956,67.2,2.67,0.91,14.53,2024-02-13 00:00:00
S102957,77.33,1.46,0.02,9.48,2024-03-11 00:00:00
S102958,66.77,4.06,2.28,7.45,2024-02-06 00:00:00
S102959,78.73,4.0,3.43,7.66,2024-12-05 00:00:00
S102960,66.4,4.78,0.43,9.77,2024-05-14 00:00:00
S102961,70.21,2.59,0.34,8.74,2024-05-28 00:00:00
S102962,92.1,3.41,1.31,21.33,2024-05-06 00:00:00
S102963,66.3,4.71,0.26,33.21,2024-02-22 00:00:00
S102964,59.15,3.48,1.72,13.27,2024-02-26 00:00:00
S102965,79.67,3.42,0.9,13.41,2024-03-29 00:00:00
S102966,66.5,4.68,0.46,2.0,2024-03-28 00:00:00
S102967,98.25,2.84,1.14,8.52,2024-05-09 00:00:00
S102968,62.67,0.76,2.28,3.65,2024-04-29 00:00:00
S102969,99.53,3.12,1.12,20.69,2024-04-01 00:00:00
S102970,86.0,5.13,2.29,28.53,2024-02-12 00:00:00
S102971,71.79,2.66,2.29,7.43,2024-02-01 00:00:00
S102972,63.61,4.25,0.48,13.58,2024-01-26 00:00:00
S102973,80.61,3.55,1.55,13.26,2024-03-19 00:00:00
S102974,71.85,2.09,0.23,19.78,2024-05-11 00:00:00
S102975,68.0,4.54,5.27,15.74,2024-05-14 00:00:00
S102976,100.0,4.04,0.4,29.8,2024-05-27 00:00:00
S102977,70.0,0.87,1.1,9.76,2024-03-15 00:00:00
S102978,77.71,4.36,0.07,21.3,2024-02-10 00:00:00
S102979,63.18,2.96,1.09,10.83,2024-03-04 00:00:00
S102980,70.64,0.0,1.53,3.79,2024-05-10 00:00:00
S102981,91.63,1.99,1.39,24.99,2024-11-03 00:00:00
S102982,79.35,3.14,0.29,28.11,2024-02-14 00:00:00
S102983,69.36,3.54,0.81,17.87,2024-03-16 00:00:00
S102984,95.55,3.74,1.42,10.59,2024-03-28 00:00:00
S102985,83.59,3.04,2.6,7.03,2024-05-25 00:00:00
S102986,85.03,1.49,2.12,18.92,2024-03-27 00:00:00
S102987,63.25,4.24,1.37,0.11,2024-01-27 00:00:00
S102988,81.83,3.26,0.38,21.1,2024-01-17 00:00:00
S102989,64.63,2.0,2.64,12.07,2024-03-28 00:00:00
S102990,70.1,2.56,2.88,11.92,2024-02-07 00:00:00
S102991,78.18,2.93,0.34,7.49,2024-05-20 00:00:00
S102992,84.7,2.64,0.13,4.94,2024-02-04 00:00:00
S102993,85.98,0.0,0.43,14.59,2024-05-18 00:00:00
S102994,83.43,2.35,0.45,16.37,2024-02-01 00:00:00
S102995,65.03,3.12,2.21,14.36,2024-01-16 00:00:00
S102996,75.55,1.48,1.02,22.66,2024-03-24 00:00:00
S102997,76.78,3.68,1.68,15.42,2024-02-15 00:00:00
S102998,86.84,3.08,1.28,20.01,2024-04-08 00:00:00
S102999,72.08,3.84,0.61,4.72,2024-04-06 00:00:00
S103000,82.64,2.08,1.21,11.91,2024-05-16 00:00:00
S103001,60.63,0.64,0.99,25.38,2024-02-25 00:00:00
S103002,64.2,0.0,1.21,21.8,2024-02-21 00:00:00
S103003,71.9,2.79,2.48,17.34,2024-04-12 00:00:00
S103004,61.59,2.04,1.04,12.35,2024-05-21 00:00:00
S103005,80.94,0.68,0.46,8.45,2024-02-13 00:00:00
S103006,91.95,2.67,2.45,11.29,2024-02-02 00:00:00
S103007,63.32,1.44,6.27,19.46,2024-05-05 00:00:00
S103008,89.76,3.3,2.68,1.12,2024-02-04 00:00:00
S103009,57.93,2.38,0.97,27.57,2024-03-02 00:00:00
S103010,100.0,2.07,0.23,23.67,2024-03-02 00:00:00
S103011,72.5,3.98,1.68,23.51,2024-04-30 00:00:00
S103012,80.0,4.16,3.94,19.3,2024-04-19 00:00:00
S103013,67.94,3.36,0.1,15.76,2024-05-09 00:00:00
S103014,73.49,4.03,1.22,17.64,2024-05-22 00:00:00
S103015,82.26,4.11,3.7,12.44,2024-05-25 00:00:00
S103016,84.87,2.21,2.89,29.82,2024-05-25 00:00:00
S103017,80.59,3.38,1.02,14.03,2024-05-01 00:00:00
S103018,86.84,1.68,0.46,11.67,2024-03-15 00:00:00
S103019,76.01,2.27,2.52,13.14,2024-05-22 00:00:00
S103020,90.21,4.69,0.08,9.94,2024-02-22 00:00:00
S103021,80.07,3.4,0.18,20.66,2024-03-04 17:22:04
S103022,77.87,2.93,6.09,11.37,2024-05-01 00:00:00
S103023,84.0,5.82,0.66,14.12,2024-02-19 00:00:00
S103024,79.51,4.16,1.58,24.35,2024-02-04 00:00:00
S103025,63.62,3.04,3.96,22.5,2024-02-25 00:00:00
S103026,75.81,3.29,2.67,7.83,2024-01-23 00:00:00
S103027,66.2,4.67,2.5,23.27,2024-09-03 00:00:00
S103028,79.86,3.84,0.89,5.08,2024-04-30 00:00:00
S103029,67.27,1.43,2.97,4.49,2024-05-22 00:00:00
S103030,72.85,7.2,0.87,12.71,2024-05-27 00:00:00
S103031,64.5,1.7,1.55,17.05,2024-04-01 00:00:00
S103032,97.97,3.44,0.39,13.43,2024-07-05 00:00:00
S103033,55.4,1.17,0.68,18.07,2024-04-23 00:00:00
S103034,64.18,2.68,0.37,12.36,2024-01-21 00:00:00
S103035,78.96,3.93,0.66,0.58,2024-02-29 00:00:00
S103036,81.71,5.03,2.66,13.67,2024-04-08 00:00:00
S103037,74.8,2.77,0.96,4.36,2024-03-02 00:00:00
S103038,65.0,2.9,0.99,15.02,2024-02-06 00:00:00
S103039,90.52,3.87,0.23,6.23,2024-06-03 00:00:00
S103040,88.0,2.6,0.52,18.62,2024-05-13 00:00:00
S103041,64.8,0.0,3.83,24.48,2024-05-18 00:00:00
S103042,82.73,5.24,3.2,2.9,2024-04-03 00:00:00
S103043,100.0,4.83,0.62,0.71,2024-05-20 00:00:00
S103044,68.06,2.6,2.55,12.9,2024-02-03 00:00:00
S103045,78.44,4.24,0.17,22.91,2024-05-21 00:00:00
S103046,56.34,1.07,3.9,16.09,2024-03-05 00:00:00
S103047,62.0,2.85,1.06,12.01,2024-03-12 00:00:00
