sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,study_hours_daily,self_learning_hours,motivation_level,adaptability_score,gym_frequency,family_income_lpa,resume_score,communication_skills,aptitude_score,mock_interview_score,hackathons_participated,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill,wellness_score,screen_to_study_ratio,backlog_history,attendance_percentage,cgpa,at_risk_flag
6.57,7.55,1.57,6.21,24.9,4.11,1.68,4.57,55.65,2,1.5,31.72,66.95,42.73,72.78,2,2,1,1,3.76,66.02,58.12,1.84,2,78.58,5.54,1
5.61,0.78,1.89,9.03,0.78,2.27,1.37,10.0,28.47,2,2.8,39.02,55.73,66.69,65.43,0,2,0,5,1.36,38.92,63.32,0.35,0,100.0,8.04,0
5.52,6.505,4.75,8.92,37.45,1.57,0.13,3.66,22.36,2,1.4,50.48,21.84,49.51,30.31,3,5,0,2,8.17,43.38,46.52,2.13,1,69.01,6.78,1
4.54,5.66,3.22,4.84,33.44,0.0,3.77,4.4,48.63,1,1.0,40.7,60.23,81.13,41.33,0,1,3,3,10.0,64.66,58.91,22.63,0,79.46,5.83,1
4.46,8.73,0.29,3.3,78.58,1.93,0.53,6.46,31.13,1,1.0,77.19,74.87,72.08,21.61,2,6,2,2,6.86,58.63,40.38,4.51,1,58.05,5.52,1
7.04,5.79,0.78,7.63,73.14,2.38,1.43,3.83,52.22,3,1.3,37.31,82.88,47.13,77.17,0,1,1,4,10.0,77.93,33.14,2.43,0,100.0,5.74,1
3.05,8.7,2.78,6.39,30.46,2.38,0.65,5.79,62.26,1,1.3,92.08,22.08,29.41,33.3,1,0,1,6,8.31,56.2,50.73,3.65,1,84.45,6.84,0
5.78,5.76,1.31,9.06,32.25,3.71,0.02,2.28,68.79,2,4.4,53.46,81.11,55.41,54.86,2,0,1,10,3.15,39.12,49.14,1.55,1,81.84,8.66,0
7.39,8.8,4.19,8.69,25.5,2.35,1.02,3.46,38.84,3,2.8,55.64,58.61,63.14,54.99,2,5,0,1,6.23,57.69,56.6,3.75,1,67.77,6.92,1
6.44,5.33,0.15,8.3,45.7,3.01,0.3,4.94,82.08,1,4.8,53.82,61.34,87.08,66.98,1,3,0,4,9.51,50.94,39.94,1.77,2,65.55,7.44,1
6.76,5.62,0.98,7.92,55.36,0.43,0.89,3.83,71.64,1,9.5,53.4,67.58,72.36,67.46,2,2,0,4,5.65,95.65,51.71,13.07,1,95.44,6.27,0
5.42,5.01,0.17,8.1,22.38,3.01,2.75,3.82,61.77,1,1.8,54.3,59.38,65.9,36.64,1,0,2,3,2.7,51.49,53.58,1.66,0,75.0,5.18,0
9.13,4.25,1.38,4.49,65.0,5.62,4.15,6.81,36.59,2,1.0,66.87,49.01,75.48,51.62,1,5,1,0,3.88,73.0,60.0,0.76,1,83.8,6.91,0
5.14,6.77,0.58,6.11,49.2,4.92,1.56,2.09,65.7,0,1.0,64.64,62.27,52.26,65.32,4,2,0,3,7.19,30.18,40.72,1.38,0,77.11,6.15,0
8.4,8.2,0.17,1.96,49.52,5.15,1.74,6.56,64.64,0,1.0,24.49,66.51,58.95,46.63,2,5,1,3,10.0,36.93,66.79,1.59,0,72.37,5.61,0
6.31,9.12,1.96,4.53,29.65,5.06,0.22,3.05,94.87,3,3.2,81.31,56.72,50.84,44.99,1,1,1,5,6.36,81.15,64.12,1.8,1,80.38,7.89,1
6.95,9.98,2.54,6.73,70.25,2.91,0.16,4.99,66.33,1,1.9,61.29,34.32,52.28,42.63,2,2,2,5,3.56,54.99,42.14,3.42,1,54.3,5.07,1
6.49,7.79,0.19,3.04,54.31,3.08,1.1,2.25,62.69,1,3.3,57.16,48.84,34.6,27.5,1,4,1,5,3.64,74.78,57.88,2.53,1,71.72,6.89,0
7.9,4.78,1.18,8.33,18.07,6.55,5.03,5.0,40.82,2,4.8,90.6,41.55,27.95,37.22,2,4,2,4,10.0,47.82,61.03,0.73,0,68.2,7.62,0
5.99,3.17,0.13,4.35,38.43,3.77,1.15,4.88,41.83,2,5.5,57.32,95.23,54.59,43.24,0,3,1,7,4.63,67.91,64.08,0.84,0,80.53,8.19,0
7.05,4.29,0.66,6.02,46.94,4.12,1.59,5.9,45.8,1,4.9,77.96,39.7,83.87,15.26,2,1,1,9,3.12,42.7,52.45,1.04,2,85.0,5.9,0
5.36,7.17,1.38,2.86,40.91,4.08,3.86,6.28,45.05,3,2.3,57.87,66.62,54.85,64.46,2,3,1,3,10.0,57.57,58.85,1.76,0,95.82,9.71,0
6.8,6.91,0.26,5.84,44.0,3.08,0.51,8.12,76.87,2,3.2,58.35,67.9,53.93,19.35,3,4,2,2,6.01,22.27,56.93,2.24,0,75.57,5.39,1
5.39,6.47,0.66,3.93,38.92,5.76,1.54,7.43,41.59,0,1.7,75.42,55.21,39.23,80.34,1,2,1,2,4.26,43.55,54.94,1.12,0,63.98,6.49,0
7.59,0.53,2.31,3.01,43.87,1.58,0.29,6.78,61.76,2,5.1,75.33,47.01,63.24,52.01,0,0,0,4,7.24,31.94,63.61,0.34,1,49.98,7.97,0
5.27,5.49,5.9,5.04,34.6,1.38,6.68,7.08,73.0,1,9.7,63.96,62.81,75.04,73.87,2,3,1,5,5.57,33.28,55.9,3.98,0,46.0,5.12,0
8.02,5.09,0.63,7.17,23.06,4.31,1.3,7.01,45.92,1,4.1,21.63,43.3,21.97,57.96,1,0,1,1,4.23,14.47,69.42,1.18,1,51.7,8.36,0
5.07,3.24,0.36,7.34,38.53,3.1,2.79,7.08,34.75,4,6.4,38.2,25.37,73.04,57.12,1,2,1,4,9.49,45.47,40.68,1.04,2,95.68,10.0,0
4.85,4.57,1.76,8.2,44.54,3.39,0.62,1.63,75.41,2,3.7,30.75,71.6,49.78,73.43,1,2,0,7,4.13,39.14,40.52,1.35,0,52.76,9.33,1
7.99,6.39,1.47,6.68,56.4,0.41,0.02,5.51,66.84,4,6.0,37.73,47.74,44.8,46.15,1,3,0,6,6.45,45.24,49.84,15.49,0,63.54,5.98,1
7.33,5.27,1.32,6.97,14.73,5.03,0.51,6.54,31.15,3,8.7,63.5,81.4,45.14,43.45,1,3,0,8,5.55,31.8,69.54,1.05,0,98.0,5.87,0
6.95,2.87,1.99,7.92,55.65,2.85,3.43,6.89,65.99,1,1.7,46.87,59.93,49.68,13.12,0,4,1,2,6.09,69.61,54.72,1.01,0,80.0,3.82,1
4.84,6.55,1.1,1.0,47.17,1.89,0.48,9.68,37.19,0,2.3,58.47,64.28,43.67,65.56,1,2,1,3,3.27,58.16,60.55,3.46,2,82.09,4.64,0
8.64,7.94,2.02,1.14,27.91,3.04,5.04,4.93,56.77,3,1.0,100.0,68.7,54.83,80.02,0,4,1,2,5.33,61.26,74.89,2.61,0,51.97,8.01,0
5.83,7.68,1.06,4.74,58.37,4.43,2.57,3.97,61.05,2,3.1,55.59,45.83,62.36,61.07,1,1,0,2,4.26,55.92,50.72,1.74,2,73.01,4.66,1
5.48,2.77,3.7,3.54,55.83,2.34,1.04,10.0,28.42,0,3.0,64.79,54.11,23.87,47.42,1,3,0,1,9.06,52.0,55.4,1.18,1,86.9,6.88,0
4.17,8.29,0.45,4.83,31.98,1.54,2.28,4.52,56.66,1,12.6,37.66,61.57,43.43,40.9,0,3,1,4,4.23,29.8,59.04,5.39,1,68.79,8.42,1
5.93,4.92,0.94,4.71,55.43,0.96,0.5,4.57,26.86,1,4.7,37.81,44.69,47.39,51.6,0,1,1,3,4.65,100.0,52.7,5.15,0,81.4,6.7,1
6.41,9.76,0.16,8.54,50.8,2.75,0.18,6.79,52.41,2,7.2,48.53,54.2,47.7,58.7,1,5,1,8,3.58,77.35,41.41,3.55,0,89.16,7.83,1
3.17,5.96,3.05,4.98,21.78,4.55,0.1,3.77,85.45,3,7.9,58.48,90.59,52.19,39.09,0,2,2,1,7.58,50.82,48.0,1.31,1,89.15,6.92,0
6.17,0.07,0.66,10.0,53.22,0.25,0.21,6.56,67.91,1,11.7,64.62,52.79,43.28,35.38,0,2,1,2,7.43,67.21,39.97,0.27,0,84.3,8.0,1
5.79,4.71,0.39,6.1,20.68,3.42,0.66,4.47,69.46,2,4.2,38.06,78.7,59.29,36.24,1,3,0,5,7.51,22.81,60.89,1.38,1,92.4,6.94,1
5.72,8.84,2.02,5.35,48.76,1.29,0.11,4.07,48.37,1,5.1,54.01,45.13,57.37,70.01,1,6,0,5,2.07,20.5,48.59,6.87,0,79.54,7.99,1
6.45,8.37,2.4,4.13,61.53,2.12,0.65,2.94,48.38,1,4.1,64.88,52.74,73.42,8.8,3,2,0,6,5.9,61.13,48.15,3.94,2,56.7,6.74,1
3.41,6.98,0.13,7.51,47.68,3.52,1.27,7.8,89.85,2,4.1,77.59,39.25,33.96,22.29,2,3,2,4,8.34,30.88,41.0,1.98,1,89.0,6.87,1
5.12,0.88,2.35,6.81,24.59,0.8,0.16,3.86,59.32,0,4.1,55.64,82.02,86.25,57.54,0,2,1,4,4.76,69.11,52.61,1.11,1,70.46,8.48,1
7.73,3.99,2.87,8.06,46.82,1.87,1.93,8.53,67.03,2,9.8,88.9,82.31,36.82,50.4,0,2,1,1,2.02,27.66,48.23,2.14,0,55.75,7.28,0
6.57,5.17,2.45,7.43,36.65,1.54,0.4,4.21,33.53,0,1.0,73.88,57.88,47.44,45.99,1,2,1,0,5.17,100.0,53.16,3.36,1,45.07,5.82,1
6.33,6.62,0.12,3.48,68.39,3.59,0.78,9.04,68.16,0,4.2,72.53,95.91,26.05,42.56,1,2,1,3,5.57,29.07,47.16,1.84,0,70.89,6.74,0
5.04,3.22,1.87,2.88,36.6,3.92,0.88,1.97,54.39,2,11.3,49.08,17.9,64.84,47.3,4,1,4,4,5.72,69.05,63.41,0.82,0,71.15,7.02,1
6.59,8.12,2.74,9.16,29.88,0.17,1.22,4.83,57.32,2,24.3,59.57,56.48,84.14,54.57,0,2,0,4,4.93,51.67,50.22,32.48,1,100.0,8.49,1
7.43,11.67,1.15,7.9,37.94,3.99,1.61,9.81,49.42,3,5.3,61.61,46.08,67.12,30.17,0,5,1,4,7.21,63.02,53.66,2.92,0,54.64,5.19,0
9.41,6.505,1.54,5.43,23.85,0.45,1.14,1.47,70.92,0,4.4,52.75,64.35,49.97,40.5,1,1,1,3,4.85,71.43,72.62,18.58,0,68.87,8.99,1
6.4,2.33,0.38,5.45,37.15,2.03,0.79,2.52,43.41,3,1.0,66.38,46.45,73.13,75.65,0,3,2,7,5.81,49.37,60.58,1.15,0,76.01,5.39,1
5.95,6.85,0.39,6.1,48.48,2.13,2.17,3.26,53.33,2,4.2,45.93,46.08,59.89,47.74,4,4,0,3,2.46,20.07,57.25,3.21,0,100.0,6.77,0
6.37,1.86,1.34,6.62,42.85,2.27,1.35,3.78,42.87,1,1.0,50.36,38.77,62.73,65.04,0,1,1,2,3.49,44.12,52.58,0.82,0,81.38,8.3,0
6.35,4.62,1.68,5.97,37.41,2.98,1.82,5.36,62.84,2,4.1,90.02,52.92,56.61,54.99,2,2,1,3,6.59,47.91,51.81,1.55,1,99.13,7.73,0
3.94,4.27,1.1,10.0,77.28,5.06,1.22,3.35,50.99,0,1.1,65.42,68.21,50.33,72.85,0,6,0,4,7.66,73.65,23.41,0.84,0,43.0,5.72,1
6.92,5.19,0.75,6.95,31.93,0.0,0.15,5.86,34.91,4,6.7,25.1,72.22,84.23,73.38,2,1,3,3,7.01,55.79,54.82,20.77,0,67.24,6.49,1
3.2,8.76,2.25,6.41,65.97,2.25,0.94,6.51,70.85,1,1.0,87.55,60.11,59.78,49.73,2,3,0,6,5.19,76.55,38.39,3.89,2,57.13,8.66,1
5.73,7.15,0.05,6.9,28.01,4.1,1.26,6.95,71.93,2,3.7,73.64,80.37,66.05,48.36,0,2,1,5,3.72,58.49,56.28,1.74,1,79.88,5.38,0
7.27,6.2,1.06,6.62,29.72,4.01,0.06,2.18,84.91,4,2.3,19.29,50.06,71.19,43.47,1,0,0,5,5.83,74.75,63.61,1.55,0,93.93,4.18,0
7.4,4.42,1.18,4.95,28.94,2.17,0.05,5.22,63.02,3,1.9,60.79,66.35,91.46,71.74,0,3,0,3,5.04,32.5,61.98,2.03,0,84.85,4.74,1
7.99,2.51,0.29,5.7,53.85,3.82,1.94,6.48,48.51,1,5.0,71.38,76.07,55.01,7.64,0,6,1,3,4.36,43.32,58.37,0.66,2,79.42,7.85,0
5.65,5.35,0.04,5.7,43.08,6.23,3.5,5.11,44.84,4,2.2,60.42,71.7,67.02,58.55,0,0,0,6,0.0,43.25,48.79,0.86,0,69.07,6.22,0
5.05,3.91,0.85,3.42,15.72,2.4,0.64,4.54,59.96,4,5.5,55.64,52.75,66.49,42.26,1,3,3,3,2.12,43.79,66.95,1.63,0,71.06,5.78,0
6.69,5.73,1.76,5.76,64.65,3.25,0.84,8.27,27.78,1,13.2,100.0,55.89,48.7,39.41,1,2,0,5,8.19,94.29,49.92,1.76,0,86.0,6.77,1
3.81,9.03,0.19,5.65,41.05,2.31,0.79,5.85,58.25,3,6.3,54.65,64.76,64.66,56.82,1,2,1,0,6.47,70.04,48.06,3.91,1,74.44,7.29,1
5.33,8.21,1.21,7.11,4.01,3.91,0.76,5.29,73.11,2,1.2,90.58,39.94,66.72,20.93,2,2,0,3,0.45,70.34,64.68,2.1,0,72.57,6.95,0
7.56,4.79,2.51,6.63,24.64,1.53,1.17,6.42,67.27,4,12.6,63.38,43.94,74.33,67.22,1,2,1,8,4.88,50.83,61.45,3.13,0,75.0,5.08,0
4.89,9.05,0.27,5.57,58.09,0.98,0.2,5.42,65.64,3,1.6,100.0,53.07,69.19,55.97,2,2,0,1,7.15,54.74,42.07,9.22,0,50.0,6.63,0
7.96,5.14,3.1,1.0,63.66,4.07,0.87,5.74,89.62,0,2.6,55.72,60.57,63.95,52.77,3,3,0,6,6.04,39.06,64.55,1.26,0,67.93,7.74,0
3.31,6.07,1.66,5.37,57.26,0.11,0.25,6.44,63.54,1,2.2,51.0,39.23,82.36,28.84,3,1,0,5,7.22,79.83,39.93,24.27,0,84.5,7.09,1
7.16,6.27,4.35,3.12,22.91,3.15,0.44,6.71,84.4,1,3.4,49.79,62.24,77.82,43.15,1,3,1,4,4.15,53.93,80.13,1.99,0,75.18,6.75,0
7.41,4.25,2.66,1.73,62.94,3.88,2.89,8.15,70.34,0,6.4,40.79,50.82,52.69,75.82,0,2,1,6,4.07,49.67,67.13,1.1,1,58.22,8.82,0
8.69,3.79,0.41,7.15,57.72,2.37,0.56,7.01,50.4,2,7.7,71.26,68.01,85.9,50.95,1,2,0,8,5.0,50.12,53.1,1.6,0,52.29,8.26,1
4.65,5.09,0.11,3.78,49.99,4.7,0.9,3.4,55.24,0,1.0,39.57,53.28,56.78,61.74,0,4,2,7,8.31,9.79,54.39,1.08,1,89.52,7.0,0
4.82,8.56,0.37,6.36,47.97,3.07,1.24,6.48,40.98,1,1.5,67.26,39.65,55.03,69.62,3,1,0,1,5.01,41.45,42.7,2.79,0,61.75,7.97,1
7.25,5.93,0.06,5.85,36.3,2.45,0.01,9.7,34.87,3,1.0,27.44,92.46,39.95,70.66,2,3,1,7,3.8,69.64,64.5,2.42,1,74.74,6.32,0
4.94,4.93,2.19,5.96,37.22,0.0,0.01,4.3,64.13,1,7.7,77.87,71.25,51.26,31.86,4,4,1,4,5.07,23.43,53.22,19.74,1,61.67,8.04,1
5.85,3.86,1.55,8.34,0.0,3.73,0.4,3.7,73.3,1,1.6,65.98,52.14,59.83,34.74,0,2,0,1,3.7,27.6,66.74,1.03,1,52.18,8.65,0
7.81,7.09,0.57,1.22,42.57,1.69,1.41,3.86,78.05,0,2.6,69.32,32.34,33.41,32.96,1,3,1,3,5.9,53.95,81.35,4.2,0,90.88,7.2,1
6.27,5.98,0.08,6.84,34.01,5.28,4.15,9.29,69.49,1,1.0,67.92,43.67,47.81,49.97,0,5,0,1,6.07,40.02,55.89,1.13,1,58.58,5.57,0
7.58,6.505,0.05,6.18,35.24,3.95,0.39,4.04,61.88,5,13.0,61.66,59.17,90.28,59.61,1,1,0,7,8.71,43.36,56.7,1.13,1,57.2,6.73,0
6.53,5.41,0.29,5.23,40.98,2.14,0.8,4.1,30.51,2,7.6,41.17,59.54,85.09,53.83,1,5,1,5,5.2,13.64,58.09,2.53,1,67.44,6.95,1
5.67,6.7,0.72,4.27,51.96,2.22,0.23,2.18,73.17,1,2.6,46.87,52.55,59.91,29.12,3,1,1,4,5.83,12.29,46.69,3.02,1,56.74,7.38,1
7.57,4.17,2.02,4.78,25.47,1.78,0.64,6.78,71.22,1,6.0,46.22,51.3,41.26,29.01,1,1,0,3,7.4,43.95,78.08,2.33,0,90.0,8.42,0
8.96,5.68,0.63,7.34,15.86,4.84,5.29,3.91,77.94,4,10.0,76.87,61.55,51.67,39.12,1,4,0,5,1.19,26.69,71.82,1.17,0,74.95,7.71,0
8.61,9.76,2.4,4.88,11.38,5.01,0.6,6.37,65.9,0,7.5,58.59,58.81,51.39,41.57,0,3,0,3,3.76,51.3,79.82,1.95,1,91.3,5.53,0
5.26,7.99,3.22,5.31,12.28,7.57,1.22,3.31,62.65,1,4.1,62.4,31.33,52.37,93.75,1,4,3,3,4.81,44.61,62.97,1.05,1,65.2,8.12,0
7.28,8.35,2.26,8.88,44.93,0.13,1.8,5.02,49.08,1,12.8,66.78,79.77,56.12,26.53,0,4,0,5,4.98,71.76,48.85,33.42,0,81.02,6.42,1
6.83,5.56,1.38,7.35,63.4,3.26,4.4,5.33,62.81,4,11.0,28.87,40.36,75.07,71.06,1,6,1,5,9.87,14.28,37.65,1.71,0,63.5,7.46,1
6.26,5.27,1.44,6.85,39.77,2.32,1.34,4.01,57.91,2,1.6,74.3,94.91,55.84,77.09,0,4,2,3,4.51,23.82,51.21,2.27,2,79.0,7.93,1
4.95,3.7,2.15,4.05,49.82,5.56,3.45,5.47,54.53,5,5.0,75.44,84.78,73.29,67.05,3,4,1,7,6.96,0.0,52.86,0.67,0,81.76,9.92,0
6.11,7.91,2.49,5.7,78.77,2.45,0.37,4.35,56.22,1,3.8,87.97,81.93,56.99,62.69,1,2,0,1,3.56,70.51,42.11,3.22,0,52.91,7.97,1
6.97,6.12,2.17,8.39,48.58,3.78,3.3,4.52,71.18,2,9.5,79.9,80.45,66.12,33.46,1,1,0,3,10.0,89.9,47.14,1.62,0,73.67,7.17,1
5.08,3.36,0.23,4.77,70.88,5.18,0.57,6.01,76.58,1,2.5,67.9,66.9,60.08,28.58,1,2,3,1,2.64,45.27,41.42,0.65,1,71.0,6.15,1
8.14,8.9,0.96,5.47,50.62,0.83,0.83,3.33,45.79,1,1.0,59.92,56.77,64.45,36.95,1,3,0,4,4.63,64.51,60.15,10.71,1,34.03,5.5,1
5.55,3.37,0.24,3.62,85.23,3.17,3.25,4.78,56.69,1,1.3,90.26,71.5,55.68,23.32,2,4,1,4,2.9,61.27,42.76,1.06,1,78.29,6.24,1
5.77,11.32,0.03,5.31,76.49,3.61,0.46,2.02,14.73,3,8.2,55.64,29.84,58.98,58.01,1,5,0,5,5.54,86.81,38.12,3.13,1,83.51,5.82,1
6.13,5.08,1.52,6.62,26.09,2.66,0.96,7.34,46.32,2,5.6,33.27,59.91,59.75,53.67,0,2,1,2,3.31,0.0,57.6,1.91,1,88.0,8.41,1
5.34,7.58,3.4,5.49,32.27,5.16,3.37,10.0,54.62,4,2.7,65.87,66.62,48.38,37.94,0,4,0,4,8.23,52.35,55.27,1.47,0,75.38,5.01,0
5.54,3.48,0.2,7.34,57.17,1.94,1.22,3.32,85.47,1,1.7,61.36,82.68,45.67,85.9,2,1,3,1,5.3,43.37,45.51,1.8,0,63.17,8.13,1
6.77,6.56,0.14,2.59,67.32,1.71,0.54,5.57,72.7,1,16.4,64.3,44.96,67.27,40.47,1,3,0,2,7.39,75.67,60.16,3.84,1,94.19,6.86,1
7.5,6.67,0.48,8.68,31.65,2.96,2.74,3.2,86.68,1,28.1,82.87,73.42,52.38,75.46,1,1,1,4,9.79,59.15,54.27,2.26,1,94.7,4.12,1
5.94,9.35,1.87,7.26,4.6,5.14,6.45,4.44,82.38,1,5.9,57.7,62.41,81.48,69.15,1,2,1,3,3.2,24.33,61.26,1.82,0,81.42,7.68,0
5.88,4.81,3.19,5.47,67.64,4.6,0.7,5.3,46.09,1,1.0,50.53,99.95,87.18,81.63,0,4,0,4,6.4,44.09,44.48,1.05,0,77.15,7.36,0
6.37,5.69,2.57,5.01,100.0,4.58,1.7,6.45,100.0,0,2.4,45.52,56.6,100.0,50.89,2,2,2,9,8.43,56.18,26.71,1.24,0,65.31,4.33,1
4.97,6.77,1.25,6.17,46.16,4.57,0.32,4.72,42.32,2,3.4,37.5,70.78,67.1,54.99,0,1,1,7,4.59,48.98,41.89,1.48,1,91.0,4.04,0
7.12,4.29,0.99,5.43,48.76,2.54,2.19,6.02,58.19,2,3.4,59.41,70.4,41.58,53.54,0,1,1,7,4.22,46.69,55.71,1.69,1,74.0,3.5,1
6.95,4.04,0.6,8.95,64.34,3.16,1.66,2.95,37.4,1,7.5,82.14,72.57,50.76,51.15,0,2,0,5,10.0,40.96,35.28,1.28,0,74.25,8.04,1
4.67,8.58,3.29,4.86,38.47,0.0,0.53,6.02,86.99,5,1.1,50.0,66.42,48.53,68.36,1,0,2,3,3.43,74.54,56.68,34.34,1,44.35,5.46,1
7.59,6.51,3.31,6.61,70.01,3.93,0.54,9.33,37.28,2,20.5,29.37,43.5,41.63,45.11,1,0,0,3,7.71,26.41,46.93,1.66,0,77.96,6.3,0
5.71,5.51,1.17,4.74,25.09,2.58,2.74,7.36,55.82,2,12.5,80.42,86.59,43.12,78.14,0,5,0,3,8.0,32.46,64.66,2.14,0,69.19,5.39,1
7.5,9.66,0.87,7.23,67.18,2.28,1.73,1.2,75.3,3,2.3,63.74,80.31,69.24,67.13,0,7,0,2,3.06,37.54,43.11,4.23,0,87.29,4.45,1
7.46,5.9,2.53,5.24,64.63,5.0,0.48,6.35,54.86,1,2.0,42.02,60.54,73.08,31.0,1,3,2,2,2.95,44.85,52.64,1.18,1,78.0,6.13,1
5.35,10.27,2.02,2.97,31.26,3.54,0.71,7.26,57.42,1,9.0,20.72,89.31,77.79,65.53,1,3,0,4,2.46,69.32,68.97,2.9,0,81.73,9.13,1
6.02,3.03,0.1,7.43,40.77,4.01,2.7,6.41,35.5,2,3.6,53.12,83.92,48.54,61.71,0,3,0,3,7.5,73.35,49.61,0.76,0,82.32,4.6,0
6.38,8.22,2.13,1.24,42.28,1.35,0.65,4.11,53.68,0,7.7,71.95,55.16,53.99,58.51,2,2,1,0,7.98,72.26,67.41,6.1,1,82.76,9.53,0
4.5,9.59,0.74,7.4,37.11,2.47,2.79,10.0,46.8,3,10.2,63.94,67.05,64.22,59.14,0,2,1,6,8.97,52.95,50.17,3.87,1,67.5,9.62,0
6.83,5.27,0.13,6.51,38.8,2.09,2.39,8.03,65.73,1,1.2,72.22,48.89,79.61,25.62,0,2,0,4,6.25,88.07,54.25,2.52,1,56.87,6.59,0
5.79,5.05,1.36,2.98,43.12,4.55,1.31,4.21,73.14,2,2.7,53.83,56.61,51.45,37.12,1,5,0,4,6.12,26.74,56.15,1.11,0,100.0,5.48,0
5.54,9.82,0.05,7.7,54.38,2.33,1.91,3.43,30.14,1,5.6,51.92,60.98,27.74,59.65,1,2,0,9,10.0,51.35,37.38,4.22,0,70.52,5.16,1
6.75,3.39,0.41,5.74,75.97,4.8,0.57,7.26,63.7,0,10.7,61.13,62.39,40.16,45.84,2,6,1,4,1.24,56.8,37.89,0.71,0,88.15,6.09,0
5.46,3.32,2.28,6.53,71.13,4.05,1.51,3.95,85.17,1,1.0,89.17,85.74,61.54,65.52,0,1,0,2,5.9,62.33,36.66,0.82,1,59.21,9.02,0
6.17,5.23,0.93,4.99,48.36,2.15,5.09,5.26,12.46,1,2.6,18.12,56.67,87.53,47.04,3,3,3,4,7.54,54.82,53.65,2.43,1,48.07,8.26,0
7.56,4.22,0.36,10.0,55.98,1.95,0.29,8.46,74.87,3,2.4,71.23,74.53,53.52,61.59,1,3,1,3,8.34,62.84,45.99,2.16,2,83.8,7.93,1
4.64,5.76,0.38,5.56,53.99,1.42,0.94,4.09,70.73,2,1.6,14.01,23.41,67.98,51.19,0,1,0,1,7.69,17.76,44.33,4.05,0,70.0,8.02,1
5.45,5.22,2.28,7.66,57.15,4.1,6.97,4.51,45.66,4,2.5,32.13,59.7,54.52,74.17,0,3,1,7,6.84,34.77,35.56,1.28,0,65.28,7.25,1
6.45,5.07,4.99,7.78,36.55,2.72,0.67,1.39,55.46,2,5.0,82.09,64.86,69.37,46.73,3,2,0,2,10.0,57.19,48.84,1.87,2,86.79,8.38,1
5.72,6.28,1.35,5.05,19.89,3.49,0.71,4.27,45.47,1,8.5,70.69,54.4,72.81,30.13,4,1,1,6,9.52,62.93,67.47,1.8,1,78.47,5.28,1
5.9,6.84,0.48,7.82,63.45,4.77,3.77,3.84,65.85,0,3.4,65.67,75.47,66.15,38.38,0,5,0,3,5.07,33.43,40.52,1.43,0,90.6,6.95,0
6.89,5.1,2.97,7.2,15.01,2.21,0.01,1.0,77.03,6,2.6,39.8,32.16,62.0,69.73,2,3,1,2,3.0,32.05,66.87,2.31,1,69.54,8.05,0
3.45,5.03,2.13,6.34,63.19,2.37,0.35,7.0,70.92,2,6.7,65.05,48.88,30.53,6.1,0,2,2,3,8.2,78.48,40.07,2.12,0,83.72,6.73,1
6.35,5.68,0.31,5.1,0.0,3.58,0.66,6.15,58.1,1,11.6,21.6,46.93,34.31,70.42,0,3,1,3,7.37,50.42,76.99,1.59,0,84.32,8.09,0
5.81,9.65,0.02,8.04,44.28,5.05,0.94,10.0,83.06,1,8.1,65.05,74.82,34.99,68.4,2,0,1,3,3.85,26.62,42.42,1.91,1,65.61,7.47,1
7.69,5.94,3.84,7.9,82.82,3.88,0.26,5.9,79.06,0,3.2,59.76,42.63,52.84,57.83,2,2,1,8,9.98,54.64,36.64,1.53,0,91.69,6.65,1
6.9,7.59,2.09,5.17,70.27,3.03,0.1,1.85,63.37,2,20.3,11.66,51.59,67.08,34.47,2,3,1,2,3.84,56.31,34.64,2.5,0,52.84,5.71,1
4.15,6.14,0.61,4.88,50.76,2.96,1.42,8.03,67.37,0,2.4,71.26,77.96,47.27,59.86,0,0,0,7,4.03,65.88,51.18,2.07,0,97.54,5.39,0
5.1,6.35,2.23,6.41,38.64,2.38,2.34,7.34,62.01,1,5.4,46.84,71.41,62.84,54.99,1,2,2,6,9.86,47.33,46.89,2.67,1,84.62,6.11,1
6.96,8.7,0.17,6.47,69.49,1.3,2.2,3.38,77.83,2,4.2,67.57,77.32,47.76,70.58,0,1,2,4,5.27,52.27,39.22,6.68,0,64.96,7.95,1
6.44,7.66,0.3,6.79,38.6,2.13,0.47,8.68,79.11,2,4.8,59.01,39.35,54.47,67.87,0,1,1,8,6.19,48.49,54.69,3.6,1,73.8,7.34,0
4.89,7.1,3.2,10.0,15.43,3.03,0.16,8.21,48.16,2,2.0,60.4,80.75,52.59,58.47,2,4,0,4,6.48,10.64,53.56,2.34,0,93.7,6.35,0
7.04,9.61,1.1,6.75,12.57,4.33,1.22,6.62,59.28,1,20.4,62.21,55.18,52.56,46.93,0,1,0,3,7.85,5.26,71.93,2.22,1,71.07,8.35,0
4.76,2.61,0.83,4.49,49.04,3.96,1.79,10.0,54.33,1,1.3,65.14,48.44,32.13,54.41,1,3,0,4,6.01,42.89,46.63,0.66,2,57.37,6.9,0
4.78,8.42,1.3,6.22,5.4,0.97,1.43,6.13,57.95,3,4.1,51.53,52.09,75.28,26.0,0,0,1,5,4.01,47.89,55.89,8.66,0,71.0,5.66,0
