student_id,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,motivation_level,adaptability_score,gym_frequency,wellness_score,screen_to_study_ratio,extracurricular_hours,survey_date
S102705,4.46,9.91,0.73,7.84,38.93,3.98,68.69,0,45.21,2.71,0.45,2024-04-15
S102706,5.58,10.64,2.06,2.19,29.48,10.0,44.3,1,68.99,2.94,3.41,2024-03-16
S102707,4.58,6.66,0.69,9.08,35.58,3.79,44.0,2,46.84,2.88,1.96,2024-02-21
S102708,5.5,3.37,0.96,4.53,41.91,7.22,80.07,2,62.56,1.41,1.64,2024-02-12
S102709,5.38,7.71,0.27,10.0,65.81,2.7,73.3,1,34.51,1.35,2.82,2024-02-18
S102710,6.7,5.62,0.95,7.04,21.62,1.53,57.28,2,68.93,5.55,0.91,2024-02-13
S102711,10.0,6.82,0.92,6.28,13.46,3.99,36.88,0,77.65,2.66,3.85,2024-02-19
S102712,4.36,7.87,0.32,2.7,42.64,4.97,82.2,2,62.78,3.54,1.12,2024-02-26
S102713,5.99,7.85,2.77,1.42,67.02,6.55,48.85,3,62.51,1.69,10.7,2024-03-11
S102714,7.23,7.36,0.21,7.93,69.12,5.74,46.79,0,35.0,29.43,4.13,2024-02-28
S102715,6.37,2.28,0.16,5.53,4.5,7.12,37.89,0,68.27,1.41,5.15,2024-03-31
S102716,8.25,6.63,0.01,9.2,39.73,2.18,9.03,1,57.72,2.2,3.19,2024-02-17
S102717,4.84,4.53,0.81,6.39,51.31,4.79,50.15,1,45.4,0.98,1.34,2024-04-22
S102718,7.35,7.45,0.71,5.2,42.28,2.35,60.31,6,58.58,10.85,8.6,2024-04-23
S102719,5.17,0.0,1.53,4.35,24.43,2.82,36.11,0,63.96,0.0,0.28,2024-04-09
S102720,7.41,4.08,1.01,8.82,44.3,7.31,53.04,4,46.59,1.2,3.9,2024-04-27
S102721,6.5,4.92,1.26,7.36,48.09,10.0,91.19,2,60.36,1.55,0.65,2024-02-08
S102722,6.62,2.33,2.24,4.99,33.12,3.18,87.52,4,61.71,0.55,0.63,2024-03-15
S102723,5.45,7.11,2.68,5.65,48.54,5.65,51.72,3,40.11,4.77,0.55,2024-04-03
S102724,3.68,8.14,0.95,6.98,22.37,7.3,24.51,1,51.13,1.68,3.82,2024-03-08
S102725,4.73,8.31,1.49,1.56,38.92,8.58,53.87,2,63.5,1.55,12.04,2024-03-04
S102726,7.26,5.88,4.01,9.84,46.68,2.59,76.14,3,42.65,1.56,3.24,2024-04-09
S102727,5.9,4.96,0.15,6.46,55.98,10.0,78.16,0,43.85,1.27,2.92,2024-03-22
S102728,7.3,9.39,0.1,8.84,58.59,4.36,76.91,3,44.19,2.05,5.77,2024-04-07
S102729,4.42,4.8,1.0,4.28,29.17,5.45,41.9,3,58.19,1.88,0.2,2024-04-10
S102730,7.17,10.67,2.2,2.16,58.51,4.64,35.25,0,53.37,7.97,4.74,2024-02-19
S102731,7.68,8.47,2.41,1.0,52.35,1.0,78.09,3,66.88,5.79,3.16,2024-03-16
S102732,3.18,5.55,0.86,3.87,48.31,2.65,68.7,1,44.37,2.08,4.84,2024-04-01
S102733,6.72,10.05,0.92,5.19,39.37,4.09,67.1,5,55.32,1.81,5.39,2024-04-04
S102734,8.98,9.62,2.01,6.36,38.86,4.92,95.2,2,71.48,3.04,0.23,2024-03-17
S102735,5.22,1.7,5.47,7.77,65.37,6.15,44.66,2,38.95,0.61,5.81,2024-02-12
S102736,7.67,6.79,0.17,6.3,79.28,4.52,71.22,1,43.54,1.86,0.41,2024-04-19
S102737,6.33,5.79,5.27,9.36,19.07,4.28,56.9,0,54.07,0.94,5.71,2024-02-08
S102738,7.47,6.02,2.33,9.13,77.46,3.87,70.43,2,38.0,1.49,7.37,2024-04-13
S102739,5.74,11.05,0.32,4.9,22.73,8.79,46.76,3,65.11,8.05,4.58,2024-04-28
S102740,5.19,9.73,0.61,10.0,37.99,10.0,54.53,4,45.35,3.46,1.72,2024-02-06
S102741,5.68,12.16,0.74,5.14,30.55,3.04,36.26,4,60.29,3.22,1.03,2024-03-08
S102742,5.77,9.2,0.19,6.7,27.3,1.78,67.12,0,53.95,26.69,4.84,2024-02-29
S102743,5.45,6.64,0.58,7.54,48.98,7.15,69.69,1,42.22,1.97,13.47,2024-08-02
S102744,5.05,4.74,1.13,6.08,55.09,5.07,58.15,2,49.3,2.15,8.92,2024-03-03
S102745,7.82,7.96,4.02,4.76,37.51,1.84,48.27,0,62.69,1.87,1.42,2024-03-27
S102746,5.47,8.36,0.14,3.33,41.61,4.63,48.8,2,62.03,1.79,2.05,2024-03-02
S102747,4.59,6.2,0.8,8.16,67.19,7.95,65.4,3,29.2,3.2,4.76,2024-02-22
S102748,4.97,5.6,1.54,4.03,24.65,5.8,68.94,3,59.75,1.47,0.88,2024-03-23
S102749,6.96,8.7,0.17,6.47,69.49,3.38,77.83,2,39.22,6.68,1.56,2024-02-14
S102750,3.16,6.98,2.35,4.88,66.45,2.58,59.04,4,35.67,1.54,2.14,2024-03-07
S102751,6.98,11.62,1.71,8.14,51.66,8.37,54.59,0,50.73,3.76,0.31,2024-04-20
S102752,7.28,5.41,3.03,6.24,26.32,3.01,82.74,4,62.43,3.72,3.37,2024-03-15
S102753,8.07,8.31,1.49,3.31,61.43,7.59,55.76,4,53.85,2.79,11.86,2024-02-21
S102754,5.67,7.55,1.11,5.73,42.97,7.02,77.1,2,54.01,2.57,6.8,2024-03-07
S102755,5.13,12.7,0.53,1.0,47.82,8.25,82.36,3,60.37,3.98,2.75,2024-04-11
S102756,6.53,6.19,0.18,7.93,16.28,6.45,94.75,4,59.73,2.19,5.09,2024-02-20
S102757,6.48,5.31,0.59,10.0,21.72,1.43,54.65,2,48.34,1.25,18.42,2024-03-20
S102758,8.12,7.38,4.03,6.38,20.09,4.13,73.85,2,73.02,1.4,2.02,2024-02-19
S102759,6.36,6.1,2.46,5.46,34.5,5.71,60.13,2,60.68,24.4,0.06,2024-07-03
S102760,5.69,10.23,4.92,7.88,30.64,6.47,61.75,3,56.76,3.92,4.12,2024-04-11
S102761,4.42,9.03,0.26,3.54,22.94,5.38,43.32,0,60.53,11.09,13.79,2024-03-30
S102762,6.0,7.85,1.15,4.46,67.84,7.06,62.62,2,42.0,3.91,0.3,2024-02-23
S102763,6.39,6.7,2.17,7.25,9.6,8.63,80.26,1,63.76,2.02,2.63,2024-03-04
S102764,7.94,0.82,2.07,3.53,42.91,5.17,33.77,2,68.98,0.23,3.82,2024-04-26
S102765,6.44,3.7,0.64,1.0,17.65,7.42,97.28,4,92.13,1.37,0.76,2024-03-22
S102766,8.18,5.43,0.21,7.96,57.04,5.74,44.47,1,50.15,3.26,1.06,2024-04-28
S102767,8.03,4.06,0.79,4.64,41.07,8.79,65.4,2,62.87,1.56,0.89,2024-04-17
S102768,5.22,8.57,2.36,3.52,58.04,7.91,63.63,0,50.39,6.7,6.35,2024-02-06
S102769,4.7,10.99,2.77,8.71,74.06,5.2,69.67,2,27.51,7.34,1.08,2024-03-01
S102770,5.4,5.17,1.86,5.65,55.18,6.08,90.58,3,45.05,1.8,1.47,2024-04-14
S102771,5.96,4.0,0.6,8.41,84.48,6.43,54.72,1,23.84,1.54,2.04,2024-03-21
S102772,5.16,6.99,1.34,6.41,34.51,2.69,39.84,1,54.02,1.39,0.13,2024-02-13
S102773,7.27,10.96,1.59,4.79,48.76,4.22,65.94,1,58.9,4.78,2.47,2024-04-20
S102774,7.24,6.13,2.09,9.65,81.7,9.53,85.91,2,30.41,1.97,10.68,2024-03-29
S102775,7.98,4.55,0.71,1.0,50.9,8.56,67.13,1,77.99,18.21,1.56,2024-02-16
S102776,6.69,7.71,1.17,8.48,26.55,7.64,30.18,3,46.48,5.3,1.11,2024-04-01
S102777,5.68,3.28,2.65,5.76,49.41,4.07,61.76,5,44.32,1.44,4.89,2024-04-13
S102778,6.87,3.87,0.62,8.5,18.44,7.66,47.35,2,57.55,1.0,1.42,2024-12-02
S102779,5.02,7.33,2.17,4.29,65.26,7.14,82.17,2,53.01,1.41,1.92,2024-03-26
S102780,6.5,3.65,1.75,4.3,48.9,6.62,48.75,0,57.31,1.73,7.93,2024-03-26
S102781,5.23,6.34,0.06,5.41,47.37,5.89,94.47,2,55.29,2.48,2.29,2024-04-19
S102782,7.92,6.03,0.7,9.69,6.97,8.86,82.81,3,58.55,1.49,0.39,2024-04-01
S102783,3.0,3.66,6.48,7.88,49.28,6.69,76.94,3,30.8,2.68,20.0,2024-04-08
S102784,7.48,7.98,0.15,4.64,26.87,4.53,77.11,1,71.97,1.38,0.43,2024-04-10
S102785,7.53,11.71,0.73,3.87,50.65,8.13,47.08,0,61.05,1.87,1.01,2024-02-11
S102786,6.24,8.01,1.27,8.92,68.11,1.82,49.19,0,31.51,3.65,2.8,2024-05-04
S102787,6.77,4.76,0.69,8.13,7.59,2.4,47.7,1,62.05,0.95,0.89,2024-04-06
S102788,6.59,5.49,1.05,5.04,35.0,5.98,75.74,3,62.5,1.23,3.01,2024-04-23
S102789,8.11,8.11,0.43,5.51,62.91,6.54,68.29,1,55.08,2.89,1.7,2024-03-20
S102790,8.62,6.505,0.64,8.98,43.97,5.6,58.96,2,52.52,1.63,0.58,2024-03-25
S102791,6.31,5.26,2.56,1.0,37.1,8.16,47.02,1,69.52,0.98,0.61,2024-04-28
S102792,8.59,4.73,1.47,7.57,35.69,8.54,72.23,2,62.95,1.72,2.51,2024-03-03
S102793,5.4,6.77,1.2,3.47,43.91,6.63,44.42,3,59.05,2.92,3.44,2024-04-10
S102794,6.88,7.06,2.03,6.37,25.69,2.19,60.26,2,66.59,1.53,0.35,2024-03-14
S102795,6.91,5.97,1.55,8.01,54.93,7.31,90.12,0,41.12,4.93,5.23,2024-01-02
S102796,4.53,8.06,1.89,1.9,76.23,2.3,88.26,1,45.03,11.43,2.64,2024-04-02
S102797,6.76,8.62,1.75,8.82,42.07,2.22,95.54,2,45.49,1.94,2.86,2024-02-18
S102798,5.37,10.2,3.52,10.0,31.34,9.84,73.28,4,49.31,2.58,0.38,2024-03-08
S102799,7.41,7.38,0.91,3.84,84.09,1.0,27.89,1,45.24,2.75,4.48,2024-03-01
S102800,5.06,7.61,0.48,5.06,15.63,3.48,46.16,0,56.05,1.58,1.7,2024-02-03
S102801,3.82,7.81,0.98,5.71,2.53,6.44,76.21,1,71.38,1.29,3.9,2024-04-20
S102802,4.48,5.71,1.23,7.47,46.28,3.95,84.87,2,42.61,1.91,5.04,2024-04-11
S102803,6.33,8.74,1.75,8.02,68.48,3.49,50.55,3,36.67,2.48,2.84,2024-03-30
S102804,6.74,2.06,3.95,5.66,36.14,3.22,68.49,0,59.74,0.63,5.64,2024-03-06
S102805,6.78,6.505,2.75,6.8,32.42,8.63,57.1,0,61.18,2.96,1.27,2024-02-22
S102806,5.23,5.27,0.08,5.35,49.88,3.86,59.31,1,49.84,7.22,1.11,2024-02-11
S102807,7.4,7.18,6.16,7.18,58.45,6.33,58.97,1,45.01,1.43,2.62,2024-03-14
S102808,5.53,10.02,0.32,3.07,93.55,4.94,68.43,5,39.06,3.05,2.62,2024-02-15
S102809,5.99,9.61,3.06,6.54,28.37,4.73,77.99,0,56.19,3.53,1.09,2024-02-27
S102810,7.67,11.33,3.91,9.05,32.26,3.71,45.89,0,48.53,2.26,5.02,2024-04-28
S102811,6.07,6.505,2.84,7.39,45.8,6.61,74.06,1,51.91,0.0,3.69,2024-11-04
S102812,3.67,6.505,0.26,7.98,85.04,3.68,86.1,3,18.91,3.0,2.26,2024-02-27
S102813,7.3,6.09,4.91,4.73,11.53,5.16,52.64,5,80.02,2.85,8.49,2024-02-02
S102814,6.3,9.83,0.85,4.5,55.61,4.92,50.81,1,48.94,1.81,2.77,2024-02-22
S102815,5.76,5.01,1.06,6.43,73.48,5.42,95.32,0,42.66,1.43,0.25,2024-04-20
S102816,8.1,7.94,1.76,4.37,72.56,7.26,31.9,1,50.7,2.87,2.25,2024-03-05
S102817,5.42,4.94,0.41,2.75,34.28,4.32,65.78,0,62.58,5.19,2.66,2024-02-29
S102818,7.21,5.63,0.18,7.9,46.04,4.31,46.31,3,46.25,1.8,3.42,2024-04-08
S102819,6.49,3.11,2.93,6.3,54.38,3.8,76.63,6,54.81,3.1,0.03,2024-02-03
S102820,9.93,6.505,0.4,4.26,59.69,5.99,82.36,4,59.08,2.56,1.83,2024-03-14
S102821,3.78,5.24,0.33,6.86,57.54,4.63,58.68,3,36.33,20.94,2.35,2024-04-18
S102822,6.57,5.4,0.55,9.4,12.89,5.73,66.35,2,54.44,1.59,12.62,2024-04-05
S102823,6.78,11.08,5.73,5.37,22.52,6.19,100.0,3,61.02,2.48,4.8,2024-02-11
S102824,7.84,4.5,0.32,5.22,92.3,7.86,62.29,3,36.72,2.2,4.15,2024-03-18
S102825,5.71,9.44,0.86,8.48,0.0,7.92,49.56,4,62.78,1.99,2.29,2024-04-26
S102826,5.41,5.96,1.52,2.02,43.55,10.0,84.97,5,67.29,2.24,0.35,2024-02-01
S102827,8.24,5.98,0.43,5.83,51.48,1.07,43.05,2,51.85,1.79,2.63,2024-04-13
S102828,5.7,7.11,1.13,4.79,37.38,7.25,83.8,2,60.94,2.21,1.54,2024-02-19
S102829,6.69,5.55,2.18,2.02,33.74,2.46,51.8,1,69.95,2.67,4.99,2024-02-17
S102830,6.22,13.24,0.09,7.63,70.86,5.32,51.13,2,38.84,4.23,4.97,2024-02-09
S102831,6.83,4.35,5.33,5.23,55.28,4.7,64.43,1,44.8,17.41,6.12,2024-04-02
S102832,4.41,5.78,0.07,7.15,26.97,4.1,100.0,2,52.78,3.92,20.0,2024-05-02
S102833,5.54,6.85,1.01,7.33,48.82,2.99,66.83,1,49.18,3.64,3.39,2024-03-24
S102834,6.22,9.41,3.89,6.67,75.94,5.64,75.98,4,39.33,2.84,4.47,2024-02-03
S102835,6.45,8.37,2.4,4.13,61.53,2.94,48.38,1,48.15,3.94,1.77,2024-04-17
S102836,7.83,8.02,1.74,5.4,69.73,1.0,54.17,3,51.88,8.12,0.19,2024-04-14
S102837,7.01,5.82,1.02,5.5,47.51,3.13,59.48,1,56.11,1.58,14.69,2024-04-24
S102838,7.1,7.02,3.85,7.16,43.76,7.67,79.86,2,52.84,2.17,0.43,2024-03-24
S102839,6.22,9.76,0.93,5.74,40.31,6.34,76.57,2,57.52,3.12,1.27,2024-03-13
S102840,8.06,10.22,2.21,7.05,16.79,4.96,60.59,2,65.54,4.57,1.12,2024-02-25
S102841,5.45,4.37,0.68,4.6,34.02,5.64,49.55,1,53.27,1.4,1.74,2024-02-22
S102842,6.16,0.97,4.04,7.55,39.08,5.0,31.02,2,53.58,0.39,5.54,2024-02-04
S102843,4.21,9.33,1.91,4.81,60.81,3.43,48.56,1,41.44,3.46,9.39,2024-03-28
S102844,4.83,6.505,3.0,2.41,58.14,4.5,77.33,1,56.61,2.76,1.95,2024-02-05
S102845,7.48,7.65,3.58,5.27,6.5,2.39,71.81,1,68.94,1.68,0.59,2024-02-20
S102846,6.23,4.13,0.16,5.82,59.56,8.67,57.93,1,49.25,1.0,0.09,2024-02-23
S102847,3.7,7.67,1.12,5.97,4.15,1.51,45.58,3,65.02,8.92,0.18,2024-02-24
S102848,6.23,7.94,1.64,2.18,39.93,3.06,39.34,3,64.88,1.82,3.67,2024-07-04
S102849,5.96,10.35,0.39,6.9,33.01,4.08,50.95,4,52.38,7.45,1.61,2024-02-28
S102850,4.71,12.68,1.61,6.18,39.55,6.39,69.68,2,48.17,50.73,0.98,2024-03-14
S102851,6.76,7.36,3.18,5.66,60.29,3.82,87.78,1,55.32,3.45,1.03,2024-02-03
S102852,5.91,7.32,1.63,7.52,17.43,8.49,69.57,3,59.1,3.76,0.01,2024-04-28
S102853,6.3,6.85,0.21,5.92,42.34,6.89,60.07,3,54.36,2.51,0.91,2024-02-28
S102854,7.61,7.29,1.51,3.01,66.36,6.18,85.27,3,56.28,6.37,0.7,2024-03-11
S102855,5.43,0.94,2.11,2.79,35.05,3.86,100.0,1,67.5,3.77,4.37,2024-04-20
S102856,7.8,5.65,1.02,7.57,73.9,5.13,49.82,2,39.11,1.91,3.63,2024-04-12
S102857,5.91,6.505,0.29,1.67,46.1,7.19,36.41,2,60.12,2.31,8.52,2024-04-06
S102858,5.93,11.04,4.82,8.25,28.05,5.59,89.18,3,58.71,3.32,0.58,2024-04-02
S102859,8.09,8.83,4.05,3.31,22.71,6.91,45.84,1,70.4,9.38,17.51,2024-04-28
S102860,6.82,5.02,4.4,3.99,50.77,9.31,64.56,3,62.06,2.59,1.48,2024-03-26
S102861,5.72,5.34,0.68,7.3,81.33,6.52,55.67,2,35.14,2.43,2.63,2024-03-17
S102862,6.12,4.86,0.29,4.24,61.55,5.52,72.41,2,54.84,3.09,2.69,2024-04-23
S102863,6.59,3.4,1.63,2.94,25.66,3.12,48.95,3,72.68,13.6,2.86,2024-03-01
S102864,4.26,8.09,0.35,4.77,59.32,6.74,69.7,1,44.25,6.82,3.66,2024-03-06
S102865,7.22,8.94,0.71,4.01,78.85,1.84,65.12,1,47.59,2.4,0.85,2024-02-16
S102866,6.28,5.71,0.59,6.57,35.14,7.86,98.94,0,54.81,3.45,0.13,2024-03-08
S102867,4.48,1.62,0.05,3.54,53.04,7.83,65.18,0,43.27,0.33,7.24,2024-03-12
S102868,4.97,6.61,2.13,5.0,43.87,7.88,65.18,2,55.4,3.52,4.54,2024-02-15
S102869,7.5,8.78,0.32,4.07,65.08,7.95,62.89,5,49.21,1.96,2.57,2024-04-19
S102870,4.52,5.88,0.89,2.88,7.15,4.54,83.26,1,68.12,3.21,0.82,2024-03-30
S102871,9.29,3.53,0.07,3.96,24.71,5.56,56.7,3,76.77,1.17,4.64,2024-03-29
S102872,4.79,6.03,0.78,8.67,28.73,5.53,76.59,1,51.4,1.6,7.93,2024-04-08
S102873,6.57,12.29,0.11,5.5,49.99,4.94,71.19,0,55.6,7.39,0.38,2024-03-30
S102874,3.0,7.38,1.27,3.07,65.38,5.3,47.58,1,41.13,6.44,0.6,2024-02-25
S102875,6.18,8.24,0.42,3.87,45.29,7.85,96.66,2,55.95,9.92,0.41,2024-02-26
S102876,5.55,4.7,3.43,6.69,65.03,5.39,86.02,2,37.12,1.7,3.21,2024-03-10
S102877,6.95,6.505,0.5,6.87,21.97,7.18,100.0,1,58.92,3.07,4.83,2024-03-24
S102878,6.55,4.06,0.15,5.86,39.78,3.77,45.32,4,55.35,1.17,7.05,2024-02-08
S102879,5.81,7.85,1.1,4.72,27.52,7.02,31.99,4,60.55,4.96,0.4,2024-04-06
S102880,9.28,2.28,1.75,6.27,35.74,5.84,46.15,2,67.39,0.68,7.42,2024-02-14
S102881,7.35,2.55,1.68,4.64,53.85,8.79,37.05,1,55.8,1.72,6.79,2024-04-23
S102882,5.25,11.5,2.47,7.93,51.05,4.72,79.44,2,37.09,3.42,3.13,2024-02-25
S102883,6.76,5.6,2.9,6.21,63.75,5.32,48.47,3,50.85,5.59,5.27,2024-03-18
S102884,3.0,8.82,0.22,6.74,35.91,4.89,78.77,0,44.28,8.76,2.16,2024-03-04
S102885,5.45,5.22,2.28,7.66,57.15,4.51,45.66,4,35.56,1.28,0.2,2024-02-15
S102886,8.0,8.9,1.79,5.43,6.16,5.89,51.4,4,73.13,4.45,5.17,2024-09-04
S102887,5.48,3.85,0.0,6.45,48.43,2.34,43.39,2,47.57,1.01,1.29,2024-04-21
S102888,6.46,3.69,2.8,4.72,61.91,5.27,48.55,2,40.82,1.98,0.43,2024-03-03
S102889,4.64,9.57,0.54,10.0,69.5,7.02,23.71,3,23.75,2.31,0.58,2024-04-29
S102890,7.35,8.13,0.62,6.65,41.86,6.35,48.74,1,54.83,6.92,3.39,2024-04-10
S102891,6.41,1.06,0.06,5.48,33.47,4.66,68.46,3,58.03,0.4,1.99,2024-04-13
S102892,6.25,4.37,1.26,8.56,48.83,3.18,30.18,1,40.82,1.0,1.89,2024-03-14
S102893,7.55,6.72,0.96,4.98,87.61,7.59,68.29,0,44.68,4.56,0.71,2024-04-18
S102894,8.54,10.68,0.25,6.85,48.55,7.49,58.0,0,58.63,42.74,1.22,2024-09-03
S102895,7.36,7.02,0.18,5.63,74.56,1.3,55.22,3,46.43,5.24,1.35,2024-04-28
S102896,3.82,6.72,0.56,5.45,44.85,4.46,67.85,2,49.62,1.32,8.09,2024-02-29
S102897,6.8,3.3,2.99,6.95,26.87,9.12,78.43,1,60.16,1.27,4.81,2024-02-29
S102898,6.61,9.91,0.93,5.63,22.91,3.31,60.35,3,63.79,6.69,1.66,2024-04-13
S102899,4.63,8.94,1.54,2.14,62.79,8.61,53.73,1,62.09,3.47,3.11,2024-02-22
S102900,3.97,1.78,0.49,4.87,41.79,9.23,47.74,2,51.46,1.03,0.92,2024-04-17
S102901,5.66,7.34,1.39,3.38,51.75,4.28,36.91,5,57.29,2.85,4.77,2024-03-25
S102902,5.81,0.0,2.53,5.26,37.42,5.75,46.79,3,55.08,0.0,4.11,2024-02-12
S102903,6.13,6.39,1.39,5.61,13.87,6.9,55.7,1,68.73,1.45,4.05,2024-04-03
S102904,5.2,4.34,0.96,5.86,17.98,5.62,21.46,2,63.93,3.1,2.12,2024-02-26
S102905,6.44,7.13,0.47,9.58,35.67,5.85,56.32,0,46.92,1.44,2.54,2024-03-20
S102906,6.63,2.68,1.01,4.84,55.03,5.27,73.84,1,52.02,0.77,0.23,2024-03-30
S102907,5.82,7.7,0.59,6.68,56.85,6.97,39.16,2,39.46,2.4,1.43,2024-02-01
S102908,6.76,3.29,0.95,4.38,41.57,7.22,79.8,1,58.09,1.01,4.83,2024-08-03
S102909,5.4,5.65,0.26,6.07,19.84,6.06,72.35,2,58.49,1.2,9.14,2024-02-29
S102910,4.02,4.3,2.19,4.52,55.6,6.46,59.1,2,47.03,1.37,1.3,2024-10-04
S102911,6.21,3.91,0.12,5.54,49.73,8.32,100.0,1,48.92,1.02,8.13,2024-04-17
S102912,7.45,9.4,2.9,3.01,39.94,4.48,47.1,1,71.28,2.72,0.16,2024-04-19
S102913,9.99,6.63,0.49,2.62,31.23,3.72,82.61,1,82.98,1.88,5.59,2024-02-10
S102914,3.24,9.7,1.29,7.47,40.43,3.1,32.31,2,48.45,4.13,3.76,2024-02-09
S102915,5.51,6.13,0.5,4.88,47.83,5.04,42.48,1,54.54,1.22,5.79,2024-02-21
S102916,4.99,7.37,2.08,10.0,44.83,5.54,46.23,4,35.35,1.51,11.47,2024-04-03
S102917,6.59,10.0,0.38,5.71,44.07,5.77,83.57,3,57.36,3.47,5.48,2024-04-29
S102918,4.99,6.06,2.07,3.56,29.56,5.39,52.16,1,65.13,1.18,0.77,2024-03-14
S102919,6.39,5.3,0.56,4.64,52.37,6.03,39.96,4,61.63,0.97,9.9,2024-02-04
S102920,7.6,4.13,1.98,10.0,64.15,7.64,69.11,1,40.86,6.22,5.23,2024-02-19
S102921,5.17,5.06,1.61,4.83,48.34,9.79,56.32,1,54.95,1.49,1.22,2024-02-10
S102922,6.12,8.67,2.62,9.75,75.29,6.5,84.73,3,30.52,2.38,0.94,2024-02-14
S102923,8.48,7.41,0.54,3.56,51.76,3.35,45.93,4,67.22,3.49,4.48,2024-02-15
S102924,7.46,6.25,0.57,5.55,0.0,5.9,40.17,2,72.11,1.58,1.96,2024-02-19
S102925,3.95,7.23,5.38,3.37,46.0,4.72,62.37,4,51.34,28.93,0.96,2024-04-25
S102926,9.12,8.47,1.15,6.12,37.28,4.68,84.15,2,60.88,2.95,0.23,2024-04-02
S102927,5.27,8.45,0.36,6.89,47.95,3.01,57.37,3,54.29,1.5,6.67,2024-03-16
S102928,6.65,4.07,1.85,10.0,65.83,3.66,38.9,1,34.25,2.63,1.15,2024-04-29
S102929,5.65,4.18,3.13,10.0,63.19,9.21,86.19,1,34.0,1.06,0.23,2024-04-21
S102930,5.59,10.81,0.55,7.05,42.88,6.41,58.63,4,45.81,11.86,0.65,2024-12-03
S102931,5.26,6.47,1.86,4.17,68.17,6.65,86.1,1,40.38,1.45,2.85,2024-03-18
S102932,7.1,8.26,0.39,6.52,40.97,4.29,58.48,0,46.86,1.95,6.83,2024-04-07
S102933,5.14,5.12,2.69,5.72,51.64,9.0,71.88,1,53.71,0.89,4.11,2024-04-14
S102934,4.47,3.35,1.04,7.06,43.73,3.05,61.84,2,42.84,0.73,1.82,2024-03-31
S102935,5.43,4.43,0.42,5.67,32.66,3.45,60.29,4,51.09,1.86,1.12,2024-02-13
S102936,6.23,9.04,8.0,1.0,55.73,6.48,83.36,4,63.89,2.26,5.05,2024-03-16
S102937,3.42,5.3,0.85,5.66,46.84,6.06,27.52,3,42.89,1.79,6.3,2024-02-28
S102938,7.34,9.08,8.0,3.09,37.47,8.58,63.54,2,76.53,2.74,0.23,2024-02-29
S102939,5.23,7.73,0.23,4.58,56.11,5.82,73.29,1,54.02,2.65,0.98,2024-03-12
S102940,7.24,3.28,0.97,4.45,21.06,6.27,36.58,2,69.49,1.1,2.21,2024-04-22
S102941,8.17,4.34,0.32,4.62,47.07,3.66,55.32,1,64.17,1.16,11.54,2024-04-25
S102942,6.67,6.99,2.5,5.52,58.63,6.43,55.39,1,55.51,3.99,0.17,2024-02-04
S102943,6.98,10.36,4.99,4.52,53.94,7.46,79.61,1,53.79,4.99,0.29,2024-02-09
S102944,5.6,8.36,0.75,5.52,45.24,4.16,41.87,3,51.01,1.48,6.75,2024-02-29
S102945,5.3,0.86,0.64,7.85,62.06,8.24,57.68,2,41.59,0.21,3.53,2024-02-19
S102946,3.58,7.8,4.84,5.18,19.85,7.16,70.95,3,54.66,2.15,2.0,2024-05-03
S102947,5.97,5.83,1.51,7.62,54.13,5.24,59.11,1,47.38,23.31,6.55,2024-04-28
S102948,5.47,6.98,6.93,7.41,48.64,8.31,82.87,2,41.38,4.15,10.24,2024-04-20
S102949,3.0,8.63,1.81,8.67,56.38,5.43,80.96,3,33.38,27.56,3.2,2024-03-21
S102950,6.62,3.89,1.1,9.81,34.34,7.09,51.22,3,43.57,1.06,2.55,2024-04-28
S102951,8.36,9.1,0.32,7.55,45.86,5.66,31.83,4,54.31,2.25,14.42,2024-07-04
S102952,6.8,5.96,2.25,5.43,32.51,3.15,60.77,3,64.26,1.71,1.73,2024-03-04
S102953,7.86,3.93,0.01,6.02,52.56,6.41,61.35,1,55.55,0.78,9.07,2024-02-04
S102954,5.86,7.85,1.22,3.74,39.82,1.74,60.3,1,54.57,2.3,0.14,2024-03-15
S102955,4.82,4.11,0.35,5.17,65.52,5.42,78.03,4,51.61,1.37,1.1,2024-03-06
S102956,6.33,4.18,7.02,7.97,49.2,7.34,64.4,2,40.46,1.57,3.66,2024-04-13
S102957,5.75,4.54,1.31,9.27,34.47,4.23,59.69,3,49.67,3.12,12.79,2024-08-02
S102958,4.65,7.78,1.53,7.78,40.43,3.7,51.08,0,41.68,1.92,20.0,2024-06-02
S102959,7.68,9.04,0.22,5.82,37.59,4.67,51.89,0,60.48,2.26,1.79,2024-03-24
S102960,6.48,5.22,0.27,7.37,56.02,5.55,38.65,2,51.52,1.09,1.16,2024-06-04
S102961,5.32,11.38,0.96,3.36,46.25,4.78,73.54,1,51.37,4.4,1.73,2024-06-02
S102962,6.51,6.08,0.06,10.0,50.44,4.61,72.1,0,32.6,1.79,2.34,2024-04-26
S102963,6.03,7.8,0.79,5.28,16.84,9.27,37.27,3,69.09,1.66,3.64,2024-02-19
S102964,7.11,7.25,0.49,5.49,39.16,5.78,39.69,3,55.37,2.08,14.32,2024-02-17
S102965,8.48,6.38,1.85,4.34,49.18,5.88,49.51,4,66.6,1.86,20.0,2024-03-20
S102966,5.38,3.52,0.05,3.9,58.83,10.0,44.62,0,49.61,0.75,11.63,2024-02-10
