student_id,previous_internal_marks,previous_assignment_score,previous_midterm_score,lowest_subject_score,assignment_completion_rate,practice_questions,next_semester_marks
S102855,19.3,52.1,63.14,71.61,76.02,197,40.74
S102856,36.68,77.23,89.34,52.77,80.52,13,46.43
S102857,35.42,63.55,86.34,40.57,76.63,3,61.1
S102858,36.7,62.21,62.08,39.23,88.08,2,73.0
S102859,34.3,46.94,59.12,30.47,69.17,161,62.77
S102860,38.45,85.41,59.41,66.04,77.44,63,59.5
S102861,30.4,66.12,67.16,55.39,77.26,29,45.06
S102862,44.04,71.3,46.22,40.68,78.94,131,42.07
S102863,38.79,58.97,43.27,47.12,71.51,83,45.81
S102864,36.21,45.24,28.66,21.3,59.97,77,24.14
S102865,29.42,62.03,64.66,53.92,93.99,128,49.83
S102866,41.52,64.43,97.62,39.23,78.25,51,48.65
S102867,36.65,74.39,33.15,36.89,96.93,14,32.51
S102868,28.96,64.67,62.05,64.66,87.19,200,66.44
S102869,34.55,59.22,61.57,65.3,87.72,160,63.34
S102870,40.03,47.45,62.57,57.82,96.96,23,36.65
S102871,39.41,70.73,85.11,38.89,100.0,32,59.95
S102872,38.9,58.05,50.79,38.72,99.56,137,27.43
S102873,35.74,89.81,33.86,65.87,93.3,287,69.02
S102874,43.21,72.25,56.45,51.36,84.38,119,34.03
S102875,44.9,78.43,54.31,30.08,98.88,4,30.73
S102876,40.9,66.27,29.31,59.96,68.8,42,40.78
S102877,30.3,73.02,68.93,42.69,88.77,120,57.25
S102878,26.54,56.64,46.02,72.37,99.16,50,63.9
S102879,30.65,52.33,63.67,38.68,94.29,90,28.1
S102880,50.0,70.23,59.19,28.26,78.86,56,21.78
S102881,37.25,78.56,47.82,31.45,86.83,19,24.23
S102882,50.0,40.81,79.25,49.25,75.06,114,55.21
S102883,34.04,62.51,60.5,59.63,68.48,17,47.29
S102884,32.93,97.63,65.87,31.37,100.0,284,39.65
S102885,34.41,77.19,74.38,56.27,73.49,37,55.09
S102886,34.26,93.06,69.62,48.82,73.36,17,46.47
S102887,28.81,60.49,67.32,48.11,73.69,17,65.8
S102888,25.81,63.13,51.81,44.07,69.56,15,36.89
S102889,39.01,84.5,47.2,31.09,69.13,34,54.79
S102890,43.44,79.35,67.53,41.64,54.12,70,63.66
S102891,50.0,68.58,49.61,41.91,56.72,172,26.26
S102892,31.53,51.06,77.71,36.34,77.11,217,34.5
S102893,32.18,87.35,62.93,23.06,86.85,73,52.08
S102894,28.83,100.0,75.38,58.68,54.86,80,57.97
S102895,44.01,46.42,49.23,65.29,82.73,59,41.89
S102896,41.52,91.05,46.74,44.59,99.25,33,31.84
S102897,27.98,62.98,91.86,30.76,72.93,61,71.98
S102898,27.78,65.0,62.61,44.34,65.16,14,48.79
S102899,42.62,74.04,79.61,66.62,79.1,31,70.92
S102900,38.07,51.92,42.41,21.95,87.79,18,32.26
S102901,41.07,69.44,60.47,76.85,71.61,147,54.56
S102902,27.94,45.83,85.84,51.21,94.29,14,46.59
S102903,19.98,77.14,39.97,31.79,87.04,110,52.15
S102904,28.0,100.0,100.0,52.61,100.0,5,51.24
S102905,40.5,60.41,68.24,32.56,54.78,86,48.03
S102906,50.0,67.47,51.9,85.53,58.82,116,56.53
S102907,31.56,68.21,70.63,32.36,73.72,8,18.56
S102908,50.0,84.8,82.75,77.49,59.91,118,74.92
S102909,41.64,76.08,51.79,53.1,100.0,71,46.1
S102910,23.86,83.81,54.09,57.22,83.49,93,54.09
S102911,36.71,62.41,68.99,27.78,75.05,103,63.97
S102912,41.91,76.5,72.41,44.0,100.0,14,40.94
S102913,15.6,19.48,61.82,63.97,84.39,128,50.23
S102914,40.16,80.01,71.44,46.84,76.87,122,46.04
S102915,44.38,51.73,78.66,59.07,68.28,83,67.7
S102916,38.19,65.09,67.77,74.78,88.34,56,60.19
S102917,34.51,81.18,53.94,30.84,87.83,152,47.98
S102918,33.62,46.96,64.67,42.94,90.23,170,55.78
S102919,33.15,86.34,93.1,76.81,92.09,33,71.6
S102920,25.59,68.14,70.33,62.48,100.0,61,36.35
S102921,29.5,91.8,84.84,27.6,67.58,48,58.78
S102922,31.67,56.46,56.77,61.67,100.0,44,37.53
S102923,35.91,42.81,69.2,38.93,100.0,141,29.36
S102924,30.55,69.57,77.71,59.21,100.0,87,75.73
S102925,28.05,78.81,88.96,20.3,76.91,51,65.66
S102926,41.08,80.06,84.64,37.69,69.29,124,58.24
S102927,37.96,52.97,47.09,52.64,81.57,229,46.98
S102928,30.69,45.63,83.43,38.84,84.25,42,68.78
S102929,39.05,65.32,91.98,42.27,92.86,12,69.55
S102930,31.37,77.75,55.8,63.71,77.54,202,65.75
S102931,35.5,76.99,50.69,35.89,93.82,252,58.59
S102932,42.8,93.58,64.61,47.07,74.79,42,61.59
S102933,30.17,64.4,67.87,69.74,80.72,84,63.31
S102934,25.62,42.33,59.4,56.87,90.84,8,62.81
S102935,33.84,87.95,46.01,67.25,81.83,4,56.41
S102936,24.09,72.93,88.56,51.11,69.86,8,41.65
S102937,32.78,74.23,51.24,26.02,66.47,119,59.41
S102938,32.75,81.51,56.89,58.39,95.98,49,36.46
S102939,15.29,88.95,66.75,60.26,87.44,85,46.57
S102940,39.25,69.65,41.44,52.33,100.0,65,49.39
S102941,33.54,87.65,40.22,45.95,97.18,17,40.86
S102942,44.46,78.28,58.09,49.56,75.78,135,68.12
S102943,36.72,60.17,78.21,30.95,95.1,19,48.52
S102944,40.88,66.5,68.01,67.93,85.29,16,71.66
S102945,44.52,79.25,32.05,79.28,78.3,77,37.67
S102946,33.95,59.37,87.23,42.06,100.0,163,71.14
S102947,34.99,83.3,77.76,32.23,100.0,161,22.37
S102948,22.41,72.37,68.06,50.76,89.76,46,50.57
S102949,44.92,75.72,67.63,51.18,67.25,93,36.3
S102950,33.83,91.61,75.77,50.72,72.82,140,57.73
S102951,26.95,75.35,100.0,52.96,71.87,19,70.55
S102952,40.92,71.07,79.09,33.31,92.21,40,61.57
S102953,17.56,68.76,69.74,33.1,85.76,80,61.66
S102954,31.57,67.98,45.37,45.22,75.32,146,10.65
S102955,42.27,74.68,67.63,71.15,100.0,33,92.67
S102956,31.5,90.45,77.37,46.59,73.55,78,74.21
S102957,29.26,60.82,63.16,52.43,100.0,5,34.93
S102958,31.67,59.69,56.64,48.07,97.56,216,59.54
S102959,18.92,89.28,73.86,65.0,89.66,181,39.33
S102960,40.72,61.51,49.19,29.59,68.32,204,45.59
S102961,34.02,73.24,78.89,48.26,100.0,276,48.55
S102962,32.82,61.12,58.03,32.89,100.0,150,53.24
S102963,32.85,44.81,31.04,59.0,83.54,19,51.28
S102964,35.11,72.97,57.72,53.69,98.72,70,77.41
S102965,40.23,86.73,64.09,42.09,81.47,16,58.2
S102966,34.58,69.83,73.84,41.45,100.0,2,47.71
S102967,24.11,47.78,71.99,38.03,65.78,12,32.54
S102968,39.6,71.64,44.35,68.84,94.84,148,40.49
S102969,38.99,58.66,66.95,27.09,42.22,109,66.23
S102970,36.64,30.71,56.46,45.86,62.45,56,34.34
S102971,43.6,68.79,59.24,57.28,64.11,42,47.25
S102972,35.24,77.77,49.03,20.79,80.21,2,19.88
S102973,43.89,87.67,64.19,33.33,66.74,31,68.75
S102974,46.26,96.35,100.0,46.09,66.86,49,77.92
S102975,39.66,79.76,94.7,46.06,77.31,35,53.21
S102976,29.02,84.0,49.02,62.41,78.08,56,76.31
S102977,33.95,50.73,66.06,64.19,62.7,76,35.49
S102978,44.91,94.33,59.98,65.53,59.85,10,54.94
S102979,23.02,89.01,67.27,78.97,67.23,191,54.77
S102980,31.86,64.49,79.66,39.82,95.03,66,45.58
S102981,32.26,80.22,62.93,16.89,100.0,155,70.03
S102982,28.08,78.72,53.6,59.09,100.0,51,77.07
S102983,41.98,92.05,83.5,35.53,74.64,105,60.24
S102984,38.01,67.73,45.26,59.81,86.24,180,54.48
S102985,29.31,58.81,68.03,44.68,79.98,74,31.39
S102986,39.84,62.65,41.22,36.16,77.85,42,58.73
S102987,33.73,83.45,48.58,29.06,81.65,69,38.96
S102988,27.88,41.2,76.92,52.47,84.16,15,49.43
S102989,29.3,25.04,54.13,37.66,53.81,97,45.22
S102990,38.49,83.41,34.98,46.23,70.71,3,55.69
S102991,42.51,74.12,53.44,46.83,79.36,48,41.53
S102992,31.11,70.28,51.72,74.48,100.0,63,49.61
S102993,39.36,50.42,44.8,28.93,89.56,41,34.76
S102994,47.65,44.35,73.8,28.79,96.53,53,40.9
S102995,24.93,60.48,40.25,60.44,78.35,15,38.65
S102996,37.85,75.43,55.59,37.9,100.0,7,57.18
S102997,41.65,61.21,67.13,34.12,84.26,47,49.66
S102998,34.24,83.5,59.52,28.87,92.39,217,44.75
S102999,44.91,55.69,58.53,63.61,82.63,16,28.49
S103000,50.0,62.21,53.44,40.65,88.28,27,18.07
S103001,37.75,80.55,45.5,68.76,72.86,169,61.08
S103002,33.13,64.35,54.81,40.1,100.0,25,39.76
S103003,42.82,65.09,75.52,39.43,72.78,39,76.92
S103004,41.74,60.35,58.06,41.31,65.77,9,38.66
S103005,14.85,57.57,67.67,48.98,82.41,4,3.39
S103006,34.98,75.31,82.87,51.94,100.0,86,52.93
S103007,31.84,77.26,74.6,41.45,69.75,13,37.61
S103008,38.17,73.41,44.58,57.21,77.28,65,40.85
S103009,33.45,60.76,72.17,30.69,83.84,45,56.21
S103010,34.32,66.98,81.76,39.53,60.14,8,49.84
S103011,28.09,93.94,55.68,47.81,59.37,45,60.23
S103012,40.88,48.68,39.63,59.96,96.88,23,37.68
S103013,48.24,98.29,57.95,35.06,81.13,156,37.75
S103014,28.22,71.5,68.01,66.2,64.1,24,62.08
S103015,23.82,67.3,74.48,38.33,75.3,96,53.08
S103016,35.16,84.3,56.67,52.38,71.61,92,41.01
S103017,34.77,38.99,32.43,55.59,80.12,17,22.17
S103018,44.37,90.7,44.58,59.76,82.95,65,44.5
S103019,25.17,97.87,70.76,43.34,47.77,147,53.61
S103020,30.7,86.32,96.85,78.24,100.0,8,56.32
S103021,17.82,38.47,64.65,50.36,81.11,75,53.56
S103022,46.0,81.46,86.01,60.68,70.42,15,38.88
S103023,37.0,94.69,48.09,26.63,93.26,22,64.29
S103024,31.29,93.14,54.64,32.23,64.48,84,49.05
S103025,24.42,48.88,27.56,47.25,75.29,81,48.96
S103026,25.16,85.25,70.91,53.53,61.75,87,41.27
S103027,38.31,96.93,50.7,26.24,91.17,63,71.97
S103028,26.14,70.44,74.59,62.58,97.9,123,47.82
S103029,35.83,48.21,56.96,57.02,85.76,84,32.41
S103030,50.0,82.43,97.35,79.74,77.16,19,33.35
S103031,32.22,85.81,93.69,54.66,60.86,9,48.31
S103032,27.31,67.91,28.15,38.84,73.14,1,43.76
S103033,38.06,52.14,74.46,59.8,83.48,1,36.05
S103034,25.19,84.73,53.11,35.97,71.38,9,28.16
S103035,48.76,58.47,75.35,80.52,73.18,46,61.75
S103036,46.23,75.96,43.5,40.53,63.17,0,25.31
S103037,33.69,93.37,88.06,36.89,68.85,39,37.44
S103038,27.82,45.12,81.49,62.84,58.0,120,50.1
S103039,31.59,83.62,42.38,57.22,84.15,11,50.18
S103040,32.63,66.9,62.1,43.91,80.75,124,62.93
S103041,38.07,67.29,67.6,86.35,81.42,17,57.17
S103042,43.32,77.71,76.51,38.49,74.59,21,44.0
S103043,26.71,58.43,64.81,49.5,71.14,22,31.77
S103044,43.09,52.37,77.58,33.45,75.53,31,47.11
S103045,39.94,43.24,63.87,46.08,73.61,56,37.19
S103046,30.94,88.48,74.79,62.76,82.3,91,67.76
S103047,26.31,64.42,43.11,38.86,100.0,120,27.46
S103048,35.93,78.55,64.58,41.81,77.16,2,56.31
S103049,26.52,62.72,83.4,74.05,71.12,13,54.24
S103050,43.19,52.57,87.58,71.04,76.26,110,63.66
S103051,26.01,79.78,67.77,57.8,72.62,118,33.82
S103052,39.38,74.92,63.41,33.96,72.56,231,61.86
S103053,34.36,66.45,86.89,31.97,71.23,28,65.1
S103054,30.52,74.53,63.39,47.51,90.28,20,61.17
S103055,34.18,55.59,83.31,37.44,90.08,68,52.75
S103056,43.64,85.91,63.29,52.56,93.54,7,54.72
S103057,25.46,89.39,65.64,30.75,96.71,103,49.58
S103058,31.7,81.39,47.32,39.06,74.53,52,33.21
S103059,28.99,64.42,45.01,26.96,56.48,99,41.02
S103060,34.69,70.89,80.65,60.56,100.0,14,58.0
S103061,29.52,93.53,92.57,78.05,46.14,50,54.44
S103062,20.86,89.22,66.69,39.31,74.88,34,38.79
S103063,26.56,99.91,62.34,79.48,58.6,51,61.02
S103064,48.1,58.29,81.36,63.47,86.04,65,36.18
S103065,36.97,56.95,70.4,63.49,65.65,92,58.24
S103066,36.7,72.02,26.63,25.15,96.97,161,74.8
S103067,32.74,76.1,80.9,56.8,83.49,21,55.48
S103068,34.59,67.87,43.61,26.61,100.0,45,47.61
S103069,31.56,64.15,64.81,8.72,81.52,10,34.38
S103070,39.22,89.01,57.94,28.76,97.39,33,46.58
S103071,35.81,68.64,54.75,75.42,63.72,38,57.45
S103072,25.63,51.77,65.75,40.21,94.78,47,55.72
S103073,37.03,53.5,79.3,51.39,77.97,209,78.82
S103074,15.33,73.71,65.5,61.07,83.57,193,38.02
S103075,38.31,100.0,87.56,64.41,93.91,6,79.7
S103076,23.73,55.36,89.54,31.23,85.8,43,46.13
S103077,34.23,65.28,89.4,27.41,68.14,31,64.98
S103078,25.44,100.0,64.11,56.47,72.66,36,59.73
S103079,35.02,62.74,57.35,45.73,64.14,111,35.86
S103080,39.63,76.83,64.46,21.91,90.73,18,61.76
S103081,47.02,98.14,83.01,50.74,74.81,113,52.73
S103082,22.67,55.73,82.05,58.88,73.27,199,53.54
S103083,42.8,69.83,23.48,52.07,83.04,95,35.62
S103084,36.05,62.73,69.89,48.13,76.45,42,39.78
S103085,31.39,47.23,27.11,53.4,97.53,5,45.42
S103086,41.08,93.54,64.69,41.01,91.78,9,45.49
S103087,33.11,61.22,56.54,46.14,90.84,100,90.29
S103088,40.74,56.86,51.61,47.13,73.77,10,26.72
S103089,27.06,63.33,78.59,50.32,90.65,43,45.33
S103090,29.94,83.93,54.64,59.14,87.55,164,45.26
S103091,42.55,71.69,64.85,46.0,61.76,61,60.83
S103092,46.88,58.13,50.08,45.86,76.31,33,69.38
S103093,34.72,76.14,66.18,42.51,77.43,21,61.46
S103094,12.7,82.19,80.36,48.94,100.0,62,62.77
S103095,33.41,69.64,50.95,17.61,73.7,33,55.06
S103096,35.26,66.48,75.24,53.43,87.24,255,66.15
S103097,33.14,85.24,65.9,46.2,99.51,1,69.94
S103098,37.69,67.31,65.76,65.56,66.16,232,54.71
S103099,31.18,94.12,59.39,49.2,84.19,19,48.75
S103100,41.71,58.64,77.37,41.91,100.0,68,62.19
S103101,25.67,58.29,75.73,37.79,56.47,24,43.52
S103102,44.89,56.44,62.87,66.47,70.9,136,64.93
S103103,47.4,66.42,68.24,61.28,84.09,96,52.3
S103104,27.7,70.04,76.89,34.83,85.46,21,42.99
S103105,27.69,50.12,73.66,47.85,82.36,67,36.01
S103106,38.29,71.45,60.09,76.18,88.19,191,58.19
S103107,25.5,78.48,83.65,46.05,98.91,20,77.43
S103108,31.06,48.02,78.83,59.88,80.81,134,52.96
S103109,43.82,62.18,98.78,63.33,78.89,126,49.22
S103110,40.9,78.51,39.89,42.99,88.92,39,53.1
S103111,50.0,53.66,76.23,44.06,100.0,3,64.94
S103112,36.37,65.26,83.43,63.99,89.0,15,72.57
S103113,30.11,86.32,81.08,50.43,95.58,51,42.91
S103114,35.41,96.93,60.96,45.72,56.4,51,51.6
S103115,33.8,76.6,43.19,76.83,77.31,9,64.66
S103116,33.91,67.46,89.63,37.81,61.8,27,43.67
S103117,34.81,62.48,57.29,75.94,80.23,38,42.36
S103118,27.55,83.66,60.27,34.59,100.0,136,63.87
S103119,37.26,87.0,98.06,49.63,60.62,183,71.03
S103120,23.73,52.65,44.63,23.6,100.0,74,25.76
S103121,29.27,83.66,78.1,33.29,79.93,56,61.58
S103122,34.05,60.89,52.94,69.62,93.39,93,56.36
S103123,16.92,57.11,52.59,74.29,95.43,232,41.29
S103124,41.15,67.7,67.68,31.43,100.0,9,60.29
S103125,18.57,84.87,75.82,45.73,88.72,26,49.16
S103126,40.36,74.64,80.2,42.76,66.92,63,14.39
S103127,24.66,69.83,82.3,30.68,95.19,33,56.98
S103128,31.76,75.29,53.69,55.97,39.94,160,61.23
S103129,39.15,77.01,46.7,44.72,66.39,24,51.56
S103130,50.0,68.29,59.52,50.74,71.29,172,59.44
S103131,35.93,79.48,70.56,46.2,48.44,143,47.91
S103132,19.14,60.1,61.71,40.2,100.0,15,33.35
S103133,42.63,79.77,6.9,67.82,99.94,8,69.27
S103134,33.14,82.85,35.77,34.05,86.77,90,20.82
S103135,35.56,80.49,61.15,42.91,94.7,41,50.79
S103136,39.46,81.27,78.68,57.69,85.49,21,72.84
S103137,17.2,76.97,50.53,79.68,92.96,56,57.31
S103138,35.05,87.6,76.73,61.41,98.94,7,38.87
S103139,31.72,35.93,41.06,46.47,58.31,142,35.75
S103140,44.77,82.81,69.09,68.8,93.73,66,60.4
S103141,40.82,99.63,69.21,56.25,96.94,10,37.28
S103142,21.98,60.67,72.5,77.18,71.14,38,40.41
S103143,45.1,58.99,48.87,51.91,76.53,61,48.35
S103144,38.6,89.29,40.24,49.44,68.37,15,65.68
S103145,22.62,56.1,76.62,36.27,84.67,11,57.5
S103146,35.45,60.0,40.58,57.11,85.86,25,53.59
S103147,43.28,72.55,52.67,22.34,82.94,66,45.21
S103148,25.29,58.02,87.27,56.65,68.5,118,60.99
S103149,46.02,83.13,67.72,48.75,100.0,261,66.25
S103150,22.9,58.14,70.9,26.31,71.27,13,55.36
S103151,28.67,75.41,75.0,90.82,88.29,1,56.2
S103152,27.46,74.27,74.43,62.33,91.83,321,21.74
S103153,46.02,94.96,64.66,38.71,54.33,12,56.41
S103154,31.07,87.48,50.58,48.72,85.02,112,41.05
S103155,25.7,62.06,100.0,56.36,98.8,119,67.64
S103156,38.56,51.03,60.32,27.33,79.79,7,41.72
S103157,40.29,82.57,70.3,71.15,93.48,133,73.46
S103158,40.34,60.2,72.04,31.14,69.83,23,63.38
S103159,32.83,64.96,56.47,65.3,95.81,126,41.02
S103160,37.04,54.1,58.19,39.3,62.94,31,46.12
S103161,29.8,80.19,88.81,49.41,79.67,111,61.04
S103162,48.4,60.3,53.18,42.83,98.52,147,54.51
S103163,44.15,69.47,71.6,42.49,97.69,0,36.12
S103164,43.66,69.71,79.33,27.96,60.5,59,22.68
S103165,41.35,72.75,61.57,44.41,76.79,33,40.26
S103166,39.16,79.92,63.5,69.71,71.01,149,49.66
S103167,25.05,66.36,80.31,59.41,97.7,53,46.13
S103168,40.07,58.88,62.8,56.12,78.88,39,54.78
S103169,35.91,42.11,31.76,57.13,82.22,13,30.78
S103170,45.11,71.54,89.06,42.47,87.23,27,45.6
S103171,41.46,67.65,49.39,41.1,61.79,410,56.32
S103172,39.4,59.34,68.45,21.65,84.48,155,28.52
S103173,21.53,70.94,43.92,73.24,64.85,29,39.64
S103174,34.29,82.84,56.83,56.07,72.65,77,53.19
S103175,30.54,86.68,58.02,47.3,73.35,493,70.6
S103176,37.02,46.97,67.79,53.21,87.26,93,30.28
S103177,31.68,64.59,50.97,44.64,68.11,33,29.88
S103178,32.79,84.42,96.73,50.66,72.88,3,48.46
S103179,38.67,93.94,65.39,44.68,84.86,128,57.71
S103180,31.54,57.74,79.1,47.91,100.0,27,56.1
S103181,35.97,90.67,64.86,68.07,86.56,12,50.75
S103182,22.84,49.75,80.96,64.3,96.96,56,31.77
S103183,28.34,87.22,31.39,19.64,48.14,9,23.49
S103184,40.25,65.77,53.72,42.07,100.0,10,47.33
S103185,25.16,93.44,56.65,61.06,67.14,58,60.63
S103186,44.97,63.04,56.52,35.79,70.87,115,45.81
S103187,42.8,65.35,73.3,50.28,100.0,179,51.7
S103188,32.85,68.0,74.39,57.23,82.55,93,67.79
S103189,50.0,46.94,63.82,39.65,68.75,8,68.5
S103190,44.94,43.56,64.21,55.1,70.82,235,48.45
S103191,27.41,77.65,100.0,42.29,59.25,0,55.64
S103192,40.97,84.83,70.19,64.66,80.22,112,77.71
S103193,35.53,79.11,29.4,45.9,74.96,323,56.18
S103194,28.79,69.83,77.32,30.06,90.04,180,56.1
S103195,26.44,77.2,73.95,49.8,100.0,101,35.64
S103196,42.96,55.15,83.55,69.24,61.19,60,62.48
S103197,30.22,76.11,74.57,69.4,88.94,500,41.61
S103198,34.18,86.97,50.52,37.61,57.0,79,30.89
S103199,27.63,75.51,79.24,30.75,86.52,142,50.11
S103200,29.01,92.03,66.59,41.99,62.4,16,61.19
S103201,33.98,67.75,81.74,42.31,59.8,82,61.6
S103202,38.11,66.75,89.77,66.61,100.0,1,51.36
S103203,14.29,71.01,63.05,55.77,100.0,132,62.28
S103204,35.14,49.86,79.01,47.17,69.38,43,36.81
S103205,29.03,63.96,81.54,54.95,100.0,24,35.65
S103206,46.22,65.27,67.54,49.91,79.41,24,59.37
S103207,50.0,65.74,96.33,42.7,59.44,312,66.77
S103208,32.13,74.02,81.73,54.25,89.74,161,58.72
S103209,21.22,47.8,55.63,76.16,94.24,124,61.95
S103210,35.94,52.82,69.16,47.7,91.29,56,62.69
S103211,33.36,86.98,78.76,64.31,54.65,41,33.19
S103212,50.0,39.89,95.72,59.69,62.85,72,87.42
S103213,48.33,79.25,74.93,52.93,94.06,63,70.32
S103214,41.92,64.4,69.63,47.72,62.72,174,47.63
S103215,30.31,72.4,85.22,73.28,95.27,289,82.76
S103216,40.42,93.37,61.49,76.14,74.56,214,51.24
S103217,37.12,68.03,49.16,23.77,55.33,117,30.83
S103218,36.93,79.38,76.26,48.36,60.22,42,41.02
S103219,22.53,70.88,58.95,56.31,86.81,115,49.85
S103220,43.49,68.36,100.0,48.15,87.53,121,65.88
S103221,35.86,66.5,69.05,34.73,100.0,15,73.84
S103222,34.19,80.52,76.36,48.87,80.3,137,61.75
S103223,30.2,59.03,54.95,58.99,77.01,195,49.3
S103224,28.65,53.02,85.23,73.9,100.0,111,56.83
S103225,37.54,71.12,64.57,30.83,67.41,91,48.47
S103226,21.01,72.89,63.01,28.69,75.75,20,33.1
S103227,41.32,42.64,63.39,56.37,87.12,81,66.57
S103228,26.57,69.84,44.34,56.83,66.56,80,59.77
S103229,18.53,51.6,60.99,31.27,86.7,38,46.07
S103230,49.58,69.83,73.74,41.4,80.07,10,41.61
S103231,28.14,42.94,40.27,60.15,97.03,46,9.12
S103232,29.22,98.88,81.35,53.85,73.73,203,58.51
S103233,44.08,64.93,60.71,45.46,70.42,122,85.21
S103234,49.84,57.03,68.92,17.23,100.0,35,30.22
S103235,22.74,65.76,29.26,35.31,92.77,17,27.41
S103236,27.35,78.34,68.6,76.76,96.29,49,76.26
S103237,27.94,83.36,48.31,76.34,92.53,114,47.64
S103238,42.48,69.83,59.38,66.93,69.89,92,61.45
S103239,48.11,48.42,39.92,33.33,65.6,172,67.11
S103240,26.36,51.82,50.89,54.86,65.76,30,44.79
S103241,46.32,74.3,62.38,65.04,71.37,55,95.71
S103242,29.33,84.81,60.65,50.65,98.0,56,28.51
S103243,37.69,86.76,79.15,60.4,79.61,119,64.53
S103244,24.83,72.52,35.11,28.99,94.1,44,38.75
S103245,34.02,84.51,64.18,65.35,92.35,45,75.61
S103246,34.11,98.69,63.41,36.56,100.0,135,85.44
S103247,32.48,87.86,57.68,78.42,92.02,105,42.21
S103248,38.08,83.83,50.39,36.78,83.19,51,50.01
S103249,26.94,57.9,82.63,43.62,60.52,38,15.28
S103250,27.93,84.44,97.76,36.29,100.0,93,62.79
S103251,38.5,76.92,37.58,49.63,95.97,56,51.77
S103252,45.74,79.76,50.21,46.79,86.36,44,55.68
S103253,34.82,88.92,48.93,35.29,83.19,3,56.57
S103254,39.03,75.38,60.5,49.1,53.29,169,63.93
S103255,41.06,68.46,85.09,71.76,86.33,56,58.9
S103256,41.64,53.95,73.44,39.48,72.05,185,31.04
S103257,27.37,65.55,62.54,65.95,55.4,142,51.58
S103258,28.78,73.19,65.26,45.96,72.74,86,58.88
S103259,29.48,74.16,59.9,11.9,83.61,150,67.85
S103260,50.0,73.66,76.82,40.61,85.6,24,35.67
S103261,39.07,84.39,78.77,21.39,62.33,155,45.29
S103262,38.71,82.98,74.46,35.93,59.57,66,42.04
S103263,37.93,69.07,29.86,41.39,75.46,16,39.6
S103264,24.43,57.29,65.21,16.01,88.56,24,38.86
S103265,50.0,75.75,62.02,52.78,68.11,125,68.58
S103266,38.83,100.0,80.86,49.33,73.33,148,57.83
S103267,40.79,74.82,68.83,52.32,82.82,166,45.93
S103268,20.88,65.56,73.91,59.14,67.69,16,37.82
S103269,41.24,69.83,57.08,67.66,49.9,186,58.8
S103270,32.15,78.94,80.03,71.26,84.66,54,70.48
S103271,24.42,78.77,84.74,42.57,53.8,399,41.97
S103272,27.37,90.59,38.97,35.7,84.95,52,56.13
S103273,24.88,75.79,44.26,70.29,76.69,23,41.17
S103274,24.75,89.88,77.2,54.06,76.57,5,45.06
S103275,35.48,73.45,62.24,37.09,63.46,87,67.95
S103276,31.91,92.69,81.46,27.5,75.02,0,26.37
S103277,37.67,88.1,68.87,42.16,66.82,145,55.16
S103278,48.41,83.83,76.09,29.76,100.0,30,56.49
S103279,33.96,81.84,53.04,49.96,67.94,88,68.27
S103280,17.04,100.0,70.44,40.29,95.58,55,32.85
S103281,33.06,86.15,70.48,59.19,71.52,86,51.53
S103282,44.55,57.26,53.98,4.53,83.65,4,5.32
S103283,34.31,73.69,81.03,55.2,80.11,18,66.27
S103284,47.23,66.03,34.67,65.24,77.52,179,61.14
S103285,38.62,100.0,68.32,31.72,77.05,43,62.77
S103286,20.29,88.77,44.29,32.09,83.71,67,45.15
S103287,35.88,100.0,48.64,50.03,100.0,49,62.49
S103288,37.38,58.6,80.78,36.38,63.03,193,52.77
S103289,43.64,86.53,47.4,60.75,53.48,18,40.05
S103290,49.56,49.53,46.73,43.75,67.54,146,58.25
S103291,42.26,46.12,74.29,51.79,81.92,5,29.7
S103292,38.52,64.05,47.23,57.45,75.56,156,48.74
S103293,40.41,92.69,81.29,7.99,100.0,187,57.09
S103294,33.66,55.11,75.31,42.83,100.0,125,49.93
S103295,23.3,69.75,52.56,30.93,73.18,26,28.27
S103296,35.33,87.83,80.69,25.21,100.0,10,78.36
S103297,37.92,82.7,33.98,33.49,86.31,56,13.06
S103298,25.37,100.0,72.56,35.16,69.07,88,30.33
S103299,45.61,70.05,45.06,41.89,78.2,137,46.72
S103300,43.04,63.38,56.63,50.64,77.1,56,51.57
S103301,24.03,53.58,57.66,55.19,68.96,63,45.49
S103302,45.93,64.48,85.5,46.0,70.49,220,64.08
S103303,32.53,53.45,56.98,52.41,86.77,4,23.27
S103304,28.77,43.05,63.74,63.29,74.0,31,52.3
S103305,43.63,99.45,57.99,49.82,75.76,46,60.04
S103306,34.59,70.73,49.28,42.68,76.89,82,47.33
S103307,50.0,100.0,48.52,26.67,77.48,8,48.22
S103308,28.18,57.41,69.94,17.41,93.81,166,60.73
S103309,21.15,63.57,64.58,44.82,67.6,30,34.0
S103310,32.76,58.37,77.2,15.57,83.46,16,29.19
S103311,41.31,60.39,61.13,31.36,57.3,72,65.02
S103312,27.58,83.1,61.65,37.12,72.17,12,62.32
S103313,24.36,78.49,77.25,68.13,60.39,32,35.83
S103314,36.83,83.13,59.05,55.54,100.0,158,67.31
S103315,23.29,90.13,41.97,60.88,82.01,125,52.73
S103316,37.45,86.61,78.56,32.0,73.61,26,37.21
S103317,32.28,54.87,54.17,57.51,53.95,44,37.2
S103318,38.96,62.14,66.07,51.49,59.91,57,71.62
