cgpa,backlogs,failed_subjects,family_income_lpa,previous_cgpa,previous_semester_percentage,previous_subject_avg,weak_subject_count,subject_consistency,previous_internal_marks,previous_assignment_score,previous_midterm_score,lowest_subject_score,assignment_completion_rate,practice_questions,attendance_percentage,study_hours_daily,self_learning_hours,study_hours_per_week,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,motivation_level,adaptability_score,wellness_score,screen_to_study_ratio,extracurricular_hours,next_semester_marks
7.16,1,0,1.5,7.22,60.0,80.24,2,58.92,30.62,68.03,48.14,55.74,79.18,11,89.0,1.11,1.57,1.55,8.0,3.82,0.07,5.54,22.35,6.89,53.79,67.8,3.46,4.61,37.26
6.13,1,0,1.2,7.64,74.78,52.17,2,80.79,38.54,57.66,74.67,34.42,61.24,36,95.99,2.03,0.12,18.29,4.27,6.51,0.33,6.01,38.9,4.86,61.33,52.99,4.27,2.37,56.6
8.65,2,0,4.0,5.88,54.14,70.58,1,62.49,17.04,100.0,70.44,40.29,95.58,55,87.0,2.46,1.05,16.27,7.7,4.43,1.69,7.43,90.28,5.38,69.7,29.56,1.8,0.35,32.85
8.66,0,0,1.0,7.72,76.67,59.6,0,64.34,41.14,77.9,62.24,37.82,100.0,100,67.04,4.15,0.09,15.25,4.63,7.71,3.52,5.54,34.28,1.73,49.64,59.47,1.86,10.8,75.52
5.99,1,0,12.7,6.75,70.86,79.93,3,60.51,36.9,71.08,89.95,51.26,62.63,45,90.9,3.1,0.81,8.8,5.87,7.25,0.03,4.95,48.55,7.31,51.82,51.78,2.33,8.81,58.31
6.79,0,0,24.3,3.75,40.93,67.95,2,86.28,19.86,86.52,59.93,54.71,100.0,24,57.09,4.71,2.19,10.49,7.07,6.5,4.37,4.72,38.95,9.75,60.44,60.59,1.38,12.36,25.57
7.71,0,1,3.8,8.33,80.23,71.57,1,44.13,39.62,73.61,47.0,37.27,79.92,15,81.4,0.33,1.08,8.63,9.03,5.72,1.35,8.07,34.68,3.8,62.66,58.67,17.53,0.02,64.34
8.14,1,0,8.7,9.99,88.67,61.64,0,79.89,30.25,86.01,56.39,49.97,61.97,133,62.0,3.66,0.55,14.26,8.92,5.72,0.81,6.91,45.09,4.43,47.6,56.12,1.56,1.36,74.92
5.16,2,0,1.5,9.84,100.0,92.01,0,68.64,37.68,63.0,66.4,70.17,85.55,56,74.41,4.09,0.86,15.98,7.31,4.85,1.6,2.64,81.99,5.93,68.04,48.56,1.19,7.79,92.85
4.67,0,0,2.9,6.61,63.33,70.27,1,63.18,31.99,63.43,58.24,41.92,79.76,34,85.1,0.0,0.4,19.11,8.3,6.5,0.13,5.69,24.93,7.04,22.05,70.95,26.01,7.45,52.83
6.41,0,0,8.7,7.83,71.11,73.78,2,50.38,33.32,58.45,63.93,41.48,72.6,2,79.27,1.97,4.26,19.97,5.61,4.51,1.02,5.71,70.79,7.93,42.95,43.92,2.29,2.61,49.96
6.01,0,1,4.1,6.03,55.31,75.03,0,50.23,37.41,96.84,92.54,41.08,83.01,36,62.56,1.88,2.34,12.72,6.72,4.57,1.39,5.07,61.88,6.18,37.62,49.22,2.44,1.33,58.6
6.86,0,0,4.0,10.0,100.0,62.12,5,87.2,18.84,89.75,72.62,56.05,55.76,13,89.9,4.2,1.95,14.06,6.89,5.31,2.09,7.03,6.11,7.74,39.61,65.47,1.26,0.9,62.01
7.01,1,0,4.0,7.7,79.4,66.01,2,51.14,31.59,81.65,59.42,35.19,77.74,145,71.3,1.9,1.53,11.29,5.92,6.88,0.54,6.97,33.17,6.35,77.11,49.06,3.63,0.4,40.61
5.43,1,0,2.2,6.4,60.81,54.33,3,77.09,24.45,66.54,81.49,38.04,61.47,101,81.6,3.63,3.65,23.86,6.57,6.08,1.01,6.73,54.27,6.62,72.98,54.93,1.68,3.85,42.26
5.0,1,0,1.0,6.86,69.9,62.34,3,67.15,23.32,70.2,72.04,41.95,99.64,51,78.32,4.35,0.77,15.0,7.97,9.92,3.78,3.49,49.76,2.79,75.74,56.54,2.28,1.58,38.71
7.3,1,0,1.0,5.17,47.32,73.86,1,76.61,11.94,61.49,61.2,62.38,66.54,185,81.16,1.77,5.46,29.32,5.07,9.46,0.48,6.96,48.13,4.82,27.21,46.3,5.33,0.3,22.03
5.9,2,0,4.9,6.02,61.04,72.83,3,66.13,31.33,74.25,83.91,50.15,78.76,17,85.0,4.12,1.59,15.49,7.05,4.29,0.66,6.02,46.94,5.9,45.8,52.45,1.04,10.6,31.76
6.95,0,0,1.7,9.87,91.13,85.14,4,67.52,29.15,73.12,59.51,64.39,86.86,48,98.0,4.08,1.06,22.35,5.79,3.46,3.8,6.02,56.69,3.82,87.43,46.13,0.85,1.43,77.89
5.58,0,0,1.0,6.75,60.9,75.93,2,87.2,23.69,63.95,84.3,68.54,61.41,193,78.5,1.58,1.39,33.69,6.86,4.17,8.0,6.64,27.35,6.63,59.33,55.91,2.64,1.4,60.29
7.71,0,2,5.1,5.58,50.81,39.92,0,54.61,39.61,47.11,66.5,7.5,75.59,24,54.65,2.41,0.27,13.85,5.87,8.96,1.11,7.64,67.89,6.88,55.14,35.46,3.72,0.97,23.53
8.74,1,0,4.6,6.92,67.7,75.17,2,78.97,44.84,59.96,50.94,60.54,59.27,41,96.63,2.76,0.44,14.42,7.24,9.03,2.41,5.25,34.13,5.23,50.92,59.87,3.27,6.64,55.87
8.5,1,0,11.1,7.84,78.46,60.75,2,62.37,24.89,72.71,54.87,34.04,90.4,18,88.67,3.88,2.04,20.67,5.97,9.41,3.23,8.34,61.03,4.15,52.53,43.09,2.43,1.78,54.76
6.26,0,0,4.5,5.97,54.8,92.36,3,48.59,39.85,73.3,72.81,58.57,79.26,24,66.23,2.55,5.45,4.62,4.85,10.03,1.11,8.15,37.16,4.76,63.53,43.54,3.93,2.14,46.73
5.22,0,0,7.5,7.95,81.78,65.89,2,53.21,45.3,69.84,44.24,35.21,70.18,75,85.19,4.02,0.49,17.45,6.57,7.33,4.08,8.34,56.18,3.67,78.97,38.89,1.82,1.09,63.03
7.98,0,1,5.7,8.56,84.46,78.52,0,65.57,37.36,85.02,69.97,51.69,71.84,97,72.76,6.01,1.43,9.54,6.68,10.12,0.44,10.0,86.37,1.0,36.54,17.16,1.68,5.69,64.45
7.39,0,0,5.5,6.66,66.2,71.96,0,57.62,24.68,58.28,63.33,40.27,71.51,7,90.19,2.4,0.31,12.45,5.43,3.18,1.24,5.19,57.94,5.19,46.61,50.09,1.33,2.08,40.89
8.95,0,0,1.0,7.89,73.96,81.49,4,58.71,26.87,53.77,66.0,53.3,67.85,51,81.2,3.31,5.25,16.89,5.12,4.78,1.78,6.91,45.99,9.36,60.04,45.3,1.45,7.92,54.05
5.77,2,0,9.4,6.9,62.0,82.93,2,91.07,28.3,67.24,81.15,70.13,55.26,51,78.42,3.37,0.35,20.68,5.7,7.04,1.2,7.47,50.28,3.67,59.35,45.64,2.09,8.35,56.26
4.97,1,0,15.7,7.28,74.25,56.97,1,61.45,42.57,75.58,81.02,29.21,80.97,26,60.2,2.04,0.5,21.28,8.45,6.46,0.26,2.99,21.62,1.61,46.85,77.08,3.17,6.79,67.01
7.99,1,0,4.1,6.4,60.69,66.91,0,47.37,38.58,72.02,66.33,34.58,69.38,44,67.27,3.13,0.27,23.66,5.78,2.91,1.28,4.86,30.94,1.49,51.83,59.9,0.93,1.92,51.35
7.38,1,1,8.6,4.88,43.65,84.23,3,64.67,39.31,85.51,79.96,55.91,71.47,1,79.73,5.22,1.25,14.74,7.32,4.33,0.74,4.66,29.98,2.96,75.0,71.11,0.83,0.41,20.15
3.84,0,2,11.5,7.51,65.42,49.24,1,73.12,33.84,93.4,72.47,33.08,67.76,24,67.03,1.43,0.33,2.31,6.02,4.65,5.9,5.67,45.35,6.0,63.98,47.07,3.26,1.31,27.95
7.69,0,1,1.8,10.0,98.28,51.32,1,74.58,23.6,56.75,88.24,32.85,97.38,10,81.46,3.92,0.93,12.5,5.87,11.29,0.36,6.23,52.96,10.0,56.19,45.97,2.88,1.18,68.34
6.47,1,0,2.1,8.4,77.2,83.07,2,81.84,43.98,69.83,61.7,71.94,64.6,70,81.15,3.71,1.62,13.46,4.64,5.93,0.69,10.0,35.02,3.75,48.52,39.74,1.6,11.15,72.4
7.61,3,0,3.0,5.47,57.0,52.92,1,73.04,41.27,69.09,52.75,42.11,62.52,77,59.46,7.38,0.42,4.76,5.41,9.06,0.73,8.19,24.12,5.91,54.86,55.15,1.23,8.68,31.33
6.24,0,0,3.9,6.63,58.1,70.72,3,56.68,49.37,84.0,82.02,38.78,78.74,252,62.0,5.55,0.61,21.33,6.97,9.85,0.65,4.91,71.71,2.97,22.61,45.11,1.77,4.82,67.0
6.58,1,0,3.4,4.44,40.74,100.0,1,67.53,35.67,48.38,92.93,78.69,68.85,12,75.14,6.25,0.09,19.3,7.96,6.52,0.72,5.48,50.74,8.1,55.4,57.66,1.04,0.8,41.87
6.06,0,1,7.1,6.48,60.31,58.39,3,84.16,44.07,93.27,54.04,46.38,65.13,8,100.0,3.77,0.95,10.71,7.71,5.63,3.15,5.62,39.56,6.78,76.73,60.28,1.49,0.25,37.32
5.38,1,0,13.1,8.68,78.16,85.8,2,80.87,33.15,86.34,93.1,76.81,92.09,33,85.92,5.45,0.63,7.31,6.39,5.3,0.56,4.64,52.37,6.03,39.96,61.63,0.97,9.9,71.6
6.34,1,0,3.2,5.46,52.56,84.61,4,74.58,30.8,61.98,73.71,67.76,100.0,28,80.67,0.99,0.36,26.15,4.65,5.78,1.56,3.93,24.41,1.96,73.87,68.5,5.84,5.64,45.91
5.22,2,0,13.5,6.72,63.07,68.95,3,86.35,31.94,74.69,79.06,56.97,67.34,16,60.1,3.47,0.13,12.6,8.61,10.46,0.6,4.46,3.57,2.35,73.9,79.6,3.02,3.32,50.3
5.71,0,0,3.8,7.56,83.29,58.37,0,58.18,50.0,46.34,83.99,25.47,76.68,102,67.11,3.63,1.14,7.46,6.2,2.49,4.48,4.61,60.06,7.76,38.49,52.06,0.69,1.16,74.27
6.15,1,0,3.9,6.83,69.35,74.18,2,81.22,26.83,63.28,54.85,62.18,65.28,139,70.0,4.18,3.51,19.6,7.8,5.2,0.07,4.4,28.84,6.58,67.69,71.95,1.24,2.94,55.44
7.96,0,0,19.6,7.89,76.1,51.73,0,60.57,35.92,62.67,69.68,31.19,69.43,109,73.99,3.82,0.18,7.48,7.8,6.73,0.55,4.03,83.01,4.88,61.62,51.47,1.76,1.89,55.38
8.32,1,1,1.2,4.14,38.3,43.65,3,87.92,29.06,65.69,66.09,28.85,100.0,128,74.26,4.37,0.34,14.67,5.07,10.3,2.29,2.52,55.26,4.64,60.21,56.71,2.36,0.48,20.86
8.23,3,1,15.1,6.5,62.23,49.89,0,96.57,25.81,63.13,51.81,44.07,69.56,15,57.21,1.86,0.02,27.74,6.46,3.69,2.8,4.72,61.91,5.27,48.55,40.82,1.98,0.43,36.89
6.28,0,1,3.4,6.33,58.05,58.02,2,56.3,30.78,68.67,54.53,29.37,100.0,28,77.1,5.64,0.17,29.76,8.85,7.61,1.73,5.92,53.7,5.38,63.04,63.94,1.35,0.59,47.86
6.22,1,0,10.6,7.93,80.39,84.1,0,58.5,50.0,51.5,56.29,51.04,100.0,40,83.27,3.88,3.81,17.44,8.66,6.34,0.17,4.56,87.95,6.31,54.86,49.84,1.64,0.58,62.65
7.49,0,0,1.4,7.06,63.31,62.55,2,79.16,48.8,68.3,73.99,55.61,82.92,341,74.0,6.08,2.44,10.95,5.62,4.82,0.54,6.46,34.56,9.06,36.12,53.43,0.79,1.15,54.99
6.79,0,0,1.5,9.15,79.04,65.78,1,77.08,39.55,61.89,91.25,55.11,55.67,35,100.0,4.81,1.25,25.87,5.08,3.68,0.66,7.3,30.33,3.56,73.76,50.38,0.76,0.79,81.82
6.16,0,0,3.2,5.25,50.0,71.06,2,90.74,40.85,53.04,53.67,64.8,52.31,136,83.3,2.13,0.17,8.61,3.62,6.91,1.14,5.11,26.08,6.62,61.77,58.06,3.24,2.23,31.77
8.55,0,0,9.9,5.21,45.3,68.97,1,54.46,24.1,28.46,69.67,34.33,73.65,56,86.41,4.29,5.23,18.63,7.02,3.66,0.17,2.61,26.27,2.5,75.2,78.81,0.85,0.51,42.68
8.32,0,0,3.5,7.03,68.61,67.83,2,47.76,45.5,82.13,30.43,35.83,90.07,127,54.72,2.31,1.51,11.85,5.87,3.15,0.32,6.16,86.65,2.45,75.88,41.65,1.37,4.32,66.57
5.85,1,0,25.5,10.0,100.0,47.54,1,77.34,46.7,63.99,60.32,33.13,68.67,57,83.23,5.18,6.07,16.35,6.55,8.2,1.29,6.06,46.76,10.0,86.59,56.28,1.58,5.25,80.22
6.98,0,0,2.2,6.88,63.3,77.51,4,67.77,31.36,76.07,57.89,58.56,78.93,44,82.77,3.89,1.85,13.06,7.81,5.8,0.88,3.5,61.78,5.11,100.0,62.49,1.49,7.79,47.85
5.08,1,0,5.8,5.05,48.98,76.87,3,87.6,42.87,39.62,54.47,67.88,70.29,24,65.45,3.64,0.2,20.07,4.95,2.97,0.66,4.8,47.44,4.67,56.76,55.58,0.82,3.75,21.54
6.37,0,0,1.0,6.39,63.15,71.57,0,50.02,40.81,74.4,59.27,36.69,91.68,83,67.0,2.61,1.27,14.53,4.73,7.94,1.35,5.84,57.39,2.41,63.84,43.35,3.05,0.19,57.95
5.89,0,0,8.2,7.2,64.93,66.81,6,79.64,24.87,74.25,42.01,51.52,59.56,98,65.93,1.68,0.59,11.9,7.5,6.87,0.14,4.61,23.06,7.55,32.06,73.48,4.09,0.39,29.59
7.84,2,1,13.0,7.81,58.8,75.86,2,49.55,50.0,86.95,69.35,46.01,97.1,76,63.05,2.19,0.28,20.25,5.31,2.93,1.91,5.2,14.9,6.98,90.01,64.63,1.34,10.36,64.14
6.85,0,1,6.9,7.72,74.74,75.6,1,74.03,31.71,49.9,80.64,56.36,76.16,25,69.43,2.02,1.76,18.07,4.73,9.34,1.46,4.54,57.27,5.6,26.21,44.79,4.61,12.56,61.4
6.06,2,0,6.8,9.03,86.04,64.83,1,71.91,41.49,66.02,69.75,50.96,82.6,202,57.63,1.04,3.22,9.93,4.49,4.87,5.67,7.17,51.09,7.11,73.58,38.0,4.68,7.72,59.01
5.93,1,0,7.5,7.54,63.61,47.57,1,45.42,24.13,75.13,71.34,13.33,83.81,2,52.5,2.93,1.21,20.72,7.46,6.95,2.78,7.2,71.85,6.71,59.72,38.3,2.38,8.93,40.54
7.89,1,2,4.4,8.57,89.74,69.64,0,42.11,29.07,78.07,57.85,38.41,83.76,9,59.94,2.4,1.91,12.99,5.51,5.13,0.02,4.94,56.92,2.76,71.61,44.23,2.14,1.03,49.64
6.83,0,0,2.0,6.39,60.65,51.07,3,77.34,36.56,58.38,63.55,36.56,71.09,69,41.02,2.49,1.69,14.37,5.54,9.62,5.89,8.78,27.19,9.2,56.6,48.26,3.86,0.57,34.43
9.1,0,1,1.9,6.62,62.36,63.56,4,71.78,19.07,69.92,100.0,44.8,57.9,56,97.25,1.77,2.26,13.71,5.19,2.88,0.53,5.37,72.82,5.95,49.06,50.54,1.63,2.75,33.42
8.96,1,0,1.2,5.94,50.8,58.07,0,66.92,31.92,81.07,45.05,36.76,89.07,160,53.6,3.56,0.54,6.79,8.5,7.43,0.37,5.35,25.69,6.16,54.57,68.32,2.09,8.15,43.66
6.44,0,1,5.7,9.09,86.45,73.18,1,88.62,26.37,54.16,59.24,62.11,90.12,35,54.7,5.38,3.1,22.94,3.63,6.17,0.47,3.23,38.11,6.89,95.8,53.86,1.15,0.06,78.7
8.95,2,0,1.0,8.33,78.47,64.64,1,79.19,50.0,78.93,83.87,50.66,69.21,148,77.0,3.18,0.84,22.67,7.12,8.24,0.56,7.43,24.5,6.99,53.7,62.98,2.59,4.95,56.64
8.31,0,0,1.3,5.79,63.83,79.79,0,51.34,21.22,62.52,82.75,51.25,62.69,50,68.59,2.4,4.14,25.95,7.99,7.35,0.87,6.37,16.36,3.04,80.27,69.8,3.06,6.12,58.84
8.78,0,0,20.8,6.53,60.8,54.77,2,88.32,31.89,64.18,49.36,49.28,56.47,35,69.0,1.85,2.47,12.79,6.74,5.45,1.97,7.37,48.09,6.37,49.96,50.66,2.95,1.64,39.07
7.88,0,0,1.0,9.21,92.82,40.08,1,78.11,37.06,78.51,71.17,26.56,56.34,297,41.9,4.38,1.55,18.62,6.55,11.33,0.01,8.2,32.3,2.95,72.03,48.43,2.59,2.57,73.64
9.18,2,1,3.5,5.57,53.55,95.65,1,94.47,40.19,81.27,48.13,89.93,72.11,113,62.03,5.07,2.56,12.84,6.34,5.93,2.82,7.64,17.95,7.69,59.59,61.61,1.17,5.21,47.47
7.65,0,0,12.5,8.12,75.95,66.48,0,88.2,45.01,68.34,87.14,57.13,77.84,206,58.28,0.11,3.77,11.32,6.07,3.24,0.3,5.11,47.48,4.31,50.91,51.78,12.95,0.43,81.91
8.4,1,0,10.8,7.03,63.14,69.36,0,65.56,35.12,98.57,73.75,43.81,93.97,107,66.2,1.61,1.04,5.85,6.58,7.11,2.4,3.75,52.32,9.52,78.36,58.16,4.43,10.68,66.44
6.5,0,0,15.3,6.71,65.42,52.18,6,59.31,31.98,40.64,39.73,23.88,73.56,37,64.7,1.25,5.35,11.49,7.64,8.76,0.83,7.53,43.88,2.86,48.41,58.02,7.01,1.49,21.85
4.17,2,0,4.7,3.59,35.0,75.26,0,79.47,30.7,54.21,56.45,58.91,69.36,72,71.48,3.44,2.17,7.12,7.63,5.95,0.39,7.25,74.77,6.34,60.78,40.15,1.73,10.34,24.58
6.49,0,1,3.8,7.2,69.1,74.76,1,88.78,31.93,84.1,68.25,61.9,55.62,82,76.66,1.49,0.21,10.79,7.47,5.72,4.61,4.74,57.62,1.94,60.57,60.69,3.83,0.96,55.9
4.64,0,0,2.3,4.77,38.13,73.49,0,87.62,30.71,83.85,92.48,64.51,67.8,104,62.7,1.45,0.34,7.03,7.61,3.72,3.53,5.54,45.82,7.93,80.86,59.53,2.56,5.67,46.62
3.77,0,0,1.0,7.11,66.27,66.23,1,75.48,36.71,54.28,69.11,52.73,98.73,191,71.31,2.81,1.72,19.96,6.72,9.25,0.24,4.85,67.79,7.3,36.92,43.38,3.29,17.32,68.56
9.6,1,0,1.1,4.76,41.56,73.4,1,84.24,50.0,70.62,61.53,59.88,71.77,80,53.7,0.75,1.67,14.66,6.92,9.85,0.13,8.69,59.41,3.81,75.52,42.67,13.16,4.38,39.38
6.83,0,0,3.1,7.17,68.99,79.11,0,67.23,37.76,60.03,53.59,59.82,64.09,41,70.07,3.56,0.6,3.86,5.36,0.0,2.27,5.24,22.35,2.66,39.21,60.0,0.0,0.06,71.23
6.38,2,0,4.4,4.24,35.0,60.28,1,55.25,37.25,78.56,47.82,31.45,86.83,19,70.3,1.48,1.97,14.25,7.35,2.55,1.68,4.64,53.85,8.79,37.05,55.8,1.72,6.79,24.23
7.71,1,0,1.0,8.98,83.8,60.59,0,91.03,25.45,51.32,24.1,55.02,64.26,132,89.39,2.81,8.0,19.32,7.72,6.54,4.84,5.51,62.03,3.01,58.0,53.01,2.33,2.24,53.0
10.0,0,1,3.6,6.38,65.73,81.95,2,72.03,34.82,77.43,47.79,61.44,100.0,136,77.52,4.42,2.5,21.31,6.94,2.14,0.54,3.26,60.63,3.77,51.45,64.21,0.48,2.32,52.92
5.89,0,0,9.3,7.72,70.1,83.14,0,55.62,43.04,84.13,65.17,54.75,74.1,75,53.54,0.0,5.25,8.55,8.37,7.69,2.3,4.83,59.99,4.72,67.35,55.48,30.74,5.49,62.53
7.33,0,0,9.2,6.49,59.51,76.78,3,47.03,31.99,65.57,48.12,42.24,83.79,114,62.12,4.12,0.2,10.75,5.54,5.3,2.3,4.03,49.35,6.67,74.54,53.47,1.28,9.23,37.61
5.96,2,0,1.0,6.9,63.82,75.39,1,71.09,42.18,80.87,51.73,49.41,51.27,26,66.23,4.06,0.24,21.32,5.32,6.51,1.02,7.48,84.82,6.51,72.39,33.74,2.39,1.79,51.72
5.12,1,0,4.4,7.29,65.31,57.23,0,49.82,34.59,67.87,43.61,26.61,100.0,45,66.53,1.16,2.47,12.72,5.4,3.82,1.34,8.63,10.61,4.52,37.69,54.93,3.29,3.07,47.61
5.38,1,0,3.7,7.54,70.29,69.69,0,53.25,29.29,65.9,51.64,34.7,66.89,65,79.88,4.1,1.26,16.26,5.73,7.15,0.05,6.9,28.01,6.95,71.93,56.28,1.74,0.0,56.62
6.63,1,0,1.0,7.07,71.7,51.26,0,80.15,30.53,63.12,82.72,43.01,78.92,128,64.28,3.8,1.75,10.68,3.2,7.96,1.02,6.95,89.83,9.83,73.53,19.51,2.09,5.8,52.71
7.46,1,2,3.6,6.56,60.56,63.08,1,60.48,43.74,85.94,54.63,37.5,87.67,70,83.18,2.85,0.93,15.53,5.97,6.61,0.11,4.31,17.06,9.25,84.07,61.4,2.32,4.5,43.68
6.44,1,0,4.6,8.17,68.19,44.64,2,89.06,43.91,73.69,74.72,36.03,87.9,138,50.58,2.0,0.54,0.0,8.87,2.25,1.39,2.94,58.82,6.48,75.92,67.33,1.13,3.12,47.01
8.28,0,0,8.5,8.5,79.89,44.88,1,54.58,31.72,99.24,84.41,16.44,88.17,133,86.2,3.79,5.66,22.26,6.69,2.43,0.86,4.5,65.07,2.32,44.35,51.59,0.64,2.18,78.94
8.26,1,0,6.8,6.6,55.95,51.82,1,65.17,43.87,60.11,63.9,24.54,76.32,12,89.62,3.16,0.56,10.3,7.0,6.96,0.38,9.8,44.23,2.94,68.5,39.81,2.2,1.13,33.9
6.74,0,0,1.9,5.89,54.48,77.02,0,61.66,32.21,71.77,64.65,57.35,58.49,48,80.79,3.58,1.73,14.88,5.62,9.99,2.38,4.75,9.5,5.51,88.44,65.26,2.79,7.36,44.16
7.69,3,0,1.0,6.47,62.5,94.35,0,67.25,37.93,66.65,69.04,71.21,63.09,60,63.8,5.12,2.98,8.06,7.26,7.47,3.63,2.96,20.68,5.74,20.04,75.33,1.46,2.62,54.7
10.0,0,0,10.4,4.85,49.32,81.86,0,64.71,38.01,67.73,45.26,59.81,86.24,180,95.55,3.74,1.42,10.59,8.13,4.89,6.3,5.98,43.51,4.77,46.06,60.1,1.31,12.61,54.48
5.87,1,1,8.6,7.49,70.12,54.85,1,49.33,27.85,34.17,59.56,22.74,93.06,56,63.8,3.62,1.23,20.64,3.1,2.2,2.72,3.97,72.13,8.99,51.18,38.19,0.61,4.54,35.2
6.73,0,0,4.6,6.5,56.62,86.7,4,65.03,44.8,66.03,65.98,67.2,85.97,30,60.23,4.61,1.82,28.29,7.5,7.11,7.2,8.41,73.19,5.86,65.62,40.03,1.54,0.01,59.63
6.44,0,0,1.0,5.23,52.95,50.51,2,60.3,48.44,77.97,32.89,26.91,73.33,23,74.15,2.57,3.36,25.35,4.98,4.06,1.19,7.02,49.9,9.1,70.54,45.46,1.58,8.59,37.5
5.54,1,0,1.5,7.45,73.41,67.4,2,90.68,35.54,52.26,69.4,60.88,77.28,7,91.0,3.38,0.03,17.77,6.45,7.11,0.66,4.78,56.84,2.23,77.68,54.32,2.1,1.08,57.03
6.24,0,0,1.0,9.5,99.13,86.13,1,55.07,32.5,66.92,49.99,53.25,81.93,70,78.42,3.26,0.02,20.58,4.99,2.93,2.31,4.2,52.29,3.63,21.47,54.05,0.9,2.69,76.24
7.84,2,0,3.3,7.35,74.72,55.04,2,83.2,48.16,45.33,67.95,48.77,80.96,37,77.51,3.17,8.0,5.36,6.22,8.58,0.73,1.0,16.86,1.53,41.06,76.95,2.71,0.41,44.87
6.62,1,0,6.3,5.44,48.31,70.72,0,56.76,23.05,53.69,100.0,45.27,78.69,12,80.6,2.02,0.72,16.45,8.29,8.01,1.11,5.7,44.63,5.99,76.36,58.97,3.97,2.52,30.29
9.32,1,0,5.3,4.89,46.62,79.24,1,69.12,37.18,66.34,38.18,61.36,86.48,86,80.48,4.5,0.85,8.67,8.39,4.19,1.0,4.69,32.56,7.59,43.14,71.08,0.93,8.64,22.57
6.86,1,0,2.3,7.3,74.5,67.28,1,39.15,38.08,83.83,50.39,36.78,83.19,51,77.0,1.66,0.45,7.95,4.53,8.02,0.74,7.83,20.82,6.01,67.4,48.46,4.83,9.82,50.01
5.84,1,0,6.7,7.93,66.93,61.82,1,51.33,34.51,63.72,73.23,27.73,89.06,111,84.18,3.96,1.85,11.77,7.27,5.61,2.32,5.23,74.4,5.18,29.3,46.48,1.42,11.57,54.93
5.16,0,1,1.0,6.92,71.24,74.4,1,47.77,29.38,70.34,69.61,45.2,82.77,9,78.33,2.63,3.6,14.29,7.22,3.75,0.94,9.85,47.15,8.49,63.38,41.57,1.43,0.97,45.52
4.73,0,0,3.4,7.86,76.95,74.82,2,51.26,36.7,58.02,43.2,43.03,77.58,139,67.17,0.92,0.82,12.56,7.62,6.51,5.21,5.23,37.55,5.87,39.13,60.16,3.83,1.87,52.29
4.58,1,1,5.0,6.1,56.86,79.62,1,83.75,29.95,75.16,57.48,68.98,88.92,94,85.7,2.88,3.46,18.7,7.74,8.15,0.05,3.51,33.32,9.02,52.39,66.16,2.83,9.94,34.52
7.74,1,0,2.1,7.59,70.66,78.2,2,51.04,29.8,80.19,88.81,49.41,79.67,111,72.6,1.55,4.68,14.68,5.11,7.34,4.14,6.16,36.88,9.13,24.23,57.35,4.73,2.12,61.04
5.28,0,0,3.2,7.48,72.49,50.4,3,56.52,29.75,64.07,69.91,23.12,66.47,73,74.9,0.0,3.48,20.94,6.8,4.48,0.95,7.41,31.02,1.0,60.25,54.88,17.93,4.97,62.21
7.3,0,0,1.7,5.19,46.0,61.88,2,67.83,40.28,77.16,72.43,39.44,70.65,27,87.95,4.61,1.01,26.88,5.52,4.6,2.44,6.59,48.35,6.62,51.89,50.74,1.0,3.74,54.55
8.62,0,0,3.1,5.11,49.28,69.12,0,78.7,44.98,79.85,75.41,57.69,79.41,133,76.58,5.24,0.77,18.03,5.74,4.78,1.15,5.97,51.29,7.5,48.26,47.26,0.91,4.05,67.86
8.44,0,0,5.1,6.84,62.25,54.58,3,82.95,47.45,88.0,78.84,42.78,79.41,37,76.18,2.76,1.53,20.79,7.51,0.86,8.0,9.36,67.72,4.7,54.12,34.83,0.31,2.03,53.64
7.12,0,0,11.3,5.1,48.05,61.22,1,96.07,39.77,58.56,71.23,53.13,75.5,15,58.6,3.18,1.14,21.44,5.22,8.21,1.58,3.52,21.3,4.08,71.98,73.01,2.58,13.74,42.67
6.69,0,0,9.7,6.7,62.2,54.11,3,74.63,35.49,77.61,43.22,40.7,82.29,154,81.0,2.81,0.32,19.73,7.17,6.42,2.44,5.14,4.65,5.16,51.74,78.47,2.29,4.86,47.46
6.54,0,0,2.6,6.78,61.0,74.72,3,73.75,50.0,76.35,61.23,57.08,100.0,136,69.08,1.41,3.31,10.51,4.9,4.77,2.35,5.4,54.94,4.4,69.84,41.02,3.4,5.75,62.4
7.76,2,0,1.6,7.77,75.41,62.52,4,56.4,40.33,57.79,88.1,34.58,64.01,183,71.82,3.67,2.14,20.56,4.8,9.03,2.85,5.97,31.36,7.47,11.68,58.42,2.46,1.7,48.93
4.0,0,1,22.5,8.23,73.15,77.38,0,74.75,34.47,65.84,49.85,0.0,54.39,33,65.0,3.8,1.46,16.74,5.18,4.42,0.15,8.83,75.43,4.89,88.21,28.4,1.17,2.27,54.38
7.86,1,0,1.4,8.71,85.17,70.75,0,53.37,41.94,100.0,70.29,44.69,94.2,27,77.87,3.4,0.88,19.36,7.3,9.14,0.26,7.31,51.6,7.33,37.65,47.44,2.69,2.55,92.77
