student_id,enrollment_date,family_income_lpa,cgpa,backlogs,failed_subjects,at_risk_flag,previous_cgpa,previous_semester_percentage,previous_subject_avg,weak_subject_count,subject_consistency,performance_band,previous_internal_marks,previous_assignment_score,previous_midterm_score,lowest_subject_score,assignment_completion_rate,practice_questions,next_semester_marks,attendance_percentage,study_hours_daily,self_learning_hours,study_hours_per_week,last_sync_time,sleep_hours,screen_time,gaming_hours,stress_level,burnout_score,motivation_level,adaptability_score,gym_frequency,wellness_score,screen_to_study_ratio,extracurricular_hours,survey_date,resume_score,communication_skills,aptitude_score,mock_interview_score,development_projects_count,ai_ml_projects,git_hub_repos,ai_tool_usage_frequency,prompt_engineering_skill,hackathons_participated,preferred_domain,career_goal,submitted_at
S100235,2023-06-05,1.0,6.86,0,1,1,7.82,74.91,70.73,0,86.38,At_Risk,35.3,64.0,53.35,57.25,100.0,10,43.6,72.32,2.57,4.11,14.63,2024-01-13 00:00:00,7.94,3.72,0.91,7.51,51.56,3.25,28.22,2,54.17,1.45,0.49,2024-03-23,75.03,49.51,42.12,19.85,3,1,7,4.36,51.2,1,Product/Management,Higher Studies,2023-11-03 00:00:00
S100236,2022-05-11,8.6,7.6,0,0,0,4.37,46.14,86.02,0,65.07,At_Risk,33.91,90.41,45.02,62.11,100.0,236,49.59,86.4,3.98,2.86,15.5,2024-02-25 00:00:00,7.9,3.39,0.06,7.62,53.6,7.52,93.79,3,44.71,0.85,3.95,2024-03-10,66.49,47.48,54.46,40.98,7,0,3,5.73,57.86,1,Data Science,Higher Studies,2024-02-07 00:00:00
S100237,2021-11-09,23.6,7.01,1,0,0,7.24,68.1,60.26,2,86.0,Average,50.0,62.08,76.64,54.06,100.0,148,55.59,82.12,4.48,1.85,18.12,2024-02-21 00:00:00,5.81,5.33,1.17,2.29,65.32,5.7,55.66,1,54.38,1.19,6.72,2024-04-14,72.57,62.26,57.66,59.15,3,1,2,7.58,70.76,1,Data Science,Job,2024-01-22 00:00:00
S100238,2023-06-17,4.2,3.5,1,1,0,6.14,52.3,57.05,4,73.14,At_Risk,39.6,77.75,16.0,34.56,34.82,155,31.83,78.21,2.15,1.22,22.04,2024-03-20 00:00:00,5.56,9.26,0.51,1.0,53.92,8.44,100.0,0,56.44,4.3,3.56,2024-03-11,69.96,81.71,54.64,59.24,2,1,12,6.96,41.42,0,Cybersecurity,Job,2024-11-04 00:00:00
S100239,2023-03-23,1.8,6.53,1,0,1,8.11,80.39,79.39,2,67.01,Average,39.24,83.82,53.52,57.84,92.01,3,59.76,49.73,3.04,2.92,7.95,2024-02-25 00:00:00,6.7,6.63,3.09,7.42,50.29,7.14,68.28,0,47.58,2.18,3.75,2024-04-04,33.16,76.31,67.33,23.08,2,0,5,4.06,49.08,0,Web Development,Higher Studies,2024-04-01 00:00:00
S100240,2022-07-20,3.7,7.28,1,0,0,5.97,63.5,87.63,1,83.77,At_Risk,21.85,47.61,43.53,81.39,72.37,21,38.48,74.48,4.21,0.01,12.46,2024-01-19 00:00:00,6.11,4.66,1.34,4.73,28.03,5.32,31.3,2,59.63,1.11,4.14,2024-02-03,70.22,30.51,65.84,57.52,2,1,4,5.77,63.21,0,Web Development,Job,2023-12-13 00:00:00
S100241,2023-01-20,1.0,7.0,1,1,1,6.85,62.5,49.05,1,75.44,At_Risk,32.08,67.91,67.27,32.78,70.21,8,36.05,66.61,2.13,4.59,19.75,2024-02-04 00:00:00,3.64,7.97,1.21,7.45,55.46,9.61,86.22,1,36.3,3.75,5.69,2024-04-05,53.47,97.12,53.74,22.18,1,1,3,7.22,46.42,1,Data Science,Higher Studies,2023-12-13 00:00:00
S100242,2022-01-01,4.4,7.38,1,0,0,7.66,70.82,63.6,0,49.42,Average,31.11,63.53,29.97,30.97,85.58,160,54.47,80.27,6.15,0.79,10.4,2024-04-21 00:00:00,8.09,6.35,1.07,6.3,35.54,6.2,67.38,3,56.06,1.03,2.74,2024-04-15,41.87,52.0,61.88,39.06,4,1,5,6.61,36.66,5,Cybersecurity,Job,2024-03-21 00:00:00
S100243,2022-10-16,2.2,5.37,0,1,1,8.13,79.25,72.09,4,79.8,At_Risk,28.71,84.19,73.77,61.31,70.6,111,42.58,84.74,3.14,1.74,1.86,2024-03-30 00:00:00,6.33,6.47,1.76,5.85,91.49,2.18,55.32,2,39.81,2.06,6.66,2024-10-04,48.2,76.58,18.95,59.7,2,0,4,6.63,34.18,1,Product/Management,Higher Studies,2024-02-27 00:00:00
S100244,2023-03-07,2.0,6.0,0,0,1,5.44,58.16,68.58,0,51.59,At_Risk,28.6,80.13,75.5,35.69,91.24,8,35.77,66.0,1.78,1.81,19.34,2024-01-19 00:00:00,7.33,3.2,0.2,5.37,80.96,3.24,99.03,1,47.26,1.8,3.5,2024-03-30,30.97,77.34,57.62,67.05,4,0,4,6.12,97.29,1,Web Development,Job,2024-02-16 00:00:00
S100245,2021-11-25,6.1,5.38,2,1,1,6.57,60.3,69.81,2,49.08,At_Risk,20.54,66.5,38.88,42.89,99.82,41,21.98,99.34,1.6,0.8,11.04,2024-03-07 00:00:00,4.66,1.87,0.66,3.02,75.98,7.21,74.46,2,49.55,1.17,5.23,2024-02-21,42.52,60.76,44.16,53.6,3,1,4,6.21,62.05,1,Data Science,Job,2023-11-26 00:00:00
S100246,2021-08-29,3.9,6.96,0,0,0,6.38,55.3,68.89,3,73.25,At_Risk,24.79,54.29,68.05,56.11,76.97,57,41.09,78.0,4.69,2.44,10.58,2024-03-31 20:29:58,8.1,7.6,0.7,4.48,35.17,6.48,52.76,1,70.2,1.62,1.79,2024-02-02,38.23,63.66,69.0,51.2,5,1,4,5.71,44.22,0,AI/ML,Job,2024-02-18 00:00:00
S100247,2022-02-09,3.4,8.18,1,0,0,6.15,60.96,58.46,1,92.47,At_Risk,41.99,85.57,73.26,53.2,85.38,100,48.42,100.0,4.65,0.19,15.84,2024-05-03 00:00:00,5.48,5.12,0.08,6.95,41.08,5.63,59.03,1,44.13,1.1,0.21,2024-02-22,29.26,37.62,90.06,32.85,3,2,4,7.55,47.13,1,Web Development,Job,2024-04-01 00:00:00
S100248,2022-08-27,1.0,8.78,0,1,0,9.3,92.0,34.7,1,70.35,Average,33.86,68.99,80.04,17.02,73.13,28,54.94,42.55,1.81,0.85,15.03,2024-02-15 00:00:00,6.15,8.25,0.94,7.03,14.92,3.97,49.86,2,69.63,4.55,2.43,2024-03-18,70.12,46.8,77.53,80.17,3,0,4,6.79,19.42,1,AI/ML,Job,2023-11-17 00:00:00
S100249,2023-08-08,23.2,9.61,0,1,1,7.53,71.53,67.66,4,64.83,At_Risk,30.95,45.72,41.5,44.69,87.02,27,45.04,80.66,3.03,1.42,21.98,2024-02-26 00:00:00,4.34,11.51,0.75,8.55,54.37,5.24,66.73,2,30.24,3.8,0.39,2024-02-15,57.79,52.35,100.0,43.01,2,1,1,4.71,34.49,2,AI/ML,Higher Studies,2023-11-04 00:00:00
S100250,2023-08-14,30.0,6.77,1,0,0,5.36,48.7,65.04,0,95.85,At_Risk,34.96,47.01,39.25,56.81,100.0,61,29.17,66.84,1.71,2.85,6.26,2024-04-25 00:00:00,6.07,8.58,0.54,5.29,43.06,7.32,61.88,4,54.12,5.02,3.06,2024-02-14,54.39,72.88,83.04,40.33,4,2,6,7.77,51.23,0,AI/ML,Startup/Entrepreneurship,2023-08-12 00:00:00
S100251,2022-10-30,1.0,8.57,0,1,0,8.19,81.81,48.57,1,90.1,Good,44.34,76.56,89.04,41.66,86.15,60,81.74,47.98,0.87,0.18,30.84,2024-04-30 07:40:15,5.98,3.51,0.54,5.29,42.45,6.07,35.29,1,57.04,4.04,0.2,2024-02-02,58.01,76.61,67.87,59.04,0,1,2,7.25,17.95,1,Core Engineering,Higher Studies,2023-12-27 00:00:00
S100252,2023-01-27,6.9,7.83,1,1,0,9.76,94.82,59.16,1,82.79,At_Risk,35.03,50.86,51.85,52.83,78.21,10,47.47,75.19,3.27,1.31,5.1,2024-04-15 00:00:00,6.04,7.17,1.63,6.46,33.21,7.05,66.34,3,53.76,2.19,1.68,2024-03-07,30.2,66.84,21.53,57.15,2,3,3,3.2,50.6,0,Core Engineering,Job,2023-12-26 00:00:00
S100253,2022-10-04,3.6,7.04,0,0,0,8.34,76.18,79.58,0,62.57,Good,39.32,69.83,56.56,51.85,99.66,100,78.14,89.5,4.47,0.01,12.29,2024-04-05 00:00:00,6.91,5.04,0.94,1.0,0.0,6.67,65.4,2,92.27,1.13,5.54,2024-02-14,75.27,44.39,50.13,63.77,1,2,5,9.38,40.76,1,Product/Management,Job,2024-01-13 00:00:00
S100254,2023-03-31,5.7,7.72,0,0,0,5.02,47.93,65.45,0,56.84,At_Risk,28.23,55.94,75.13,37.36,73.9,56,29.17,77.53,5.6,2.94,8.92,2024-02-26 00:00:00,6.38,7.28,1.4,8.28,47.63,6.45,65.9,3,48.13,1.3,18.33,2024-03-19,47.05,55.07,74.83,49.29,2,0,4,7.43,36.8,2,AI/ML,Startup/Entrepreneurship,2024-03-05 00:00:00
S100255,2023-04-18,1.0,4.95,0,0,1,6.37,55.11,70.43,0,69.73,At_Risk,30.05,69.99,46.29,45.46,74.27,152,48.89,72.19,1.55,2.73,15.39,2024-05-28 00:00:00,7.67,8.74,0.95,5.14,47.49,5.23,74.78,2,58.76,5.62,1.21,2024-04-13,72.13,59.88,44.08,41.18,2,1,1,5.68,65.55,0,Data Science,Job,2023-12-01 00:00:00
S100256,2022-11-14,8.6,6.65,1,1,0,8.65,85.0,54.09,2,61.06,Average,37.83,72.39,60.75,27.57,70.04,119,52.71,83.11,3.22,3.67,15.13,2024-04-07 00:00:00,5.64,5.73,0.35,5.64,57.95,8.74,57.27,1,45.83,1.78,0.57,2024-04-12,39.53,44.3,59.56,49.75,3,0,6,7.15,62.0,1,AI/ML,Higher Studies,2024-01-24 00:00:00
S100257,2021-12-17,1.4,7.5,1,0,0,6.08,56.71,75.72,0,80.25,Average,50.0,59.06,79.27,60.3,56.47,317,69.21,86.25,3.47,0.85,16.16,2024-02-06 00:00:00,4.91,7.93,0.43,6.12,30.09,2.89,47.81,0,56.17,2.29,4.43,2024-06-04,59.67,87.64,38.41,45.75,2,0,5,3.11,75.88,2,Core Engineering,Job,2024-03-08 00:00:00
S100258,2022-07-03,1.5,4.67,0,0,0,7.58,70.24,96.92,3,91.03,At_Risk,46.44,36.4,42.26,88.34,67.1,15,46.21,95.68,4.4,7.49,16.83,2024-04-28 00:00:00,6.27,6.87,0.05,3.52,60.94,4.32,63.02,1,45.78,1.56,1.14,2024-02-02,34.34,69.69,44.53,37.47,4,0,4,8.0,49.42,3,Cybersecurity,Higher Studies,2023-11-18 00:00:00
S100259,2022-02-05,1.0,5.71,0,0,1,8.01,75.94,74.81,1,84.7,Average,39.66,72.86,57.0,65.73,80.83,231,68.36,97.95,1.73,1.32,24.14,2024-02-05 00:00:00,7.18,7.74,0.04,6.85,88.26,5.37,66.1,2,33.0,4.47,0.11,2024-04-27,27.25,51.03,42.51,63.24,3,0,5,5.75,46.58,1,Product/Management,Job,2024-08-04 00:00:00
S100260,2023-04-20,8.5,8.31,0,0,0,5.79,55.21,73.7,1,71.11,Average,36.21,58.7,46.97,59.26,83.44,106,55.86,66.77,4.33,1.44,16.1,2024-04-22 00:00:00,8.04,6.505,2.03,3.76,75.65,5.79,61.87,1,48.31,1.99,13.21,2024-04-13,77.87,42.57,57.02,54.99,4,1,5,7.33,69.52,1,Product/Management,Job,2024-01-13 00:00:00
S100261,2021-07-24,4.9,8.39,0,0,1,6.92,69.34,71.27,1,83.4,Average,46.21,71.75,52.62,55.04,65.48,170,65.92,54.6,1.78,0.18,24.72,2024-02-26 00:00:00,7.44,6.39,3.5,1.0,32.73,3.83,57.57,2,72.65,3.58,8.98,2024-03-18,60.23,76.97,83.0,37.52,8,2,6,8.71,50.82,1,Data Science,Higher Studies,2023-12-07 00:00:00
S100262,2022-08-29,1.0,4.6,0,1,1,3.5,35.61,59.42,2,55.31,At_Risk,41.36,68.17,83.97,27.18,72.35,56,16.31,58.1,3.55,0.93,2.75,2024-05-03 00:00:00,3.83,9.34,1.06,7.26,16.6,7.86,51.51,4,49.1,2.63,0.9,2024-02-25,41.51,72.2,49.73,44.77,4,0,5,6.23,34.11,3,Web Development,Startup/Entrepreneurship,2024-04-03 00:00:00
S100263,2022-07-11,12.4,7.91,1,0,0,5.67,53.22,80.48,2,77.72,At_Risk,16.65,73.95,87.48,64.17,51.61,31,36.63,87.83,3.21,0.78,0.0,2024-04-02 00:00:00,6.83,9.74,2.24,10.0,45.62,4.24,39.45,1,41.37,3.03,2.95,2024-04-23,50.4,51.85,52.73,60.22,2,0,4,7.09,49.12,2,Cybersecurity,Job,2023-12-27 00:00:00
S100264,2022-07-29,3.8,7.02,0,0,1,6.67,66.44,66.42,1,69.38,At_Risk,26.57,93.43,69.13,48.33,100.0,2,45.24,73.71,2.74,3.43,15.89,2024-04-22 00:00:00,8.34,4.35,0.42,7.22,60.1,4.03,80.49,1,43.35,1.59,6.97,2024-03-13,80.84,65.01,72.38,31.05,4,1,4,3.11,28.96,2,AI/ML,Job,2024-02-22 00:00:00
S100265,2021-12-18,11.1,4.02,0,0,0,5.38,52.69,90.41,5,67.75,At_Risk,37.71,61.81,73.52,72.51,100.0,16,38.41,100.0,4.66,2.73,17.29,2024-03-18 00:00:00,6.39,6.14,3.23,7.11,30.28,5.53,70.45,1,64.4,1.32,9.43,2024-02-28,35.11,52.99,60.51,29.27,3,3,2,3.1,28.65,0,AI/ML,Higher Studies,2023-11-17 00:00:00
S100266,2023-07-11,1.0,6.0,1,0,1,9.12,84.95,91.23,1,58.3,Good,20.7,62.97,73.08,64.37,69.26,173,73.09,62.77,0.74,0.96,11.26,2024-03-25 00:00:00,5.58,6.45,1.24,5.73,66.5,6.25,39.89,2,40.82,8.77,3.68,2024-04-22,51.18,68.33,62.64,51.69,4,2,3,10.0,70.98,2,Core Engineering,Higher Studies,2023-12-31 00:00:00
S100267,2023-07-11,22.8,7.73,0,0,1,5.14,48.34,61.01,1,97.07,At_Risk,27.82,45.01,54.24,55.13,82.06,42,35.51,63.68,4.09,1.88,14.93,2024-03-19 00:00:00,6.73,1.73,0.24,10.0,96.01,5.39,56.41,1,17.61,0.42,1.52,2024-02-14,68.35,63.64,49.18,47.11,1,0,3,7.35,64.13,3,Web Development,Job,2024-02-02 00:00:00
S100268,2023-07-20,4.4,10.0,0,1,1,6.43,60.47,77.96,0,76.81,At_Risk,29.4,67.07,68.81,59.55,66.81,89,47.43,83.98,3.19,8.0,22.53,2024-01-22 00:00:00,5.6,4.27,1.29,9.19,58.72,4.39,89.65,3,36.3,1.34,5.1,2024-04-08,57.1,47.95,73.91,73.05,1,0,4,4.36,76.96,1,Product/Management,Higher Studies,2023-12-16 00:00:00
S100269,2022-01-23,5.0,3.86,1,0,1,7.17,70.1,60.36,1,44.28,Average,32.95,76.15,44.28,29.29,95.37,53,56.92,100.0,3.41,1.07,19.69,2024-05-13 00:00:00,7.19,9.69,1.77,4.71,63.75,7.61,80.73,3,51.52,2.84,1.11,2024-03-12,52.38,44.78,30.98,36.32,2,3,5,5.58,23.04,0,Product/Management,Job,2024-04-02 00:00:00
S100270,2023-05-29,11.2,9.14,0,0,1,8.87,82.83,83.12,3,57.2,Average,32.7,62.75,49.66,51.94,89.65,51,65.03,100.0,0.58,0.33,12.69,2024-05-04 00:00:00,6.28,7.99,0.01,5.63,47.12,3.14,55.85,0,51.01,13.87,1.88,2024-02-01,18.79,66.16,100.0,50.11,4,0,5,8.93,53.68,1,Data Science,Startup/Entrepreneurship,2024-03-06 00:00:00
S100271,2021-10-26,2.4,6.98,2,0,1,5.13,47.21,56.54,0,52.99,At_Risk,32.69,76.25,63.61,29.36,60.29,84,18.24,83.0,3.69,0.39,16.39,2024-03-06 00:00:00,8.25,6.71,1.04,3.5,34.99,3.65,61.66,0,70.83,1.82,4.24,2024-03-15,57.55,44.11,75.85,64.19,4,0,2,10.0,61.32,2,Data Science,Job,2024-03-08 00:00:00
S100272,2022-12-11,12.4,5.47,0,0,0,8.51,88.74,71.08,2,74.0,Good,41.6,67.34,48.02,54.04,65.39,46,80.1,75.24,1.31,1.94,20.31,2024-03-30 00:00:00,7.0,7.06,1.62,5.91,15.72,9.96,20.31,0,69.73,5.38,0.86,2024-03-07,64.88,48.03,36.8,70.37,3,1,7,3.19,52.09,5,Core Engineering,Job,2023-11-06 00:00:00
S100273,2022-02-03,8.0,8.77,1,0,0,7.01,70.4,74.75,1,79.82,At_Risk,32.88,50.47,44.64,62.22,78.96,2,41.97,78.68,3.45,5.51,6.39,2024-04-24 00:00:00,5.29,8.92,0.9,2.27,39.35,6.56,51.91,4,62.19,2.59,4.65,2024-03-25,43.91,62.1,69.54,56.32,0,1,0,4.26,55.76,0,Cybersecurity,Startup/Entrepreneurship,2024-03-13 00:00:00
S100274,2022-10-17,1.0,5.6,0,2,0,5.72,51.34,78.01,1,100.0,At_Risk,31.92,74.68,53.61,70.28,100.0,129,40.8,66.08,3.31,0.47,9.37,2024-01-11 00:00:00,7.15,3.6,0.16,4.34,34.38,8.02,69.32,3,58.52,1.09,4.2,2024-04-16,58.6,71.11,29.59,73.19,6,0,4,7.04,51.47,2,Web Development,Higher Studies,2024-01-03 00:00:00
S100275,2023-01-29,7.2,8.1,0,0,0,7.6,74.49,54.72,2,62.68,Average,24.21,66.91,83.34,35.27,74.31,26,59.96,81.76,1.68,0.31,21.46,2024-03-22 00:00:00,7.61,10.23,2.33,5.79,30.85,5.7,70.72,0,65.94,6.09,5.43,2024-03-13,22.64,49.67,40.68,92.53,4,1,9,10.0,47.4,2,Cybersecurity,Job,2024-03-16 00:00:00
S100276,2023-07-15,16.9,6.76,1,0,1,7.26,69.43,73.93,3,49.07,Average,43.19,71.84,89.91,43.24,99.61,89,51.35,56.2,1.2,0.02,2.89,2024-01-24 00:00:00,5.5,5.12,2.81,1.88,78.23,6.26,83.71,1,49.15,4.26,4.99,2024-02-07,40.42,45.68,62.11,54.88,4,2,4,9.91,39.41,2,Core Engineering,Job,2024-02-17 00:00:00
S100277,2023-08-22,11.3,6.73,0,1,1,6.22,60.65,70.8,0,66.09,At_Risk,29.63,61.5,64.48,55.34,84.66,86,44.8,73.5,1.24,2.9,7.37,2024-02-21 00:00:00,5.7,5.59,0.1,4.18,67.88,3.19,70.82,1,42.45,4.52,3.02,2024-03-14,69.2,61.32,66.95,51.5,2,0,2,7.27,27.94,2,Data Science,Higher Studies,2024-03-13 18:02:20
S100278,2023-03-06,8.3,9.12,0,0,0,7.09,67.91,53.25,1,71.97,At_Risk,26.3,60.17,74.32,32.84,67.51,12,37.48,95.74,4.06,0.28,6.51,2024-03-05 00:00:00,3.07,6.505,0.6,7.49,40.78,8.34,42.27,1,39.43,0.97,2.9,2024-02-04,57.67,57.68,35.77,70.28,2,3,1,7.95,58.73,1,AI/ML,Higher Studies,2024-01-30 00:00:00
S100279,2023-07-29,17.6,6.36,1,0,1,6.5,66.5,83.03,0,86.63,Average,36.7,72.36,55.98,68.19,73.73,14,58.42,74.5,0.26,4.1,21.42,2024-01-14 00:00:00,7.56,7.3,0.39,7.8,37.19,4.75,85.12,1,53.32,28.62,9.4,2024-04-15,55.64,44.37,94.41,48.81,5,0,6,6.76,37.3,3,Core Engineering,Job,2024-02-02 00:00:00
S100280,2023-05-04,4.3,7.26,2,0,0,7.15,69.28,88.89,0,79.75,Average,28.86,66.54,31.95,71.8,89.49,48,52.55,100.0,4.07,2.43,7.41,2024-05-28 00:00:00,5.48,4.39,3.3,3.67,46.54,2.09,66.7,1,61.56,1.08,5.04,2024-04-19,44.48,58.73,28.72,83.59,2,0,3,5.09,30.19,1,Product/Management,Startup/Entrepreneurship,2023-11-30 00:00:00
S100281,2022-05-05,37.1,6.68,1,0,1,7.86,74.43,68.78,8,77.43,Average,30.79,95.86,50.7,59.58,92.61,33,54.24,92.84,4.47,0.32,20.54,2024-02-15 00:00:00,3.33,6.3,0.53,5.24,44.77,2.78,71.4,0,48.53,1.41,7.42,2024-04-29,49.32,58.18,75.56,54.99,2,0,8,8.64,43.65,2,Data Science,Job,2023-03-12 00:00:00
S100282,2022-06-13,1.0,7.2,0,0,0,9.06,90.26,66.27,0,62.13,Average,37.07,81.98,60.07,40.46,93.98,26,60.93,100.0,3.16,3.57,12.53,2024-05-04 00:00:00,3.82,4.27,4.3,5.31,38.22,7.96,51.09,3,51.14,1.35,0.35,2024-03-07,20.22,87.37,35.44,61.77,3,1,4,7.41,59.36,2,Web Development,Higher Studies,2024-02-18 00:00:00
S100283,2023-01-15,4.0,5.65,0,0,0,5.39,52.15,63.22,0,95.44,Average,32.39,78.18,67.26,56.75,83.21,30,57.2,58.39,3.79,2.24,27.45,2024-04-09 00:00:00,5.99,9.36,0.08,5.47,45.23,7.22,65.58,1,50.79,2.47,0.64,2024-03-04,62.79,78.95,55.92,69.76,0,1,8,4.53,87.62,0,Product/Management,Job,2024-01-21 00:00:00
S100284,2022-03-15,5.8,6.52,1,0,1,9.77,93.33,100.0,1,47.06,Good,50.0,67.34,63.38,65.78,86.69,23,80.62,64.94,1.64,0.07,15.9,2024-03-10 00:00:00,7.36,9.73,0.82,5.35,61.81,5.24,40.62,4,55.94,5.92,8.88,2024-02-06,58.05,58.82,66.15,41.1,4,1,4,6.47,74.4,0,Web Development,Job,2024-01-21 00:00:00
S100285,2021-09-14,5.4,8.34,0,0,0,4.46,43.65,80.21,2,69.23,At_Risk,34.4,39.61,60.49,63.68,100.0,56,43.87,64.0,2.18,0.14,22.47,2024-04-23 00:00:00,6.18,4.6,1.08,3.64,47.09,4.77,65.82,5,55.6,2.11,1.51,2024-11-04,76.29,60.21,66.14,28.63,0,0,2,7.79,15.25,1,Cybersecurity,Job,2024-02-18 00:00:00
S100286,2021-11-21,8.0,7.61,3,0,1,6.8,64.25,58.71,0,84.85,At_Risk,39.94,57.89,55.81,45.56,100.0,7,37.27,87.68,2.22,0.57,18.22,2024-05-23 00:00:00,6.96,3.13,2.33,8.27,72.84,7.39,57.95,2,35.33,1.41,2.05,2024-04-23,42.56,47.68,70.77,77.22,4,2,3,10.0,42.21,2,Cybersecurity,Job,2023-12-15 00:00:00
S100287,2022-06-02,13.2,6.82,1,1,0,7.76,73.8,47.3,2,67.62,At_Risk,19.47,60.29,70.5,24.61,80.71,170,39.69,79.0,5.51,1.03,11.84,2024-01-29 04:50:27,4.76,3.28,0.58,5.84,52.85,7.29,61.02,4,46.73,0.6,6.38,2024-04-17,90.2,84.58,68.96,65.76,3,1,5,8.02,37.19,1,AI/ML,Job,2024-03-18 00:00:00
S100288,2022-08-24,1.2,7.22,0,0,1,7.37,67.6,62.45,1,58.87,At_Risk,28.11,65.88,43.18,30.37,53.48,135,48.27,83.05,2.6,6.61,14.91,2024-05-23 00:00:00,4.42,8.41,1.6,3.93,51.13,5.1,61.08,2,51.13,3.24,3.2,2024-02-13,72.31,46.48,69.31,48.72,4,0,7,6.41,33.39,1,Product/Management,Job,2024-03-28 00:00:00
S100289,2023-06-20,8.5,6.71,2,0,0,6.19,55.8,62.54,2,56.74,At_Risk,26.3,69.5,77.83,31.02,81.94,55,39.11,66.29,4.17,3.91,15.06,2024-05-24 00:00:00,7.54,3.2,1.37,6.17,39.62,8.14,62.79,2,53.77,0.77,6.68,2024-04-26,75.65,57.33,64.16,89.16,1,4,1,1.03,77.63,1,Product/Management,Higher Studies,2024-03-03 00:00:00
S100290,2023-06-23,8.8,9.71,0,0,1,6.73,59.94,71.32,2,67.3,Average,27.36,79.84,55.62,38.56,81.74,31,50.73,66.6,3.47,0.34,11.77,2024-04-28 22:48:31,6.99,4.26,1.58,7.37,68.67,1.0,61.95,1,37.63,1.22,2.47,2024-03-25,32.81,33.58,75.07,61.24,0,0,2,6.22,47.75,1,Core Engineering,Higher Studies,2023-12-24 00:00:00
S100291,2023-07-16,11.8,5.02,0,1,1,6.36,54.84,68.58,1,93.18,Average,38.32,74.1,98.07,60.75,61.06,93,56.77,71.0,0.86,1.32,21.22,2024-02-02 00:00:00,6.26,6.24,2.41,7.0,58.99,4.7,53.02,2,38.13,7.3,2.05,2024-02-01,69.81,90.42,55.03,29.63,2,1,2,7.65,100.0,0,Core Engineering,Startup/Entrepreneurship,2024-01-04 00:00:00
S100292,2023-01-29,1.0,8.52,0,0,1,6.23,55.7,82.88,1,81.03,Average,43.28,87.39,59.95,71.08,81.87,9,56.78,76.02,1.99,1.24,32.57,2024-05-22 00:00:00,8.09,10.12,3.39,10.0,42.47,4.99,59.48,3,48.56,5.09,7.25,2024-08-03,30.37,59.1,50.04,81.33,1,0,2,8.45,56.12,1,Cybersecurity,Startup/Entrepreneurship,2023-12-11 00:00:00
S100293,2021-07-29,6.4,5.84,1,0,0,8.1,76.3,32.79,2,82.06,At_Risk,37.76,65.32,57.32,25.59,64.33,9,46.81,73.73,4.01,3.89,15.81,2024-05-28 00:00:00,4.97,6.6,0.4,3.69,31.86,6.78,85.5,0,59.81,1.65,6.06,2024-03-11,61.57,69.11,72.62,46.81,3,0,5,4.6,35.14,0,Data Science,Higher Studies,2024-02-24 00:00:00
S100294,2021-07-12,33.1,6.62,0,0,1,7.46,71.3,74.99,0,84.93,Average,33.19,69.83,56.0,67.2,85.65,12,64.21,71.18,3.09,1.14,20.02,2024-04-19 00:00:00,5.71,5.77,0.5,4.52,54.31,3.46,52.75,1,52.4,1.86,1.8,2024-04-19,99.6,69.43,77.13,57.2,1,0,5,4.6,41.65,1,Data Science,Job,2024-01-20 00:00:00
S100295,2021-08-18,5.0,4.58,1,1,0,6.1,56.86,79.62,1,83.75,At_Risk,29.95,75.16,57.48,68.98,88.92,94,34.52,85.7,2.88,3.46,18.7,2024-05-14 00:00:00,7.74,8.15,0.05,3.51,33.32,9.02,52.39,0,66.16,2.83,9.94,2024-02-19,41.45,22.48,72.71,36.85,5,1,3,4.0,35.69,2,AI/ML,Higher Studies,2024-03-25 00:00:00
S100296,2023-08-24,4.6,6.44,1,0,0,8.17,68.19,44.64,2,89.06,At_Risk,43.91,73.69,74.72,36.03,87.9,138,47.01,50.58,2.0,0.54,0.0,2024-05-21 00:00:00,8.87,2.25,1.39,2.94,58.82,6.48,75.92,2,67.33,1.13,3.12,2024-03-24,46.15,61.33,93.67,26.72,1,0,4,6.6,72.6,2,Data Science,Job,2024-02-01 00:00:00
S100297,2023-08-24,1.7,5.13,0,0,0,7.4,76.59,56.72,2,82.99,Good,50.0,89.23,64.32,41.77,94.84,61,71.89,93.23,5.67,0.59,18.44,2024-04-27 00:00:00,6.31,3.76,4.61,8.37,46.74,10.0,95.23,1,43.75,0.66,3.51,2024-04-04,74.3,33.62,82.19,81.85,2,0,1,5.6,22.84,2,Core Engineering,Higher Studies,2023-12-18 00:00:00
S100298,2022-02-19,4.6,7.93,0,1,1,8.06,80.9,61.71,1,65.5,At_Risk,36.08,82.06,80.79,44.45,87.04,15,45.19,77.0,3.94,0.46,18.09,2024-05-26 00:00:00,8.65,8.86,2.19,6.04,73.22,7.3,26.54,1,50.65,2.25,2.6,2024-02-20,57.53,47.12,85.02,52.14,3,3,6,4.62,50.9,2,AI/ML,Higher Studies,2024-01-16 00:00:00
S100299,2023-08-18,1.0,4.94,0,1,0,7.82,76.06,74.58,0,84.86,Average,42.51,50.21,72.43,59.41,91.83,33,61.5,74.4,4.16,1.23,6.26,2024-01-21 00:00:00,5.46,9.19,3.71,5.57,27.86,6.02,63.61,1,52.42,2.21,10.51,2024-03-20,78.29,95.58,42.24,49.4,3,2,3,10.0,40.25,0,Web Development,Job,2024-02-13 00:00:00
